product_id,name,brand,category,color,regular_price,sale_price,discount_pct,currency
209167394,Saten yüzeyli mini elbise,Bershka,KADıN > Yeni,Yeşil,2290.0,2290.0,0.0,TRY
209452235,Dantel pullu mini etek,Bershka,KADıN > Yeni,Yeşil,1490.0,1490.0,0.0,TRY
209357900,Saten özel kesim blazer,Bershka,KADıN > Yeni,Siyah,3690.0,3690.0,0.0,TRY
209452228,Pullu slip top,Bershka,KADıN > Yeni,Yeşil,1490.0,1490.0,0.0,TRY
210357116,Ribana şeritli slip top,Bershka,KADıN > Yeni,Siyah,1490.0,1490.0,0.0,TRY
209441588,Yüksek bel geniş paça barrel fit jean,Bershka,KADıN > Yeni,Mavi,1790.0,1790.0,0.0,TRY
209167392,Saten şort,Bershka,KADıN > Yeni,Siyah,1490.0,1490.0,0.0,TRY
209167395,Mini saten elbise,Bershka,KADıN > Yeni,Siyah,2290.0,2290.0,0.0,TRY
216728067,Kısa kollu baskılı tişört,Bershka,KADıN > Yeni,Kirli beyaz,990.0,990.0,0.0,TRY
210009311,Kloş etekli kuşaklı mini elbise,Bershka,KADıN > Yeni,Bej,2290.0,2290.0,0.0,TRY
206544499,Fırfırlı rustik uzun kollu bluz,Bershka,KADıN > Yeni,Beyaz,1190.0,1190.0,0.0,TRY
206544498,Fırfırlı rustik uzun kollu bluz,Bershka,KADıN > Yeni,Kahverengi,1190.0,1190.0,0.0,TRY
209725472,Denim bandeau top,Bershka,KADıN > Yeni,Kirli beyaz,1590.0,1590.0,0.0,TRY
209725471,Düşük bel pensli geniş paça jean,Bershka,KADıN > Yeni,Kirli beyaz,2290.0,2290.0,0.0,TRY
204937261,Kısa kollu bluz,Bershka,KADıN > Yeni,Beyaz,990.0,990.0,0.0,TRY
204937260,Kısa kollu bluz,Bershka,KADıN > Yeni,Sarı,990.0,990.0,0.0,TRY
211505091,Slouchy düşük bel jean,Bershka,KADıN > Yeni,Açık mavi,2290.0,2290.0,0.0,TRY
209975792,Düşük bel geniş paça balloon fit jean,Bershka,KADıN > Yeni,Krem,1790.0,1790.0,0.0,TRY
212837911,Saten yüzeyli fular,Bershka,KADıN > Yeni,Mavi,590.0,590.0,0.0,TRY
209484490,İşlemeli Kürk Bandana,Bershka,KADıN > Yeni,Beyaz,590.0,590.0,0.0,TRY
205577766,Volanlı rustik midi etek,Bershka,KADıN > Yeni,Kirli beyaz,1790.0,1790.0,0.0,TRY
205462804,Denim paçası katlamalı şort,Bershka,KADıN > Yeni,Mavi,990.0,990.0,0.0,TRY
205462809,Denim paçası katlamalı şort,Bershka,KADıN > Yeni,Beyaz,990.0,990.0,0.0,TRY
205462806,Katlanabilir paçalı denim şort,Bershka,KADıN > Yeni,Siyah,990.0,990.0,0.0,TRY
205462807,Denim paçası katlamalı şort,Bershka,KADıN > Yeni,Gri,990.0,990.0,0.0,TRY
205462805,Denim paçası katlamalı şort,Bershka,KADıN > Yeni,Açık mavi,990.0,990.0,0.0,TRY
205462808,Denim paçası katlamalı şort,Bershka,KADıN > Yeni,Açık mavi,990.0,990.0,0.0,TRY
213178792,Zımbalı fitilli şort,Bershka,KADıN > Yeni,Kum rengi,1590.0,1590.0,0.0,TRY
212509285,Zımbalı fitilli şort,Bershka,KADıN > Yeni,Gri,1590.0,1590.0,0.0,TRY
212509286,Zımbalı fitilli şort,Bershka,KADıN > Yeni,Kirli beyaz,1590.0,1590.0,0.0,TRY
209221144,Puantiye desenli denim şort,Bershka,KADıN > Yeni,Kahverengi,1490.0,1490.0,0.0,TRY
215366289,Dantelli şalvar pantolon,Bershka,KADıN > Yeni,Beyaz,2290.0,2290.0,0.0,TRY
207865114,V yaka kazak,Bershka,KADıN > Yeni,Pembe,1190.0,1190.0,0.0,TRY
208376519,Baggy fit denim bermuda şort,Bershka,KADıN > Yeni,Açık mavi,1590.0,1590.0,0.0,TRY
220330185,Rib askılı tişört,Bershka,KADıN > Yeni,Kirli beyaz,350.0,350.0,0.0,TRY
220330251,Poplin bloomer pantolon,Bershka,KADıN > Yeni,Siyah,1790.0,1790.0,0.0,TRY
220330188,Süet görünümlü bowling çanta,Bershka,KADıN > Yeni,Deve tüyü rengi,1490.0,1490.0,0.0,TRY
220329700,Parmak arası topuklu sandalet,Bershka,KADıN > Yeni,SİYAH,1790.0,1790.0,0.0,TRY
210535427,Kıvrık belli midi etek,Bershka,KADıN > Yeni,Beyaz,1490.0,1490.0,0.0,TRY
209007215,Balon kollu rustik bluz,Bershka,KADıN > Yeni,Beyaz,1090.0,1090.0,0.0,TRY
