Category,Subcategory,Name,Brand,SKU,Price,RegularPrice,DiscountRate,UnitPrice,Status,Date
Meyve & Sebze,Sebze,Tazedirekt Organik Hıyar Badem Kg,Tazedirekt,28130068,129.95,129.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Meyve,Tazedirekt Muz Organik Kg,Tazedirekt,27130029,149.95,149.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Sebze,Tazedirekt Organik Kabak Sakız Kg,Tazedirekt,28130075,109.95,109.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Meyve,Tazedirekt Organik Avokado Adet,Tazedirekt,27130039,129.95,129.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Sebze,Tazedirekt Organik Patlıcan Kemer Kg,Tazedirekt,28130101,129.95,129.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Dondurulmuş Meyve & Sebze,Feast Organik Brokoli 450 G,Feast,17014705,119.95,119.95,0,"(266,55 TL/Kg)",IN_SALE,2026-08-22
Meyve & Sebze,Kuru Sebze,Tasconi Organik Yemeye Hazır Kuru Domates 100 G,Tasconi,28089178,179.95,179.95,0,"(1799,50 TL/Kg)",IN_SALE,2026-08-22
Meyve & Sebze,Egzotik Meyveler,Muz İthal Kg,Reyondan,27272027,159.95,159.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Meyve,Limon Kg,Reyondan,27260002,89.95,89.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Meyve,İncir Siyah  Kg,Reyondan,27182009,299.95,299.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Meyve,Şeftali Nektarin  Kg,Reyondan,27321032,79.95,79.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Meyve,Kiraz Kg,Reyondan,27245032,349.95,349.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Egzotik Meyveler,Excelente Blueberry 125 Gr,Excelente,27400021,99.95,99.95,0,"(799,60 TL/Kg)",IN_SALE,2026-08-22
Meyve & Sebze,Egzotik Meyveler,Verita Gurme Yemeye Hazır Avokado Adet,Verita,28015909,149.95,149.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Meyve,Şeftali Kg,Reyondan,27310042,79.95,79.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Meyve,Üzüm Çekirdeksiz Kg,Reyondan,27332000,99.95,99.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Meyve,Erik Angelika Kg,Reyondan,27119077,79.95,79.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Egzotik Meyveler,Avokado 2'li Paket Excelente Yemeye Hazır,Excelente,28015911,159.95,159.95,0,"(79,97 TL/Adet)",IN_SALE,2026-08-22
Meyve & Sebze,Egzotik Meyveler,Avokado Adet,Reyondan,28010021,99.95,99.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Meyve,İncir Kg,Reyondan,27182000,269.95,269.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Meyve,Nektarin Bayramiç Beyazı (Coğrafi İşaretli) Kg,Reyondan,27321042,139.95,139.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Egzotik Meyveler,Verita Yaban Mersini Blueberry 125 Gr,Verita,27585017,159.95,159.95,0,"(1279,60 TL/Kg)",IN_SALE,2026-08-22
Meyve & Sebze,Meyve,Tazedirekt Şeftali Kg,Tazedirekt,27020049,149.95,149.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Meyve,Elma Granny Smith Kg,Reyondan,27133000,159.95,159.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Kavun ve Karpuz,Karpuz Ekstra Kg,Reyondan,27191001,19.95,19.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Egzotik Meyveler,Excelente Lime 3'lü Paket 195 G,Excelente,27560003,79.95,79.95,0,"(410,00 TL/Kg)",IN_SALE,2026-08-22
Meyve & Sebze,Meyve,Erik Papaz Kg,Reyondan,27119079,399.95,399.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Kavun ve Karpuz,Kavun Kırkağaç Ekstra Kg,Reyondan,27202011,39.95,39.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Kavun ve Karpuz,Karpuz Mini,Reyondan,27102017,29.95,29.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Kavun ve Karpuz,Karpuz Çekirdeksiz,Reyondan,27102018,29.95,29.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Meyve,Üzüm Salihli Pembesi Kg,Reyondan,27338034,139.95,139.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Meyve,Portakal  Kg.,Reyondan,27307081,79.95,79.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Egzotik Meyveler,Excelente Ananas Gold Adet,Excelente,27400003,189.95,189.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Meyve,Tazedirekt Kayısı Kg,Tazedirekt,27020037,289.95,289.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Meyve,Tazedirekt Limon Kg,Tazedirekt,27263394,209.95,209.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Meyve,Tazedirekt Organik İncir Beyaz Kg,Tazedirekt,27130059,369.95,369.95,0,,IN_SALE,2026-08-22
Meyve & Sebze,Egzotik Meyveler,Verita Limes 3 Lü Pkt,Verita,27268040,139.95,139.95,0,"(699,75 TL/Kg)",IN_SALE,2026-08-22
