Category,Subcategory,Name,Brand,SKU,Price,RegularPrice,DiscountRate,UnitPrice,Status,Date
Meyve & Sebze,Sebze,Organik Soğan Kg,Reyondan,28051007,88.95,88.95,0,,IN_SALE,2026-05-08
Meyve & Sebze,Sebze,Organik Patates Kg,Reyondan,28360010,78.95,78.95,0,,IN_SALE,2026-05-08
Meyve & Sebze,Sebze,Organik Hıyar Kg,Reyondan,28303010,199.95,199.95,0,,IN_SALE,2026-05-08
Meyve & Sebze,Meyve,Tazedirekt Muz Organik Kg,Tazedirekt,27130029,199.95,199.95,0,,IN_SALE,2026-05-08
Meyve & Sebze,Sebze,Organik Havuç,Reyondan,28120022,148.95,148.95,0,,IN_SALE,2026-05-08
Meyve & Sebze,Yeşillikler,Organik Roka Demet,Reyondan,28345011,68.95,68.95,0,,IN_SALE,2026-05-08
Meyve & Sebze,Sebze,Organik Brokoli Kg,Reyondan,28160011,258.95,258.95,0,,IN_SALE,2026-05-08
Meyve & Sebze,Meyve,Tazedirekt Organik Avokado Adet,Tazedirekt,27130039,119.95,119.95,0,,IN_SALE,2026-05-08
Meyve & Sebze,Dondurulmuş,SuperFresh Organik Bezelye 450 G,Superfresh,17010034,124.95,124.95,0,"(277,66 TL/Kg)",IN_SALE,2026-05-08
Meyve & Sebze,Yeşillikler,Organik Maydanoz Demet,Reyondan,28260018,68.95,68.95,0,,IN_SALE,2026-05-08
Meyve & Sebze,Yeşillikler,Organik Salata Kıvırcık Adet,Reyondan,28360207,118.95,118.95,0,,IN_SALE,2026-05-08
Meyve & Sebze,Yeşillikler,Organik Pırasa Kg,Reyondan,28370003,179.95,179.95,0,,IN_SALE,2026-05-08
Meyve & Sebze,Sebze,Domates Tarla Organik Geçiş Kg,Reyondan,28089188,279.95,279.95,0,,IN_SALE,2026-05-08
Meyve & Sebze,Sebze,Organik Pancar Kg,Reyondan,28310018,178.95,178.95,0,,IN_SALE,2026-05-08
Meyve & Sebze,Sebze,Tazedirekt Organik Pembe Domates Kg,Tazedirekt,28130037,299.95,299.95,0,,IN_SALE,2026-05-08
