Category,Subcategory,Name,Brand,SKU,Price,RegularPrice,DiscountRate,UnitPrice,Status,Date
Meyve & Sebze,Meyve,Tazedirekt Muz Organik Kg,Tazedirekt,27130029,179.95,179.95,0,,IN_SALE,2026-04-01
Meyve & Sebze,Sebze,Organik Patates Kg,Reyondan,28360010,99.95,99.95,0,,IN_SALE,2026-04-01
Meyve & Sebze,Sebze,Organik Soğan Kg,Reyondan,28051007,99.95,99.95,0,,IN_SALE,2026-04-01
Meyve & Sebze,Sebze,Tazedirekt Organik Havuç Kg,Tazedirekt,28130069,119.95,119.95,0,,IN_SALE,2026-04-01
Meyve & Sebze,Meyve,Tazedirekt Organik Kivi Kg,Tazedirekt,27130066,199.95,199.95,0,,IN_SALE,2026-04-01
Meyve & Sebze,Sebze,Tazedirekt Organik Köy Domatesi Kg,Tazedirekt,28130027,249.95,249.95,0,,IN_SALE,2026-04-01
Meyve & Sebze,Yeşillikler,Organik Roka Demet,Reyondan,28345011,79.95,79.95,0,,IN_SALE,2026-04-01
Meyve & Sebze,Sebze,Organik Brokoli Kg,Reyondan,28160011,294.95,294.95,0,,IN_SALE,2026-04-01
Meyve & Sebze,Yeşillikler,Organik Maydanoz Demet,Reyondan,28260018,79.95,79.95,0,,IN_SALE,2026-04-01
Meyve & Sebze,Yeşillikler,Organik Salata Kıvırcık Adet,Reyondan,28360207,109.95,109.95,0,,IN_SALE,2026-04-01
Meyve & Sebze,Dondurulmuş,Feast Organik Bezelye 450 G,Feast,17014706,114.95,114.95,0,"(255,44 TL/Kg)",IN_SALE,2026-04-01
Meyve & Sebze,Sebze,Tazedirekt Organik Pembe Domates Kg,Tazedirekt,28130037,299.95,299.95,0,,IN_SALE,2026-04-01
Meyve & Sebze,Sebze,Organik Pancar Kg,Reyondan,28310018,199.95,199.95,0,,IN_SALE,2026-04-01
Meyve & Sebze,Sebze,Organik Havuç,Reyondan,28120022,199.95,199.95,0,,IN_SALE,2026-04-01
Meyve & Sebze,Sebze,Organik Karnabahar Kg,Reyondan,28303012,269.95,269.95,0,,IN_SALE,2026-04-01
Meyve & Sebze,Meyve,Tazedirekt Organik Avokado Adet,Tazedirekt,27130039,139.95,139.95,0,,IN_SALE,2026-04-01
Meyve & Sebze,Sebze,Organik Mor Soğan Kg,Reyondan,28410011,139.95,139.95,0,,IN_SALE,2026-04-01
Meyve & Sebze,Sebze,Tazedirekt Organik Patlıcan Kemer Kg,Tazedirekt,28130101,299.95,299.95,0,,IN_SALE,2026-04-01
Meyve & Sebze,Sebze,Organik Kereviz Kg,Reyondan,28190011,229.95,229.95,0,,IN_SALE,2026-04-01
