Category,Subcategory,Name,Brand,SKU,Price,RegularPrice,DiscountRate,UnitPrice,Status,Date
Meyve & Sebze,Sebze,Organik Patates Kg,Reyondan,28360010,78.95,78.95,0,,IN_SALE,2026-05-13
Meyve & Sebze,Meyve,Tazedirekt Muz Organik Kg,Tazedirekt,27130029,199.95,199.95,0,,IN_SALE,2026-05-13
Meyve & Sebze,Sebze,Organik Soğan Kg,Reyondan,28051007,88.95,88.95,0,,IN_SALE,2026-05-13
Meyve & Sebze,Sebze,Organik Havuç,Reyondan,28120022,148.95,148.95,0,,IN_SALE,2026-05-13
Meyve & Sebze,Sebze,Organik Brokoli Kg,Reyondan,28160011,258.95,258.95,0,,IN_SALE,2026-05-13
Meyve & Sebze,Sebze,Tazedirekt Organik Hıyar Badem Kg,Tazedirekt,28130068,179.95,179.95,0,,IN_SALE,2026-05-13
Meyve & Sebze,Yeşillikler,Organik Pırasa Kg,Reyondan,28370003,179.95,179.95,0,,IN_SALE,2026-05-13
Meyve & Sebze,Yeşillikler,Organik Salata Kıvırcık Adet,Reyondan,28360207,118.95,118.95,0,,IN_SALE,2026-05-13
Meyve & Sebze,Sebze,Organik Karnabahar Kg,Reyondan,28303012,198.95,198.95,0,,IN_SALE,2026-05-13
Meyve & Sebze,Sebze,Tazedirekt Organik Pembe Domates Kg,Tazedirekt,28130037,299.95,299.95,0,,IN_SALE,2026-05-13
Meyve & Sebze,Meyve,Tazedirekt Organik Avokado Adet,Tazedirekt,27130039,119.95,119.95,0,,IN_SALE,2026-05-13
Meyve & Sebze,Sebze,Tazedirekt Organik Tarla Domates Kg,Tazedirekt,28130030,249.95,249.95,0,,IN_SALE,2026-05-13
Meyve & Sebze,Sebze,Organik Lahana Kırmızı,Reyondan,28253026,168.95,168.95,0,,IN_SALE,2026-05-13
Meyve & Sebze,Sebze,Tazedirekt Organik Havuç Kg,Tazedirekt,28130069,119.95,119.95,0,,IN_SALE,2026-05-13
