Category,Subcategory,Name,Brand,SKU,Price,RegularPrice,DiscountRate,UnitPrice,Status,Date
Meyve & Sebze,Sebze,Organik Patates Kg,Reyondan,28360010,78.95,78.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Tazedirekt Muz Organik Kg,Tazedirekt,27130029,199.95,199.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Organik Soğan Kg,Reyondan,28051007,88.95,88.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Organik Havuç,Reyondan,28120022,148.95,148.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Yeşillikler,Organik Maydanoz Demet,Reyondan,28260018,68.95,68.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Organik Hıyar Kg,Reyondan,28303010,199.95,199.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Tazedirekt Organik Avokado Adet,Tazedirekt,27130039,159.95,159.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Yeşillikler,Organik Dereotu Demet,Reyondan,28060011,68.95,68.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Organik Karnabahar Kg,Reyondan,28303012,198.95,198.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Tazedirekt Organik Havuç Kg,Tazedirekt,28130069,119.95,119.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Yeşillikler,Organik Pırasa Kg,Reyondan,28370003,179.95,179.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Tazedirekt Organik Taze Limon Kg,Tazedirekt,27130070,199.95,199.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Tazedirekt Organik Soğan Kuru Kg,Tazedirekt,28130089,69.95,69.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Tazedirekt Organik Kızartmalık Patates Kg,Tazedirekt,28130102,69.95,69.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Tazedirekt Organik Kan Greyfurt Kg,Tazedirekt,27130055,149.95,149.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Yeşillikler,Organik Roka Demet,Reyondan,28345011,68.95,68.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Organik Lahana Beyaz Kg,Reyondan,28210007,128.95,128.95,0,,IN_SALE,2026-05-19
