Category,Subcategory,Name,Brand,SKU,Price,RegularPrice,DiscountRate,UnitPrice,Status,Date
Meyve & Sebze,Kuru Sebze,Tasconi Organik Yemeye Hazır Kuru Domates 100 G,Tasconi,28089178,159.95,159.95,0,"(1599,50 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Organik Patlıcan Bostan,Reyondan,28301002,249.95,249.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Kuru Sebze,Forest Kuru Kale Biberi (Ci) 6 G Paket Adet,Reyondan,28050006,119.95,119.95,0,"(19991,66 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Kuru Sebze,Garliko Kurutulmuş Acı Biber 25'li Paket Adet,Garliko,28059187,99.95,99.95,0,"(2855,71 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Kuru Sebze,Domates Kurusu 100 G,Si&Ha,28510117,159.95,159.95,0,"(1599,50 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Kuru Sebze,Biber Yakan Kurutulmuş 50 G,Reyondan,28510124,159.95,159.95,0,"(3199,00 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Kuru Sebze,Garliko Kurutulmuş Domates 200 G Paket Adet,Dünya Hayat,28089132,199.95,199.95,0,"(999,75 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Muz İthal Kg,Reyondan,27272027,179.95,179.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Erik Papaz Kg,Reyondan,27119079,229.95,229.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Sultanhisar Çileği (Coğrafi İşaretli) Kg,Reyondan,27080002,249.95,249.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Kayısı  Kg,Reyondan,27210080,149.95,149.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Limon Kg,Reyondan,27268053,139.95,139.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Ahududu 125 G,Reyondan,27010006,199.95,199.95,0,"(1599,60 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Verita Yaban Mersini Blueberry 125 Gr,Verita,27585017,249.95,249.95,0,"(1999,60 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Avokado Adet,Reyondan,28010021,59.95,59.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Şeftali Nektarin Kg,Reyondan,27320000,99.95,99.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Verita Gurme Yemeye Hazır Avokado Adet,Verita,28015909,99.95,99.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Elma Starking  Kg,Reyondan,27139275,149.95,149.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Elma Granny Smith Kg,Reyondan,27139272,159.95,159.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Jumbo Yaban Mersini 250 G Paket Adet,Reyondan,27330017,299.95,299.95,0,"(1199,80 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Şeftali Kg,Reyondan,27310000,99.95,99.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Portakal  Kg.,Reyondan,27307081,89.95,89.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Avokado 2'li Paket Excelente Yemeye Hazır,Excelente,28015911,104.95,104.95,0,"(52,47 TL/Adet)",IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Tazedirekt Çilek Kg,Tazedirekt,27020015,379.95,379.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Excelente Lime 3'lü Paket 195 G,Excelente,27560003,79.95,79.95,0,"(410,00 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Verita Ananas Adet,Verita,27502032,239.95,239.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Elma Fuji Kg,Reyondan,27139269,159.95,159.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Tazedirekt Elma Kg,Tazedirekt,27020012,199.95,199.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Excelente Ananas Gold Adet,Excelente,27400003,189.95,189.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Üzüm Red Globe İthal Kg,Reyondan,27338023,329.95,329.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Armut Deveci Kg,Reyondan,27028281,149.95,149.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Armut Santa Maria Kg,Reyondan,27028283,159.95,159.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Kivi Paket Kg,Reyondan,27251239,139.95,139.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Üzüm Çekirdeksiz Kırmızı İthal 500 G Pkt Ad,Reyondan,27860026,199.95,199.95,0,"(399,90 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Excelente Yemeye Hazır Mango Adet,Excelente,27400004,84.95,84.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Excelente Yemeye Hazır Avokado,Excelente,28015912,59.95,59.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Verita Limes 3 Lü Pkt,Verita,27268040,79.95,79.95,0,"(399,75 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Elma Golden  Kg.,Reyondan,27139271,159.95,159.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Avokado 10 Adet Kutu,Reyondan,28010410,479.6,479.6,0,"(47,96 TL/Adet)",IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Karpuz Ekstra Kg,Reyondan,27191001,69.95,69.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Nar İthal,Reyondan,27290057,379.95,379.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Japon Şeftali Kg,Reyondan,27320002,179.95,179.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Meyve,Verita Frambuaz 125 Gr,Verita,27058018,449.95,449.95,0,"(3599,60 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Pırasa Kg,Reyondan,28333135,64.95,64.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Salatalar,Eurofresh Yıkanmış Yaprak Marul 250G,Eurofresh,28379695,114.95,114.95,0,"(459,80 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Biber Çarliston Kg,Reyondan,28059206,69.95,69.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Excelente Zencefil 250 G Paket,Excelente,28601018,69.95,69.95,0,"(279,80 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Ayşe Kadın Fasulye Kg,Reyondan,28110031,219.95,219.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Yeşillikler,Kuzu Kulağı Demet,Reyondan,28200015,49.95,49.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Erüst Kabak Minyatür 250 G Paket Adet,Erüst,28162009,219.95,219.95,0,"(879,80 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Erüst Salata Akdeniz Karışık 150 G,Erüst,28379117,159.95,159.95,0,"(1066,33 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Eurofresh Yıkanmış Kıvırcık Marul 150 Gr,Eurofresh,28253039,79.95,79.95,0,"(533,00 TL/Adet)",IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Local Greens Ayıklanmış Kıvırcık Marul 150G Paket,Local Greens,28379728,109.95,109.95,0,"(733,00 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Local Greens Kuzu Kulağı 100Gr Paket,Local Greens,28253050,114.95,114.95,0,"(1149,50 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Hatay Enginarı Adet,Reyondan,28101037,44.95,44.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Verita Zencefil 250 G Paket,Verita,28601017,99.95,99.95,0,"(399,80 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Karnabahar  Kg,Reyondan,28170055,89.95,89.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Soğan Frenk - Şiniklav 25 G,Erüst,28400022,179.95,179.95,0,"(7198,00 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Domates Cherry 250 G Erüst,Erüst,28090002,119.95,119.95,0,"(479,80 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Şeker Lahana Beyaz Adet,Reyondan,28210030,59.95,59.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Yeşillikler,Tere Adet,Reyondan,28400013,35.95,35.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Local Greens Kale Yaprakları 100G Paket,Local Greens,28990023,133.95,133.95,0,"(1339,50 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Local Greens Maskolin Salata 150G Paket,Local Greens,28450046,133.95,133.95,0,"(893,00 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Salatalar,Eurofresh Fresh Mix 200 G,Eurofresh,28990030,114.95,114.95,0,"(574,75 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Hıyar Langa Kg.,Reyondan,28130005,49.95,49.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Yeşillikler,Macro Fresh Yemeye Hazır Roka Salatası 200 g,Reyondan,28344757,119.95,119.95,0,"(599,75 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Kuşkonmaz Excelente Paket,Excelente,28309049,199.95,199.95,0,"(666,50 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Biber Sivri  Kg,Reyondan,28059211,69.95,69.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Nisan Gıda Soyulmuş Arpacık Soğan 500 G,Nisan,28400011,199.95,199.95,0,"(399,90 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Vak-Mak Kırmızı Pancar Haşlanmış Rendelenmiş 200 G,Vak-Mak,28990364,149.95,149.95,0,"(749,75 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Erüst Fesleğen Taze 25 G,Erüst,28119906,169.95,169.95,0,"(6798,00 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Yeşillikler,Erüst Ispanak Mini 150 G,Erüst,28140005,179.95,179.95,0,"(1199,66 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Salatalar,Eurofresh Doğranmş Karışık Akdeniz Salata 150G,Eurofresh,28379696,124.95,124.95,0,"(833,00 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Eurofresh Yıkanmış Beyaz Lahana 400 Gr,Eurofresh,28210031,74.95,74.95,0,"(187,37 TL/Adet)",IN_SALE,2026-05-19
Meyve & Sebze,Yeşillikler,Lolorosso Adet,Reyondan,28341016,84.95,84.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Maydanoz Frenk 100 G Erüst,Erüst,28260015,77.95,77.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Macro Fresh Yemeye Hazır Doğranmış Kırmızı Lahana 250 g,Reyondan,28230061,89.95,89.95,0,"(359,80 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Erüst Deniz Salata 125 G,Erüst,28379723,209.95,209.95,0,"(1679,60 TL/Adet)",IN_SALE,2026-05-19
Meyve & Sebze,Yeşillikler,Macro Fresh Yemeye Hazır Karışık Salata 200 g,Reyondan,28990438,89.95,89.95,0,"(449,75 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Vak-Mak Mini Koçanda Mısır Haşlanmış Yemeye Hazır,Eurofresh,28990032,169.95,169.95,0,"(708,12 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Erüst Kekik 25 G,Erüst,28180910,169.95,169.95,0,"(6798,00 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Yeşillikler,Macro Fresh Yemeye Hazır Lahana Havuç Salata 200 g,Reyondan,28210057,89.95,89.95,0,"(449,75 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Eurofresh Chef Salata 230 G,Eurofresh,28990031,139.95,139.95,0,"(608,47 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Yeşillikler,Eurofresh Yıkanmış Hazır Kök Ispanak 500G,Eurofresh,28379699,104.95,104.95,0,"(209,90 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Local Greens Aromatik Yaz Salatası Paket 150 G,Local Greens,28990004,133.95,133.95,0,"(893,00 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Freshes Haşlanmış Kırmızı Küp Pancar 200 G,Freshes,28310003,99.95,99.95,0,"(499,75 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Edovital Siyah Sarımsak Mürdük 150 G,Edovital,28352064,299.95,299.95,0,"(1999,66 TL/Adet)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Si&ha Enginar Kalbi  480 G,Si&Ha,28100020,549.95,549.95,0,"(1145,72 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Urban Harvest Hardal Mikro Yeşilliği 25G,Urban Harvest,28512021,159.95,159.95,0,"(6398,00 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Yeşillikler,Erüst Marul Çıtır 100 G,Erüst,28250008,179.95,179.95,0,"(1799,50 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Yeşillikler,Macro Fresh Yemeye Hazır Doğranımış Atom Salata 200 g,Reyondan,28377526,89.95,89.95,0,"(449,75 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Biber Meksika 150 G,Erüst,28055009,99.95,99.95,0,"(666,33 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Jalapeno Biber Kg,Reyondan,28059213,159.95,159.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Yeşillikler,Rozmarin 25 G,Erüst,28280033,129.95,129.95,0,"(5198,00 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Verita Zerdeçal 100 Gr. Paket,Verita,28510203,109.95,109.95,0,"(1099,50 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Yeşillikler,Deniz Börülcesi Adet,Reyondan,28069007,54.95,54.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Siyah Sarımsak Paket Adet 200 g,Reyondan,28350385,379.95,379.95,0,"(1899,75 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Urban Harvest Brokoli Mikro Yeşilliği 20G,Urban Harvest,28512023,159.95,159.95,0,"(7997,50 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Lahana Beyaz  Kg,Reyondan,28210028,44.95,44.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Erüst Dağ Salata 125 G,Erüst,28379722,209.95,209.95,0,"(1679,60 TL/Adet)",IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Medel Biberiye 25 g,Medel Greens,28990336,99.95,99.95,0,"(3998,00 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Yeşillikler,Verita Hindiba 350 Gr,Verita,28200027,249.95,249.95,0,"(714,14 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Yeşillikler,Macro Fresh Yemeye Hazır Doğranmış Beyaz Lahana 250 g,Reyondan,28210056,89.95,89.95,0,"(359,80 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Aressa Zencefil Püresi Paket Adet 80 G,Aressa,28600756,169.95,169.95,0,"(2124,37 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Yeşillikler,Alatat Gurme Asma Yaprağı 455 G,Alatat,28490009,349.95,349.95,0,"(397,67 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Vak-Mak Koçanda Mısır Haşlanmış Yemeye Hazır 250 G,Fresh,28990033,149.95,149.95,0,"(599,80 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Medel Frenk Maydanoz 25 g Paket,Medel Greens,28990365,114.95,114.95,0,"(4598,00 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Freshes Koçanda Haşlanmış Mısır 200 G,Freshes,28270991,129.95,129.95,0,"(649,75 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Salata Maskolin 150 G Erüst,Erüst,28379127,209.95,209.95,0,"(1399,66 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Aressa Sarımsak Püresi Paket Adet 100 G,Aressa,28350384,129.95,129.95,0,"(1299,50 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Mısır  Adet,Reyondan,28271012,79.95,79.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Erüst Ege Salata (Rokalı) 125 G,Erüst,28377520,209.95,209.95,0,"(1679,60 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Urla Sakız Enginarı,Reyondan,28101026,49.95,49.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Yeşillikler,Erüst Ispanak 350 G. Paket Adet,Erüst,28149086,69.95,69.95,0,"(199,85 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Kuşkonmaz Beyaz Paket,Excelente,28200028,149.95,149.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Sebze,Tatlı Domates 250 G Paket Adet,Reyondan,28089140,79.95,79.95,0,"(319,80 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Vak-Mak Koçanda Mısır Haşlanmış Yemeye Hazır 450 G,Fresh,28990034,199.95,199.95,0,"(444,33 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Yeşillikler,Kara Lahana Adet,Reyondan,28232012,42.95,42.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Yeşillikler,Alabaş Kg,Reyondan,28471039,154.95,154.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Ayıklanmış Sebze,Eurofresh Doğranmış Kırmızı Lahana 300 Gr,Eurofresh,28232018,74.95,74.95,0,"(249,83 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Yetiştirme Setleri,Osmanlı Bahçesi Dereotu Yetiştirme Seti,Osmanlı Bahçesi,28510242,199.95,199.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Yetiştirme Setleri,Osmanlı Bahçesi Tere Yetiştime Seti,Osmanlı Bahçesi,28510238,199.95,199.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Yetiştirme Setleri,Osmanlı Bahçesi Çengelköy Salatalığı Yetiştirme Seti,Osmanlı Bahçesi,28903754,199.95,199.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Yetiştirme Setleri,Osmanlı Bahçesi Maydanoz Yetiştirme Seti,Osmanlı Bahçesi,28510249,199.95,199.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Yetiştirme Setleri,Osmanlı Bahçesi Kekik Yetiştirme Seti,Osmanlı Bahçesi,28510248,199.95,199.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Yetiştirme Setleri,Osmanlı Bahçesi Mor Reyhan Yetiştirme Seti,Osmanlı Bahçesi,28510239,199.95,199.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Yetiştirme Setleri,Osmanlı Bahçesi Roka Yetiştirme Seti,Osmanlı Bahçesi,28510244,199.95,199.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Lavi Çilek 400 G,Lavi,17300015,193.75,193.75,0,"(484,37 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,SuperFresh Tatlı Beyaz Soğan 450 G,Superfresh,17011060,81.95,81.95,0,"(182,11 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Lavi Yaban Mersini 400 G,Lavi,17300023,326.35,326.35,0,"(815,87 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Lavi 4Lü Karışık Orman Meyveleri 400G,Lavi,17300004,295.75,295.75,0,"(739,37 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Lavi Mango Dilimleri 400 G,Lavi,17300228,189.95,189.95,0,"(474,87 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Lavi Frambuaz 400 G,Lavi,17300002,392.65,392.65,0,"(981,62 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Lavi Böğürtlen 400 G,Lavi,17300001,244.75,244.75,0,"(611,87 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Lavi Vişne 400 G,Lavi,17300229,319.95,319.95,0,"(799,87 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Lavi 3Lü Karışık Orman Meyveleri 400G,Lavi,17300003,295.75,295.75,0,"(739,37 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Superfresh Taze Fasulye 450 G,Superfresh,17010019,124.95,124.95,0,"(277,66 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Feast Bezelye  450 G,Feast,17014576,119.95,119.95,0,"(266,55 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Feast Parmak Patates 1 Kg,Feast,17014542,244.95,244.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,SuperFresh Garnitür 450 G,Superfresh,17011050,79.95,79.95,0,"(177,66 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Superfresh Bezelye 450 G,Superfresh,17011005,117.95,117.95,0,"(262,11 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Feast Dondurulmuş Crinky Patates 1 Kg,Feast,17010028,254.95,254.95,0,,IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Lavi Mix 400 G,Lavi,17300022,295.75,295.75,0,"(739,37 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,SuperFresh Elma Dilim Patates 1 Kg,Superfresh,17011046,244.75,244.75,0,,IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Lavi Kuşkonmaz 350 G,Lavi,17010067,199.95,199.95,0,"(571,28 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Lavi Nar 400 G,Lavi,17300231,239.95,239.95,0,"(599,87 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Lavi Mini Tatlı Mısır Koçanı 700 G,Lavi,17010074,159.95,159.95,0,"(228,50 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Lavi Smoothie Mango Muz Ananas Avokado 150 G,Lavi,17300025,89.95,89.95,0,"(599,66 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,SuperFresh Süt Mısır 450 G,Superfresh,17011080,119.95,119.95,0,"(266,55 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,SuperFresh Ege’den Sultani Bamya 450 G,Superfresh,17010018,234.95,234.95,0,"(522,11 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Feast Taze Fasulye 450 G,Feast,17014700,129.95,129.95,0,"(288,77 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Lavi İnce Dilim Dondurulmuş Patates 1 Kg,Lavi,17010063,114.0,114.0,0,,IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Lavi Elma Dilim Dondurulmuş Patates 1 Kg,Lavi,17010062,109.0,109.0,0,,IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Feast Bamya 450 G,Feast,17014572,204.95,204.95,0,"(455,44 TL/Kg)",IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Lavi Dondurulmuş Parmak Patates 1 Kg,Lavi,17010056,114.0,114.0,0,,IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Lavi Jumbo Dilim Dondurulmuş Patates 1 Kg,Lavi,17010057,109.0,109.0,0,,IN_SALE,2026-05-19
Meyve & Sebze,Dondurulmuş,Lavi Smoothie Mango Elma Ananas Çarkıfelek Meyvesi 150 G,Lavi,17300024,89.95,89.95,0,"(599,66 TL/Kg)",IN_SALE,2026-05-19
