date,avg_inflation_1d,tuik_weighted_1d,avg_inflation_7d,tuik_weighted_7d,avg_inflation_15d,tuik_weighted_15d,avg_inflation_30d,tuik_weighted_30d
2026-04-29,,,,,,,,
2026-04-30,0.0,0.0,,,,,,
2026-05-01,0.618127,0.618127,,,,,,
2026-05-02,0.0,0.0,,,,,,
2026-05-03,0.0,0.0,,,,,,
2026-05-04,-0.020424,-0.020424,,,,,,
2026-05-05,0.0,0.0,,,,,,
2026-05-06,0.0,0.0,0.581666,0.581666,,,,
2026-05-07,-0.179303,-0.179303,-0.05123,-0.05123,,,,
2026-05-08,0.0,0.0,-0.201809,-0.201809,,,,
2026-05-09,0.0,0.0,-0.201809,-0.201809,,,,
2026-05-10,0.0,0.0,-0.201809,-0.201809,,,,
2026-05-11,0.0,0.0,-0.179487,-0.179487,,,,
2026-05-12,0.0,0.0,-0.179487,-0.179487,,,,
2026-05-13,0.0,0.0,-0.179487,-0.179487,,,,
2026-05-14,0.0,0.0,0.0,0.0,-0.051282,-0.051282,,
2026-05-15,0.0,0.0,0.0,0.0,-0.051308,-0.051308,,
2026-05-16,0.0,0.0,0.0,0.0,-0.20212,-0.20212,,
2026-05-17,0.0,0.0,0.0,0.0,-0.20212,-0.20212,,
2026-05-18,0.0,0.0,0.0,0.0,-0.20212,-0.20212,,
2026-05-19,0.0,0.0,0.0,0.0,-0.179579,-0.179579,,
2026-05-20,0.0,0.0,0.0,0.0,-0.179579,-0.179579,,
2026-05-21,0.0,0.0,0.0,0.0,-0.179579,-0.179579,,
2026-05-23,,,0.0,0.0,0.0,0.0,,
2026-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-05-29,0.0,0.0,,,0.0,0.0,-0.051308,-0.051308
