category,product_name,price_tl,unit,product_code,product_url,date,time,in_stock
Meyve Sebze,Patlıcan Kemer kg,39.99,Kg,015920,https://www.cagri.com/patlican-kemer-kg,2026-08-16,10:08:28,No
Meyve Sebze,Domates Pembe kg,79.99,Kg,1806665,https://www.cagri.com/domates-pembe-kg,2026-08-16,10:08:28,No
Meyve Sebze,Kayısı Iğdır kg,179.99,Kg,011409,https://www.cagri.com/kayisi-igdir-kg,2026-08-16,10:08:28,No
Meyve Sebze,Kabak kg,39.99,Kg,015933,https://www.cagri.com/kabak-kg,2026-08-16,10:08:28,No
Meyve Sebze,Biber Kırmızı kg,59.99,Kg,010623,https://www.cagri.com/biber-kirmizi-kg,2026-08-16,10:08:28,No
Meyve Sebze,Lahana Kara adet,39.95,Adet,013255,https://www.cagri.com/lahana-kara-adet,2026-08-16,10:08:28,No
Meyve Sebze,Patates Taze kg,39.99,Kg,1804403,https://www.cagri.com/patates-taze-kg,2026-08-16,10:08:28,No
Meyve Sebze,Mantar 400 gr,99.95,Kg,043698,https://www.cagri.com/mantar-400-gr,2026-08-16,10:08:28,No
Meyve Sebze,Kivi kg,249.99,Kg,038398,https://www.cagri.com/kivi-kg,2026-08-16,10:08:28,No
Meyve Sebze,Soğan Arpacık File 500gr,34.95,Kg,008310,https://www.cagri.com/sogan-arpacik-file-500gr,2026-08-16,10:08:28,No
Meyve Sebze,Soğan Kuru Taze kg,49.99,Kg,004694,https://www.cagri.com/sogan-kuru-taze-kg,2026-08-16,10:08:28,No
Meyve Sebze,Maydanoz adet,24.95,Adet,011370,https://www.cagri.com/maydanoz-adet,2026-08-16,10:08:28,No
Meyve Sebze,Nihas Gurma Dolmalık Biber,129.95,Adet,565765,https://www.cagri.com/nihas-gurma-dolmalik-biber,2026-08-16,10:08:28,No
Meyve Sebze,Tere adet,24.95,Adet,002877,https://www.cagri.com/tere-adet,2026-08-16,10:08:28,No
Meyve Sebze,Patlıcan Bostan kg,59.99,Kg,004890,https://www.cagri.com/patlican-bostan-kg,2026-08-16,10:08:28,No
Meyve Sebze,Fasulye Barbunya kg,199.99,Kg,003801,https://www.cagri.com/fasulye-barbunya-kg,2026-08-16,10:08:28,No
Meyve Sebze,VAKMAK KOÇANDA TATLI MISIR HAŞLANMIŞ YEMEYE HAZIR 250 GR,129.95,Kg,1007287,https://www.cagri.com/vakmak-kocanda-tatli-misir-haslanmis-yemeye-hazir-250-gr,2026-08-16,10:08:28,No
Meyve Sebze,VAKMAK KOÇANDA TATLI MISIR HAŞLANMIŞ YEMEYE HAZIR 450 GR,179.95,Kg,1007284,https://www.cagri.com/vakmak-kocanda-tatli-misir-haslanmis-yemeye-hazir-450-gr,2026-08-16,10:08:28,No
Meyve Sebze,Biber Çarliston kg,89.99,Kg,015947,https://www.cagri.com/biber-carliston-kg,2026-08-16,10:08:28,No
Meyve Sebze,VAKMAK MINI KOÇANDA TATLI MISIR HAŞLANMIŞ YEMEYE HAZIR 240 GR,149.95,Kg,1007288,https://www.cagri.com/vakmak-mini-kocanda-tatli-misir-haslanmis-yemeye-hazir-240-gr,2026-08-16,10:08:28,No
Meyve Sebze,VAKMAK RENDELENMİŞ KIRMIZI PANCAR HAŞLANMIŞ YEMEYE HAZIR 200 GR.,129.95,Adet,1007289,https://www.cagri.com/vakmak-rendelenmis-kirmizi-pancar-haslanmis-yemeye-hazir-200-gr,2026-08-16,10:08:28,No
Meyve Sebze,Nihas Dolmalık Mix Çeşit 20 adet,179.95,Adet,565625,https://www.cagri.com/nihas-dolmalik-mix-cesit-20-adet,2026-08-16,10:08:28,No
Meyve Sebze,Dere Otu adet,24.95,Adet,004458,https://www.cagri.com/dere-otu-adet,2026-08-16,10:08:28,No
Meyve Sebze,Üzüm Siyah kg,89.99,Kg,001360,https://www.cagri.com/uzum-siyah-kg,2026-08-16,10:08:28,No
Meyve Sebze,Lahana Kırmızı kg,39.99,Kg,015928,https://www.cagri.com/lahana-kirmizi-kg,2026-08-16,10:08:28,No
Meyve Sebze,Domates Kurusu kg,649.95,Kg,969741,https://www.cagri.com/domates-kurusu-kg,2026-08-16,10:08:28,No
Meyve Sebze,Mantar İstiridye 300 gr ,119.95,Kg,991804,https://www.cagri.com/mantar-istiridye-300-gr--2,2026-08-16,10:08:28,No
Meyve Sebze,Nane adet,24.95,Adet,002876,https://www.cagri.com/nane-adet,2026-08-16,10:08:28,No
Meyve Sebze,Pancar kg,44.99,Kg,025155,https://www.cagri.com/pancar-kg,2026-08-16,10:08:28,No
Meyve Sebze,Pazı adet,39.95,Adet,016913,https://www.cagri.com/pazi-adet,2026-08-16,10:08:28,No
Meyve Sebze,Nihas Gurme Dolmalık Acı Biber,174.95,Adet,563557,https://www.cagri.com/nihas-gurme-dolmalik-aci-biber,2026-08-16,10:08:28,No
Meyve Sebze,Nihas Acı Süs Biberi,89.95,Adet,563555,https://www.cagri.com/nihas-aci-sus-biberi,2026-08-16,10:08:28,No
Meyve Sebze,Nihas Dolmalık Patlıcan,129.95,Adet,565233,https://www.cagri.com/nihas-dolmalik-patlican,2026-08-16,10:08:28,No
Meyve Sebze,Nihas Domates 100 gr,79.95,Kg,565966,https://www.cagri.com/nihas-domates-100-gr,2026-08-16,10:08:28,No
Meyve Sebze,Reyhan adet,29.95,Adet,019550,https://www.cagri.com/reyhan-adet,2026-08-16,10:08:28,No
Meyve Sebze,Roka adet,24.95,Adet,002878,https://www.cagri.com/roka-adet,2026-08-16,10:08:28,No
Meyve Sebze,Soğan Mor File kg,89.99,Kg,004176,https://www.cagri.com/sogan-mor-file-kg,2026-08-16,10:08:28,No
Meyve Sebze,Tevek Tokat Yaprak 800 gr,299.95,Kg,968161,https://www.cagri.com/tevek-tokat-yaprak-800-gr,2026-08-16,10:08:28,No
Meyve Sebze,Portakal Valencia kg,69.99,Kg,010584,https://www.cagri.com/portakal-valencia-kg,2026-08-16,10:08:28,No
Meyve Sebze,Nihas Dolmalık Kabak,179.95,Adet,565644,https://www.cagri.com/nihas-dolmalik-kabak,2026-08-16,10:08:28,No
Meyve Sebze,Nihas Gurme Patlıcan Dolmalık,129.95,Adet,565624,https://www.cagri.com/nihas-gurme-patlican-dolmalik,2026-08-16,10:08:28,No
Meyve Sebze,Fasulye Börülce kg,169.99,Kg,004891,https://www.cagri.com/fasulye-borulce-kg,2026-08-16,10:08:28,No
Meyve Sebze,Sarımsak file Kg,199.99,Kg,1004372,https://www.cagri.com/sarimsak-file-kg,2026-08-16,10:08:28,No
Meyve Sebze,Semiz Otu kg,59.99,Kg,010284,https://www.cagri.com/semiz-otu-kg,2026-08-16,10:08:28,No
Meyve Sebze,Avokado adet,129.95,Adet,971114,https://www.cagri.com/avokado-adet,2026-08-16,10:08:28,No
Meyve Sebze,Soğan Yeşil demet,69.95,Adet,002922,https://www.cagri.com/sogan-yesil-demet,2026-08-16,10:08:28,No
Meyve Sebze,Biber Dolma kg,79.99,Kg,015916,https://www.cagri.com/biber-dolma-kg,2026-08-16,10:08:28,No
Meyve Sebze,Biber Kıl Sivri kg,129.99,Kg,965423,https://www.cagri.com/biber-kil-sivri-kg,2026-08-16,10:08:28,No
Meyve Sebze,Çilek kg,199.99,Kg,017855,https://www.cagri.com/cilek-kg,2026-08-16,10:08:28,No
Meyve Sebze,Elma Granny Smith kg,179.99,Kg,003674,https://www.cagri.com/elma-granny-smith-kg,2026-08-16,10:08:28,No
Meyve Sebze,F&S Enginar 4lü Şişe Kavanoz 370 gr,239.95,Kg,011483,https://www.cagri.com/fs-enginar-4lu-sise-kavanoz-370-gr-1,2026-08-16,10:08:28,No
Meyve Sebze,F&s Enginar Büyük Kavanoz 930 Gr,459.95,Kg,011404,https://www.cagri.com/fs-enginar-buyuk-kavanoz-930-gr,2026-08-16,10:08:28,No
Meyve Sebze,F&s Enginar Küçük Kavanoz 600 Gr,399.95,Kg,011420,https://www.cagri.com/fs-enginar-kucuk-kavanoz-600-gr,2026-08-16,10:08:28,No
Meyve Sebze,F&s Kereviz Büyük Kavanoz 800 Gr,299.95,Kg,011471,https://www.cagri.com/fs-kereviz-buyuk-kavanoz-800-gr,2026-08-16,10:08:28,No
Meyve Sebze,Fesleğen adet,29.95,Adet,010324,https://www.cagri.com/feslegen-adet,2026-08-16,10:08:28,No
Meyve Sebze,Biber Sivri kg,89.99,Kg,015918,https://www.cagri.com/biber-sivri-kg,2026-08-16,10:08:28,No
Meyve Sebze,Domates Kokteyl kg,89.99,Kg,015929,https://www.cagri.com/domates-kokteyl-kg,2026-08-16,10:08:28,No
Meyve Sebze,Erbaa Birlik Yaprak 1200 GR,379.95,Kg,968188,https://www.cagri.com/erbaa-birlik-yaprak-1200-gr,2026-08-16,10:08:28,No
Meyve Sebze,F&s Tombul Bamya 530 Gr,239.95,Kg,011472,https://www.cagri.com/fs-tombul-bamya-530-gr,2026-08-16,10:08:28,No
Meyve Sebze,Ananas adet,119.95,Adet,024310,https://www.cagri.com/ananas-adet,2026-08-16,10:08:28,No
Meyve Sebze,Beyaz Nektarin kg,169.99,Kg,001594,https://www.cagri.com/beyaz-nektarin-kg,2026-08-16,10:08:28,No
Meyve Sebze,Biber Köy kg,89.99,Kg,024148,https://www.cagri.com/biber-koy-kg,2026-08-16,10:08:28,No
Meyve Sebze,Havuç kg,49.99,Kg,015945,https://www.cagri.com/havuc-kg,2026-08-16,10:08:28,No
Meyve Sebze,Ispanak kg,59.99,Kg,003670,https://www.cagri.com/ispanak-kg,2026-08-16,10:08:28,No
Meyve Sebze,Kayısı kg,149.99,Kg,027331,https://www.cagri.com/kayisi-kg,2026-08-16,10:08:28,No
Meyve Sebze,Elma Starking kg,159.99,Kg,015923,https://www.cagri.com/elma-starking-kg,2026-08-16,10:08:28,No
Meyve Sebze,Elma Golden kg,119.99,Kg,015935,https://www.cagri.com/elma-golden-kg,2026-08-16,10:08:28,No
Meyve Sebze,Üzüm Çekirdeksiz kg,59.99,Kg,003685,https://www.cagri.com/uzum-cekirdeksiz-kg,2026-08-16,10:08:28,No
Meyve Sebze,Armut Santamaria kg,99.99,Kg,003132,https://www.cagri.com/armut-santamaria-kg,2026-08-16,10:08:28,No
Meyve Sebze,Turp Fındık adet,27.95,Adet,004855,https://www.cagri.com/turp-findik-adet,2026-08-16,10:08:28,No
Meyve Sebze,Şeftali Yassı,79.99,Adet,043610,https://www.cagri.com/seftali-yassi,2026-08-16,10:08:28,No
Meyve Sebze,Erik Mürdüm kg,49.99,Kg,1806192,https://www.cagri.com/erik-murdum-kg,2026-08-16,10:08:28,No
Meyve Sebze,Kavun Biga kg,39.99,Kg,016004,https://www.cagri.com/kavun-biga-kg,2026-08-16,10:08:28,No
Meyve Sebze,İncir Siyah  kg,179.99,Kg,001062,https://www.cagri.com/incir-siyah--kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Dana Döş Kıyma 500 gr ,442.45,Kg,1007400,https://www.cagri.com/dana-kiyma-500-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Dana Döş Kıyma kg,884.95,Kg,015869,https://www.cagri.com/dana-dos-kiyma-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Dana Kuşbaşı kg,1014.95,Kg,015870,https://www.cagri.com/dana-kusbasi-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Dana Kuşbaşı Eko kg,969.95,Kg,047761,https://www.cagri.com/dana-kusbasi-eko-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Dana Sote kg,1014.95,Kg,015874,https://www.cagri.com/dana-sote-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Dana Tranç kg,1019.95,Kg,015867,https://www.cagri.com/dana-tranc-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Dana Bonfile kg,2199.95,Kg,015872,https://www.cagri.com/dana-bonfile-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Dana Parça Et kg,969.95,Kg,003142,https://www.cagri.com/dana-parca-et-kg,2026-08-16,10:08:28,No
Et Tavuk Balık, Dana Kontrfile kg,1289.95,Kg,003136,https://www.cagri.com/dana-kontrafile-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Dana Straganof kg,1099.95,Kg,016036,https://www.cagri.com/dana-straganof-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Dana Ossobuco kg,729.95,Kg,015973,https://www.cagri.com/dana-ossobuco-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Çağrı Izgara Köfte kg,874.95,Kg,018076,https://www.cagri.com/cagri-izgara-kofte-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Dana Antrikot kg,1999.95,Kg,015871,https://www.cagri.com/dana-antrikot-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Dana Kemikli Kaburga kg,674.95,Kg,015970,https://www.cagri.com/dana-kaburga-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Kuzu Kuşbaşı kg,899.95,Kg,015900,https://www.cagri.com/kuzu-kusbasi-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Kuzu Pirzola kg,2169.95,Kg,015882,https://www.cagri.com/kuzu-pirzola-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Kuzu İncik kg,749.95,Kg,015967,https://www.cagri.com/kuzu-incik-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Kuzu Kapama kg,749.95,Kg,003134,https://www.cagri.com/kuzu-kapama-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Kuzu Haşlama kg,749.95,Kg,015877,https://www.cagri.com/kuzu-haslama-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Kuzu Kol kg,1039.95,Kg,015876,https://www.cagri.com/kuzu-kol-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Kuzu Külbastı kg,1119.95,Kg,015880,https://www.cagri.com/kuzu-kulbasti-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Gedik Piliç Bütün kg,104.95,Kg,098082,https://www.cagri.com/gedik-pilic-butun-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Erpiliç Bütün Piliç kg,109.95,Kg,003814,https://www.cagri.com/erpilic-butun-posetli-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Gedik Piliç Bonfile Kemiksiz kg,229.95,Kg,098083,https://www.cagri.com/gedik-pilic-bonfile-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Erpiliç Bonfile paket kg,224.95,Kg,005445,https://www.cagri.com/erpilic-bonfile-paket-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Erpiliç But Izgara paket kg,299.95,Kg,021555,https://www.cagri.com/erpilic-but-izgara-paket-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Gedik Piliç Izgara Kanat kg,314.95,Kg,021634,https://www.cagri.com/gedik-pilic-izgara-kanat-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Gedik Piliç Baget kg,89.95,Kg,021559,https://www.cagri.com/gedik-pilic-baget-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Erpiliç  Baget paket kg,94.95,Kg,021561,https://www.cagri.com/erpilic-baget-paket-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Erpiliç  But kg,109.95,Kg,022923,https://www.cagri.com/erpilic-but-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Erpiliç Derili But Pirzola paket kg,214.95,Kg,006347,https://www.cagri.com/erpilic-derili-but-pirzola-paket-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Gedik Piliç But kg,99.95,Kg,021560,https://www.cagri.com/gedik-pilic-but-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Gedik Piliç But Izgara kg,289.95,Kg,021590,https://www.cagri.com/gedik-pilic-but-izgara-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Gedik Piliç Pirzola kg,204.95,Kg,021571,https://www.cagri.com/gedik-pilic-pirzola-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Gedik Piliç Göğüs Kemikli kg,154.95,Kg,021601,https://www.cagri.com/gedik-pilic-gogus-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Erpiliç Piliç Çıtır Fileto 700 gr,229.95,Kg,1005777,https://www.cagri.com/erpilic-pilic-citir-fileto-700-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Erpiliç Cordon Blue 700 gr,199.95,Kg,005218,https://www.cagri.com/erpilic-cordon-blue-700-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Erpiliç Nugget 700 Gr,179.95,Kg,005219,https://www.cagri.com/erpilic-nugget-700-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Erpiliç Şinitzel 700 gr,179.95,Kg,005217,https://www.cagri.com/erpilic-sinitzel-700-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Gedik Piliç Cordon Bleu 285 gr,94.95,Kg,1000838,https://www.cagri.com/gedik-pilic-cordon-bleu-285-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Gedik Piliç Döner 200 gr,129.95,Kg,974305,https://www.cagri.com/gedik-pilic-doner-200-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Pınar Piliç Kroket Eko Donuk 430 gr,229.95,Kg,022959,https://www.cagri.com/pinar-pilic-kroket-eko-donuk-430-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Pınar Piliç Schnitzel Donuk 415 gr,229.95,Kg,022956,https://www.cagri.com/pinar-pilic-schnitzel-donuk-415-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Beşler Döner 200 gr,239.95,Kg,983126,https://www.cagri.com/besler-doner-200-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Pınar Fish Finger Donuk 240 gr,224.95,Kg,025680,https://www.cagri.com/pinar-fish-finger-donuk-240-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Pınar Çıtır Balık 400 gr,349.95,Kg,001340,https://www.cagri.com/pinar-citir-balik-400-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Pınar Hazır Karides Donuk 400 gr,579.95,Kg,023121,https://www.cagri.com/pinar-hazir-karides-donuk-400-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Dardanel Philadelphia Roll Sushida 205 gr,359.95,Kg,1004215,https://www.cagri.com/dardanel-philadelphia-roll-sushida-205-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Dardanel Tokyo Mix Sushida 190 gr,359.95,Kg,1004216,https://www.cagri.com/dardanel-tokyo-mix-sushida-190-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Dardanel Kyoto Mix Sushida 210 gr,359.95,Kg,1004217,https://www.cagri.com/dardanel-kyoto-mix-sushida-210-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Dardanel California Roll Sushida 205 gr,359.95,Kg,1004211,https://www.cagri.com/dardanel-california-roll-sushida-205-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Dardanel Wrap California 120 gr,144.95,Kg,1004221,https://www.cagri.com/dardanel-wrap-california-120-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Dardanel Wrap Ton 120 gr,144.95,Kg,1004222,https://www.cagri.com/dardanel-wrap-ton-120-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Dardanel Wrap Somon 120 gr,144.95,Kg,1004223,https://www.cagri.com/dardanel-wrap-somon-120-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Dardanel Onigiri California 125 gr,179.95,Kg,1004220,https://www.cagri.com/dardanel-onigiri-california-125-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Dardanel Onigiri Somon Teriyaki 125 gr,179.95,Kg,1004219,https://www.cagri.com/dardanel-onigiri-somon-teriyaki-125-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Dardanel Onigiri Ton 125 gr,179.95,Kg,1004218,https://www.cagri.com/dardanel-onigiri-ton-125-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Dardanel Onigiri 125 gr Tavuklu,179.95,Adet,1005234,https://www.cagri.com/dardanel-onigiri-125-gr-tavuklu,2026-08-16,10:08:28,No
Et Tavuk Balık,Dardanel Onigiri Karidesli 125 gr,179.95,Kg,1005235,https://www.cagri.com/dardanel-onigiri-karidesli-125-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Lezita Piliç Nugget 700 gr,189.95,Kg,1006690,https://www.cagri.com/lezita-pilic-nugget-700-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Dardanel Sushida Special Mix 200 gr,359.95,Kg,1006754,https://www.cagri.com/dardanel-sushida-special-mix-200-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Lezita Piliç Kasap Köfte 700 gr,169.95,Kg,1006651,https://www.cagri.com/lezita-pilic-kasap-kofte-700-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Lezita Tam Tahıllı Çıtır Jumbo Fileto 700 gr ,259.95,Kg,1006648,https://www.cagri.com/lezita-tam-tahilli-citir-jumbo-fileto-700-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Lezita Acılı Çıtır Jumbo Fileto 700 gr ,299.95,Kg,1006649,https://www.cagri.com/lezita-acili-citir-jumbo-fileto-700-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Lezita Çıtır Muhteşem Üçlü 850 gr ,274.95,Kg,1006650,https://www.cagri.com/lezita-citir-muhtesem-uclu-850-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Erpiliç Kanat Izgara paket kg,364.95,Kg,021568,https://www.cagri.com/erpilic-kanat-izgara-paket-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Dardanel Zeytinyağlı Sardalya 125 gr,154.95,Kg,1009082,https://www.cagri.com/dardanel-zeytinyagli-sardalya-125-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Hamburger Köfte kg,909.95,Kg,016567,https://www.cagri.com/dana-kofte-hamburger-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Gedik Piliç Nugget 700 gr,174.95,Kg,1008607,https://www.cagri.com/gedik-pilic-nugget-700-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Gedik Piliç Şinitzel 700 gr,174.95,Kg,1008608,https://www.cagri.com/gedik-pilic-sinitzel-700-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Şampiyon Pişmiş Kokoreç Sade 180 gr,329.95,Kg,1007820,https://www.cagri.com/sampiyon-pismis-kokorec-sade-180-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Şampiyon Pişmiş Kokoreç Sebzeli 180 gr,329.95,Kg,1007821,https://www.cagri.com/sampiyon-pismis-kokorec-sebzeli-180-gr,2026-08-16,10:08:28,No
Et Tavuk Balık,Dana Haşlama Kemikli kg,674.95,Kg,011029,https://www.cagri.com/dana-haslama-kemikli-kg,2026-08-16,10:08:28,No
Et Tavuk Balık,Dardanel Zeytinyağlı Uskumru 125 gr,169.95,Kg,1009083,https://www.cagri.com/dardanel-zeytinyagli-uskumru-125-gr,2026-08-16,10:08:28,No
Süt Kahvaltılık,Beşler Bi Lokma Dana Jambon 50 gr,57.95,Kg,034947,https://www.cagri.com/besler-bi-lokma-dana-jambon-50-gr,2026-08-16,10:08:28,No
Süt Kahvaltılık,Beşler Gold Sucuk 300 gr,359.95,Kg,034950,https://www.cagri.com/besler-gold-sucuk-300-gr,2026-08-16,10:08:28,No
Süt Kahvaltılık,Beşler Piliç Piknik Salam 700 gr,219.95,Kg,060770,https://www.cagri.com/besler-pilic-piknik-salam-700-gr,2026-08-16,10:08:28,No
Süt Kahvaltılık,Beşler Bi Lokma Hindi Salam 55 gr,27.95,Kg,1000669,https://www.cagri.com/besler-bi-lokma-hindi-salam-55-gr,2026-08-16,10:08:28,No
Süt Kahvaltılık,Beypiliç Yumurta 6'lı (L Boy),69.95,Adet,1009435,https://www.cagri.com/beypilic-yumurta-6li-l-boy,2026-08-16,10:08:28,No
Süt Kahvaltılık,Can Yarım Yağlı Dilimli Tost Peyniri 350 gr,149.95,Kg,1010188,https://www.cagri.com/can-yarim-yagli-dilimli-tost-peyniri-350-gr,2026-08-16,10:08:28,No
Süt Kahvaltılık,Coşkun Isıl İşlem Görmüş Tekli Dilimli Sucuk 100 gr,119.95,Kg,1010065,https://www.cagri.com/coskun-isil-islem-gormus-tekli-dilimli-sucuk-100-gr,2026-08-16,10:08:28,No
Süt Kahvaltılık,Pınar Labne Peynir 180 gr,94.95,Kg,003371,https://www.cagri.com/pinar-labne-peynir-180-gr,2026-08-16,10:08:28,No
Süt Kahvaltılık,Danet Blok Kavurma kg,1899.95,Kg,048228,https://www.cagri.com/danet-blok-kavurma-kg,2026-08-16,10:08:28,No
Süt Kahvaltılık,Danet Geleneksel Sucuk 300 gr,369.95,Kg,033125,https://www.cagri.com/danet-geleneksel-sucuk-300-gr,2026-08-16,10:08:28,No
Süt Kahvaltılık,Danet Macar Salam kg,1149.95,Kg,060596,https://www.cagri.com/danet-macar-salam-kg,2026-08-16,10:08:28,No
Süt Kahvaltılık,Danone Activia Probiyotik Laktozsuz Sade Yoğurt 4x100 gr,114.45,Kg,011316,https://www.cagri.com/danone-activia-probiyotik-laktozsuz-sade-yogurt-4x100-gr,2026-08-16,10:08:28,No
