District,Rooms,Price,PriceInt
Bayraklı,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Buca,2+0,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Ödemiş,2+1,20.000 TL,20000
Bergama,2+1,20.000 TL,20000
Bergama,3+1,20.000 TL,20000
Bergama,2+1,20.000 TL,20000
Seferihisar,1+1,20.000 TL,20000
Torbalı,3+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Menderes,2+0,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Konak,2+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Bornova,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Bornova,Stüdyo (1+0),20.000 TL,20000
Bornova,1+1,20.000 TL,20000
Bornova,1+1,20.000 TL,20000
Torbalı,1+1,20.000 TL,20000
Çiğli,1+1,20.000 TL,20000
Karabağlar,3+1,20.000 TL,20000
Karabağlar,3+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Bergama,1+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Bayraklı,Stüdyo (1+0),20.000 TL,20000
Bornova,Stüdyo (1+0),20.000 TL,20000
Bornova,1+1,20.000 TL,20000
Menemen,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Konak,2+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Urla,1+1,20.000 TL,20000
Aliağa,2+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Karşıyaka,1+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Bornova,1+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Menderes,2+1,20.000 TL,20000
Menemen,3+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Menemen,3+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Bergama,2+1,20.000 TL,20000
Selçuk,1+1,20.000 TL,20000
Menderes,2+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Karşıyaka,1+1,20.000 TL,20000
Bergama,3+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Tire,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Torbalı,3+1,20.000 TL,20000
Çiğli,Stüdyo (1+0),20.000 TL,20000
Buca,1+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Çiğli,1+1,20.000 TL,20000
Torbalı,3+1,20.000 TL,20000
Seferihisar,1+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Selçuk,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Çeşme,Stüdyo (1+0),20.000 TL,20000
Buca,1+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Bayraklı,2+1,20.000 TL,20000
Çiğli,1+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Çeşme,1+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Seferihisar,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Buca,2+0,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Çiğli,1+1,20.000 TL,20000
Menemen,3+1,20.000 TL,20000
Konak,2+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Ödemiş,3+1,20.000 TL,20000
Ödemiş,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Tire,2+1,20.000 TL,20000
Menemen,3+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Torbalı,1+1,20.000 TL,20000
Tire,2+1,20.000 TL,20000
Bornova,1+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Bornova,1+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Seferihisar,1+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Ödemiş,4+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Buca,3+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Çiğli,1+1,20.000 TL,20000
Karşıyaka,4+1,20.000 TL,20000
Bayraklı,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Torbalı,3+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Çeşme,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Çiğli,1+1,20.000 TL,20000
Bergama,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Bornova,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Konak,1+1,20.000 TL,20000
Bayraklı,3+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Menderes,2+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Aliağa,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Bornova,3+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Aliağa,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Bergama,2+1,20.000 TL,20000
Menderes,2+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Gaziemir,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Selçuk,2+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Çiğli,3+1,20.000 TL,20000
Bayraklı,3+1,20.000 TL,20000
Bornova,3+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Bergama,2+1,20.000 TL,20000
Torbalı,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Çiğli,1+1,20.000 TL,20000
Aliağa,3+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Torbalı,3+1,20.000 TL,20000
Torbalı,3+1,20.000 TL,20000
Seferihisar,1+1,20.000 TL,20000
Çiğli,1+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Bayraklı,2+1,20.000 TL,20000
Çiğli,1+1,20.000 TL,20000
Menderes,2+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Gaziemir,2+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Seferihisar,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Çiğli,2+1,20.000 TL,20000
Karabağlar,1+1,20.000 TL,20000
Urla,1+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Bayraklı,4+1,20.000 TL,20000
Menderes,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Ödemiş,2+1,20.000 TL,20000
Konak,1+1,20.000 TL,20000
Çiğli,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Torbalı,1+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Selçuk,2+1,20.000 TL,20000
Bergama,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Ödemiş,1+1,20.000 TL,20000
Bornova,3+1,20.000 TL,20000
Buca,3+1,20.000 TL,20000
Selçuk,2+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Karaburun,2.5+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Buca,3+1,20.000 TL,20000
Çiğli,3+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Bayraklı,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Bornova,3+1,20.000 TL,20000
Konak,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Menderes,2+1,20.000 TL,20000
Bornova,1+1,20.000 TL,20000
Bornova,Stüdyo (1+0),20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Buca,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Bergama,2+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Konak,1+1,20.000 TL,20000
Ödemiş,2.5+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Karabağlar,1+1,20.000 TL,20000
Aliağa,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Karabağlar,3+1,20.000 TL,20000
Buca,2+0,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Ödemiş,2+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Karabağlar,3+1,20.000 TL,20000
Seferihisar,1+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Torbalı,1+1,20.000 TL,20000
Bayraklı,2+1,20.000 TL,20000
Bayraklı,2+1,20.000 TL,20000
Çiğli,1+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Çiğli,2+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Bayraklı,2+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Ödemiş,3+1,20.000 TL,20000
Foça,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Menemen,3+1,20.000 TL,20000
Buca,3+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Menderes,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Aliağa,3+1,20.000 TL,20000
Bayraklı,2+1,20.000 TL,20000
Urla,Stüdyo (1+0),20.000 TL,20000
Kemalpaşa,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Torbalı,1+1,20.000 TL,20000
Bornova,3+1,20.000 TL,20000
Torbalı,3+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Çiğli,3+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Konak,2+1,20.000 TL,20000
Tire,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Bornova,1+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Bergama,2+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Gaziemir,2+1,20.000 TL,20000
Gaziemir,3+1,20.000 TL,20000
Torbalı,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Bornova,1+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Çiğli,1+1,20.000 TL,20000
Bayraklı,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Bornova,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Çiğli,2+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Aliağa,3+1,20.000 TL,20000
Tire,1+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Çiğli,1+1,20.000 TL,20000
Bayraklı,1+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Karabağlar,1+1,20.000 TL,20000
Urla,2+1,20.000 TL,20000
Çiğli,1+1,20.000 TL,20000
Bergama,2+1,20.000 TL,20000
Bornova,1+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Menderes,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Karabağlar,3+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Bergama,2+1,20.000 TL,20000
Bergama,3+1,20.000 TL,20000
Bergama,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Karabağlar,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Çiğli,2+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Gaziemir,2+1,20.000 TL,20000
Ödemiş,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Bayraklı,2+1,20.000 TL,20000
Çiğli,2+1,20.000 TL,20000
Bergama,3+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Torbalı,3+1,20.000 TL,20000
Çiğli,1+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Bergama,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Bornova,3+1,20.000 TL,20000
Ödemiş,3+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Çiğli,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Bayraklı,2+1,20.000 TL,20000
Bergama,2+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Buca,3+1,20.000 TL,20000
Bornova,3+1,20.000 TL,20000
Bergama,2+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Karabağlar,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Foça,2+1,20.000 TL,20000
Buca,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Seferihisar,1+1,20.000 TL,20000
Karabağlar,3+1,20.000 TL,20000
Torbalı,1+1,20.000 TL,20000
Bergama,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Aliağa,1+1,20.000 TL,20000
Bayraklı,2+1,20.000 TL,20000
Bornova,1+1,20.000 TL,20000
Aliağa,1+1,20.000 TL,20000
Karabağlar,3+1,20.000 TL,20000
Gaziemir,1+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Tire,3+1,20.000 TL,20000
Torbalı,3+1,20.000 TL,20000
Çiğli,1+1,20.000 TL,20000
Buca,3+1,20.000 TL,20000
Bornova,3+1,20.000 TL,20000
Karşıyaka,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Bayraklı,2+1,20.000 TL,20000
Seferihisar,1+1,20.000 TL,20000
Karşıyaka,Stüdyo (1+0),20.000 TL,20000
Gaziemir,1+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Menemen,3+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Buca,2+0,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Gaziemir,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Kiraz,3+1,20.000 TL,20000
Bornova,3+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Seferihisar,1+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Kemalpaşa,1+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Gaziemir,1+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Konak,2+1,20.000 TL,20000
Gaziemir,2+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Torbalı,1+1,20.000 TL,20000
Torbalı,3+1,20.000 TL,20000
Torbalı,1+1,20.000 TL,20000
Bayraklı,2+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Çiğli,1+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Tire,3+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Çeşme,1+1,20.000 TL,20000
Dikili,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Bayraklı,3+1,20.000 TL,20000
Çiğli,1+1,20.000 TL,20000
Menderes,2+1,20.000 TL,20000
Bayraklı,3+1,20.000 TL,20000
Torbalı,3+1,20.000 TL,20000
Konak,2+1,20.000 TL,20000
Torbalı,2+0,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Torbalı,3+1,20.000 TL,20000
Bayraklı,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Aliağa,3+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Foça,2+1,20.000 TL,20000
Kemalpaşa,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Karabağlar,3+1,20.000 TL,20000
Buca,3+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Bergama,3+1,20.000 TL,20000
Torbalı,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Bergama,1+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Karşıyaka,2+1,20.000 TL,20000
Gaziemir,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Konak,1+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Buca,3+1,20.000 TL,20000
Ödemiş,2+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Çiğli,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Çiğli,1+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Kemalpaşa,3+1,20.000 TL,20000
Aliağa,2+1,20.000 TL,20000
Çiğli,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Foça,2+1,20.000 TL,20000
Urla,1+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Çiğli,3+1,20.000 TL,20000
Balçova,Stüdyo (1+0),20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Bornova,1+1,20.000 TL,20000
Bayraklı,1+1,20.000 TL,20000
Çiğli,2+1,20.000 TL,20000
Karşıyaka,2+1,20.000 TL,20000
Karşıyaka,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Konak,2+1,20.000 TL,20000
Bergama,2+1,20.000 TL,20000
Buca,3+1,20.000 TL,20000
Bornova,3+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Selçuk,2+1,20.000 TL,20000
Bergama,2+1,20.000 TL,20000
Bayraklı,2+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Dikili,2+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Buca,3+1,20.000 TL,20000
Seferihisar,1+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Ödemiş,4+1,20.000 TL,20000
Karabağlar,3+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Çiğli,2+1,20.000 TL,20000
Konak,2+1,20.000 TL,20000
Bayraklı,1+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Balçova,Stüdyo (1+0),20.000 TL,20000
Dikili,2+1,20.000 TL,20000
Konak,2+1,20.000 TL,20000
Seferihisar,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Bergama,3+1,20.000 TL,20000
Torbalı,3+1,20.000 TL,20000
Bergama,2+1,20.000 TL,20000
Selçuk,3+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Konak,2+1,20.000 TL,20000
Konak,1+1,20.000 TL,20000
Kemalpaşa,2+1,20.000 TL,20000
Bergama,3+1,20.000 TL,20000
Bergama,3+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Çiğli,1+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Çiğli,Stüdyo (1+0),20.000 TL,20000
Bornova,Stüdyo (1+0),20.000 TL,20000
Buca,2+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Bayraklı,1+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Karabağlar,4+1,20.000 TL,20000
Karabağlar,3+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Çiğli,1+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Çiğli,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Bayraklı,3+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Konak,2+1,20.000 TL,20000
Ödemiş,1+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Urla,2+1,20.000 TL,20000
Karabağlar,1+1,20.000 TL,20000
Bornova,Stüdyo (1+0),20.000 TL,20000
Bayraklı,3+1,20.000 TL,20000
Konak,1+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Karabağlar,3+1,20.000 TL,20000
Menemen,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Torbalı,1+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Buca,3+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Menemen,1+1,20.000 TL,20000
Çiğli,1+1,20.000 TL,20000
Urla,2+1,20.000 TL,20000
Çiğli,2+1,20.000 TL,20000
Karabağlar,1+1,20.000 TL,20000
Karabağlar,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Buca,3+1,20.000 TL,20000
Konak,3+1,20.000 TL,20000
Bayraklı,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Bergama,2+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Bornova,1+1,20.000 TL,20000
Ödemiş,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Çiğli,1+1,20.000 TL,20000
Torbalı,3+1,20.000 TL,20000
Bornova,3+1,20.000 TL,20000
Çiğli,2+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Seferihisar,2+1,20.000 TL,20000
Bayraklı,3+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Karabağlar,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Seferihisar,2+1,20.000 TL,20000
Konak,3+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Tire,1+1,20.000 TL,20000
Buca,2+1,20.000 TL,20000
Torbalı,2+1,20.000 TL,20000
Bornova,2+1,20.000 TL,20000
Bornova,3+1,20.000 TL,20000
Ödemiş,4+1,20.000 TL,20000
Bornova,1+1,20.000 TL,20000
Konak,2+1,20.000 TL,20000
Ödemiş,3+1,20.000 TL,20000
Buca,1+1,20.000 TL,20000
Bayraklı,2+1,20.000 TL,20000
Karabağlar,1+1,20.000 TL,20000
Selçuk,3+1,20.000 TL,20000
Karşıyaka,3+1,20.100 TL,20100
Menemen,1+1,20.250 TL,20250
Çiğli,1+1,20.176 TL,20176
Çiğli,1+1,20.250 TL,20250
Bornova,2+1,20.500 TL,20500
Çiğli,1+1,20.500 TL,20500
Buca,1+1,20.500 TL,20500
Çiğli,1+1,20.333 TL,20333
Torbalı,2+1,20.500 TL,20500
Torbalı,2+1,20.500 TL,20500
Bergama,2+1,20.500 TL,20500
Bergama,1+1,20.500 TL,20500
Narlıdere,2+1,20.500 TL,20500
Çiğli,1+1,20.500 TL,20500
Torbalı,3+1,20.500 TL,20500
Karabağlar,2+1,20.500 TL,20500
Aliağa,3+1,20.500 TL,20500
Çiğli,1+1,20.500 TL,20500
Çiğli,3+1,20.500 TL,20500
Menemen,2+1,20.500 TL,20500
Bergama,2+1,20.500 TL,20500
Buca,1+1,20.500 TL,20500
Foça,2+1,20.500 TL,20500
Menemen,2+1,20.500 TL,20500
Çiğli,2+1,20.500 TL,20500
Torbalı,1+1,20.500 TL,20500
Bergama,3+1,20.500 TL,20500
Buca,2+1,20.500 TL,20500
Bergama,1+1,20.500 TL,20500
Aliağa,1+1,20.500 TL,20500
Seferihisar,1+1,20.500 TL,20500
Menemen,2+1,20.500 TL,20500
Bergama,2+1,20.500 TL,20500
Torbalı,2+1,20.500 TL,20500
Çiğli,3+1,20.500 TL,20500
Bergama,2+1,20.500 TL,20500
Aliağa,2+1,20.500 TL,20500
Menemen,2+1,20.500 TL,20500
Narlıdere,2+1,20.500 TL,20500
Karşıyaka,3+1,20.500 TL,20500
Konak,1+1,20.500 TL,20500
Buca,1+1,20.500 TL,20500
Buca,1+1,20.500 TL,20500
Buca,1+1,20.500 TL,20500
Ödemiş,3+1,20.500 TL,20500
Bayraklı,2+1,20.500 TL,20500
Çiğli,1+1,20.500 TL,20500
Çiğli,2+1,20.500 TL,20500
Torbalı,2+1,20.500 TL,20500
Çiğli,3+1,20.500 TL,20500
Buca,1+1,20.500 TL,20500
Karabağlar,2+1,20.500 TL,20500
Seferihisar,2+1,20.500 TL,20500
