District,Rooms,Price,PriceInt
Çiğli / Egekent,1+1,17.000 TL,17000
Torbalı,3+1,17.000 TL,17000
Ödemiş,2+1,17.000 TL,17000
Bayraklı / Alpaslan,2+1,17.000 TL,17000
Bayraklı / Alpaslan,2+1,17.000 TL,17000
Gaziemir,2+1,16.500 TL,16500
Menemen / Seyrek,1+1,16.500 TL,16500
Bayraklı / Alpaslan,2+1,16.500 TL,16500
Bergama,3+1,17.000 TL,17000
Bergama,2+1,16.250 TL,16250
Bornova / Naldöken,2+1,17.000 TL,17000
Menemen / Seyrek,1+1,16.500 TL,16500
Bayraklı / Alpaslan,3+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Menemen / Seyrek,1+1,17.000 TL,17000
Bayraklı / Alpaslan,2+1,17.000 TL,17000
Bornova / Altındağ,2+1,16.500 TL,16500
Buca,1+1,17.000 TL,17000
Bornova / Altındağ,2+1,16.750 TL,16750
Buca,1+1,16.500 TL,16500
Bergama,2+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca / İşçievleri,2+1,17.000 TL,17000
Buca,1+1,16.500 TL,16500
Çiğli / Büyükçiğli,2+1,16.500 TL,16500
Torbalı / Yazıbaşı,2+1,16.500 TL,16500
Buca / İşçievleri,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Karabağlar / Günaltay,2+1,17.000 TL,17000
Bayraklı,2+1,17.000 TL,17000
Menemen / Seyrek,2+1,16.500 TL,16500
Torbalı / Yazıbaşı,2+1,17.000 TL,17000
Buca,1+1,17.300 TL,17300
Buca,1+1,16.500 TL,16500
Buca,1+1,16.500 TL,16500
Karabağlar,1.5+1,17.000 TL,17000
Aliağa,2+1,17.000 TL,17000
Karşıyaka / Cumhuriyet,2+1,16.500 TL,16500
Bergama,2+1,17.000 TL,17000
Bergama,2+1,17.000 TL,17000
Buca,1+1,16.500 TL,16500
Torbalı,3+1,17.000 TL,17000
Bornova / Altındağ,3+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Bornova / Atatürk,1+1,16.999 TL,16999
Menemen / Seyrek,1+1,16.500 TL,16500
Bornova / Atatürk,1+1,16.500 TL,16500
Menemen / Asarlık,2+1,17.000 TL,17000
Bornova / Kazımdirik,1+1,16.500 TL,16500
Torbalı / Köyler,2+1,17.000 TL,17000
Karabağlar / Yeşilyurt,2+1,17.000 TL,17000
Torbalı,1+1,17.000 TL,17000
Buca / Şirinyer,2+1,17.000 TL,17000
Torbalı,2+1,16.500 TL,16500
Buca,2+1,17.000 TL,17000
Bornova / Naldöken,2+1,17.000 TL,17000
Buca,1+1,16.500 TL,16500
Torbalı / Ayrancılar,2+1,16.500 TL,16500
Torbalı,2+1,17.000 TL,17000
Bornova / Atatürk,1+1,16.500 TL,16500
Torbalı,1+1,16.500 TL,16500
Menemen / Seyrek,1+1,17.000 TL,17000
Tire,3+1,16.500 TL,16500
Bornova / Atatürk,1+1,16.500 TL,16500
Buca,1+1,16.500 TL,16500
Menemen / Seyrek,1+1,16.500 TL,16500
Menemen / Seyrek,1+1,17.000 TL,17000
Menemen / Seyrek,2+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Torbalı,1+1,16.250 TL,16250
Balçova,Stüdyo (1+0),17.000 TL,17000
Buca,3+1,17.000 TL,17000
Tire,2+1,16.500 TL,16500
Karabağlar,2+1,17.000 TL,17000
Torbalı,2+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Torbalı,2+1,16.500 TL,16500
Torbalı,1+1,17.000 TL,17000
Menemen / Seyrek,1+1,16.500 TL,16500
Karabağlar / Yeşilyurt,2+1,17.000 TL,17000
Çiğli / Egekent,1+1,17.250 TL,17250
Buca,1+1,17.000 TL,17000
Torbalı / Ayrancılar,2+1,16.500 TL,16500
Bayraklı / Alpaslan,2+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Menemen,1+1,17.000 TL,17000
Ödemiş,3+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca / Şirinyer,Stüdyo (1+0),17.000 TL,17000
Karabağlar / Yeşilyurt,2+1,17.000 TL,17000
Buca,2+1,16.500 TL,16500
Ödemiş,2+1,16.500 TL,16500
Buca,1+1,16.500 TL,16500
Tire,2+1,16.750 TL,16750
Gaziemir,1+1,17.000 TL,17000
Buca / Şirinyer,3+1,17.000 TL,17000
Menemen / Seyrek,1+1,17.000 TL,17000
Menemen / Seyrek,1+1,16.500 TL,16500
Torbalı,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Bornova / Naldöken,2+1,16.500 TL,16500
Buca,1+1,17.000 TL,17000
Buca,1+1,16.500 TL,16500
Bergama,2+1,17.000 TL,17000
Torbalı / Çaybaşı,2+1,17.000 TL,17000
Bergama,3+1,17.000 TL,17000
Karabağlar / Yeşilyurt,2+1,17.000 TL,17000
Menemen / Seyrek,1+1,16.500 TL,16500
Buca,1+1,17.000 TL,17000
Bayraklı,Stüdyo (1+0),17.000 TL,17000
Buca / İşçievleri,1+1,17.000 TL,17000
Çiğli / Egekent,3+1,17.000 TL,17000
Bornova / Naldöken,2+1,17.000 TL,17000
Bayraklı / Alpaslan,2+1,17.000 TL,17000
Bayraklı / Alpaslan,3+1,17.000 TL,17000
Torbalı,1+1,17.000 TL,17000
Bayraklı / Alpaslan,2+1,17.000 TL,17000
Bornova / Naldöken,1+1,17.000 TL,17000
Buca,1+1,16.250 TL,16250
Torbalı / Ayrancılar,2+1,16.500 TL,16500
Menemen / Seyrek,1+1,17.000 TL,17000
Bayraklı,2+1,17.000 TL,17000
Buca / İşçievleri,2+1,16.500 TL,16500
Menemen / Seyrek,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Torbalı,2+1,17.000 TL,17000
Menderes,2+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca,3+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Torbalı / Ayrancılar,1+1,16.500 TL,16500
Ödemiş,3+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca / Şirinyer,2+1,17.000 TL,17000
Bornova / Atatürk,2+1,17.000 TL,17000
Buca,2+1,17.000 TL,17000
Menemen / Seyrek,1+1,17.250 TL,17250
Çiğli / Büyükçiğli,3+1,17.000 TL,17000
Bornova / Çamdibi,1+1,17.000 TL,17000
Bergama,2+1,17.000 TL,17000
Ödemiş,3+1,16.750 TL,16750
Ödemiş,2+1,17.000 TL,17000
Torbalı,3+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca,2+1,17.000 TL,17000
Menemen / Seyrek,1+1,17.000 TL,17000
Karabağlar,2+1,16.500 TL,16500
Menemen / Seyrek,1+1,17.000 TL,17000
Bornova / Altındağ,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Torbalı,2+1,17.000 TL,17000
Tire,3+1,17.000 TL,17000
Torbalı / Ayrancılar,2+1,17.000 TL,17000
Menemen,2+1,17.000 TL,17000
Buca,2+1,17.000 TL,17000
Menemen / Seyrek,1+1,16.500 TL,16500
Ödemiş,2+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Karşıyaka / Cumhuriyet,1+1,16.500 TL,16500
Buca,1+1,17.000 TL,17000
Bornova / Atatürk,2+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Ödemiş,3+1,17.000 TL,17000
Konak / Eşrefpaşa,3+1,17.000 TL,17000
Bergama,2+1,17.000 TL,17000
Bergama,3+1,17.000 TL,17000
Bayraklı / Alpaslan,1+1,17.000 TL,17000
Torbalı,1+1,17.000 TL,17000
Buca,Stüdyo (1+0),17.000 TL,17000
Menemen,3+1,17.000 TL,17000
Tire,2+1,16.500 TL,16500
Menemen / Seyrek,1+1,17.250 TL,17250
Torbalı / Ayrancılar,2+1,17.000 TL,17000
Ödemiş,2+1,17.000 TL,17000
Menemen,3+1,17.000 TL,17000
Çiğli / Egekent,1+1,16.500 TL,16500
Menemen / Seyrek,1+1,16.500 TL,16500
Tire,3+1,16.500 TL,16500
Ödemiş,2+1,16.500 TL,16500
Buca,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Torbalı,1+1,17.000 TL,17000
Karabağlar,3+1,17.000 TL,17000
Buca,Stüdyo (1+0),17.000 TL,17000
Menemen / Seyrek,1+1,17.000 TL,17000
Torbalı,3+1,17.000 TL,17000
Menemen / Seyrek,1+1,17.000 TL,17000
Buca,1+1,16.500 TL,16500
Buca,1+1,17.000 TL,17000
Torbalı,2+1,16.500 TL,16500
Bornova,1+1,17.000 TL,17000
Ödemiş,3+1,16.500 TL,16500
Ödemiş,1+1,17.000 TL,17000
Menemen / Seyrek,1+1,17.000 TL,17000
Konak / Kahramanlar,Stüdyo (1+0),17.000 TL,17000
Bornova / Altındağ,2+1,17.000 TL,17000
Menemen / Seyrek,2+0,17.000 TL,17000
Menemen,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca,1+1,16.500 TL,16500
Torbalı,2+1,17.000 TL,17000
Çiğli / Merkez,2+1,16.500 TL,16500
Kemalpaşa,2+1,17.000 TL,17000
Bergama,1+1,17.000 TL,17000
Bayraklı / Gümüşpala,3+1,17.000 TL,17000
Menemen / Seyrek,1+1,17.000 TL,17000
Buca,1+1,16.500 TL,16500
Buca,1+1,17.000 TL,17000
Çiğli / Balatçık,Stüdyo (1+0),17.000 TL,17000
Bornova / Atatürk,2+1,17.000 TL,17000
Menemen / Seyrek,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Menemen / Seyrek,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Bayraklı / Soğukkuyu,2+1,16.500 TL,16500
Buca,1+1,17.000 TL,17000
Bornova / Kazımdirik,Stüdyo (1+0),17.000 TL,17000
Menemen / Seyrek,1+1,16.500 TL,16500
Konak / Küçükyalı,2+1,17.000 TL,17000
Menemen / Seyrek,1+1,17.000 TL,17000
Torbalı,1+1,17.000 TL,17000
Çiğli / Balatçık,1+1,16.500 TL,16500
Menemen / Seyrek,1+1,17.000 TL,17000
Ödemiş,3+1,17.000 TL,17000
Menemen / Seyrek,1+1,17.000 TL,17000
Buca,1+1,16.500 TL,16500
Menemen / Seyrek,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Torbalı / Ayrancılar,1+1,17.000 TL,17000
Buca,2+0,17.000 TL,17000
Buca,1+1,16.500 TL,16500
Buca,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Torbalı,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca / İşçievleri,2+1,17.000 TL,17000
Karabağlar / Günaltay,3+1,17.000 TL,17000
Buca,1+1,16.500 TL,16500
Çiğli / Balatçık,1+1,17.000 TL,17000
Buca,Stüdyo (1+0),17.250 TL,17250
Torbalı / Ayrancılar,2+1,17.000 TL,17000
Menemen / Seyrek,1+1,17.000 TL,17000
Torbalı / Yazıbaşı,2+1,17.000 TL,17000
Menemen / Seyrek,1+1,17.000 TL,17000
Buca,1+1,16.500 TL,16500
Bayraklı / Gümüşpala,3+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca,1+1,16.500 TL,16500
Bayraklı / Alpaslan,2+1,16.500 TL,16500
Menemen / Seyrek,1+1,16.500 TL,16500
Torbalı,1+1,17.000 TL,17000
Menemen / Seyrek,2+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Menemen / Seyrek,1+1,17.000 TL,17000
Bergama,2+1,16.500 TL,16500
Karşıyaka / Alaybey,Stüdyo (1+0),16.450 TL,16450
Buca,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca,1+1,16.500 TL,16500
Menemen / Seyrek,1+1,17.000 TL,17000
Menemen / Seyrek,1+1,17.000 TL,17000
Torbalı,1+1,17.000 TL,17000
Bornova,2+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca / İşçievleri,3+1,17.250 TL,17250
Buca / Şirinyer,2+1,17.000 TL,17000
Menemen / Seyrek,1+1,16.500 TL,16500
Bergama,3+1,17.000 TL,17000
Aliağa,2+1,17.000 TL,17000
Torbalı,1+1,16.900 TL,16900
Urla,1+1,17.000 TL,17000
Bornova / Atatürk,2+1,17.000 TL,17000
Buca,Stüdyo (1+0),17.000 TL,17000
Buca,1+1,17.000 TL,17000
Torbalı,1+1,17.000 TL,17000
Torbalı,2+1,16.500 TL,16500
Buca,1+1,17.000 TL,17000
Menemen / Seyrek,1+1,17.000 TL,17000
Menemen / Seyrek,1+1,17.000 TL,17000
Buca,2+1,17.000 TL,17000
Buca,2+0,17.000 TL,17000
Torbalı,3+1,17.000 TL,17000
Ödemiş,2+1,17.000 TL,17000
Bornova / Atatürk,2+1,17.000 TL,17000
Menemen / Seyrek,1+1,17.000 TL,17000
Bayraklı / Alpaslan,1+1,16.500 TL,16500
Buca,1+1,16.250 TL,16250
Menemen / Seyrek,1+1,16.500 TL,16500
Tire,3+1,16.500 TL,16500
Torbalı,1+1,17.000 TL,17000
Kemalpaşa,3+1,17.000 TL,17000
Bayraklı / Alpaslan,2+1,17.000 TL,17000
Seferihisar,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca,2+1,17.000 TL,17000
Bornova / Çamdibi,2+1,16.500 TL,16500
Torbalı,1+1,16.500 TL,16500
Buca,1+1,17.000 TL,17000
Menemen / Seyrek,1+1,17.000 TL,17000
Karabağlar / Günaltay,2+1,17.000 TL,17000
Menemen / Seyrek,1+1,16.500 TL,16500
Menemen / Seyrek,1+1,16.850 TL,16850
Kemalpaşa / Armutlu,2+1,17.000 TL,17000
Buca / Şirinyer,2+0,17.000 TL,17000
Bayraklı / Alpaslan,1+1,17.000 TL,17000
Bayraklı / Gümüşpala,2+1,16.500 TL,16500
Bornova / Çamdibi,2+1,17.000 TL,17000
Torbalı / Ayrancılar,2+1,17.000 TL,17000
Buca,1+1,16.500 TL,16500
Torbalı / Ayrancılar,1+1,16.500 TL,16500
Buca,1+1,17.000 TL,17000
Buca,Stüdyo (1+0),17.000 TL,17000
Menemen / Seyrek,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Çiğli / Büyükçiğli,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Ödemiş,3+1,17.450 TL,17450
Menemen / Seyrek,1+1,16.500 TL,16500
Torbalı / Ayrancılar,2+1,16.500 TL,16500
Buca,1+1,16.900 TL,16900
Menemen / Seyrek,1+1,17.000 TL,17000
Buca,2+0,16.500 TL,16500
Buca / İşçievleri,2+1,17.000 TL,17000
Torbalı / Ayrancılar,2+1,17.000 TL,17000
Menemen / Seyrek,1+1,16.500 TL,16500
Çiğli / Ataşehir,2+1,16.500 TL,16500
Buca,1+1,17.000 TL,17000
Torbalı / Ayrancılar,2+1,17.000 TL,17000
Menemen / Seyrek,1+1,16.500 TL,16500
Menemen / Türkelli,2+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca,1+1,16.500 TL,16500
Çiğli / Egekent,3+1,17.000 TL,17000
Torbalı,2+1,17.000 TL,17000
Menemen / Seyrek,2+1,17.000 TL,17000
Buca,1+1,16.500 TL,16500
Buca,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Menemen,1+1,16.500 TL,16500
Çiğli / Balatçık,1+1,17.000 TL,17000
Bayraklı,2+1,17.000 TL,17000
Bayraklı / Alpaslan,2+1,17.000 TL,17000
Buca,1+1,16.500 TL,16500
Konak / Gültepe,2+1,16.900 TL,16900
Torbalı / Ayrancılar,2+1,17.000 TL,17000
Karabağlar / Günaltay,1+1,17.000 TL,17000
Buca / Şirinyer,2+1,17.000 TL,17000
Menemen / Seyrek,1+1,17.000 TL,17000
Aliağa,2+1,17.000 TL,17000
Karabağlar / Yeşilyurt,2+1,16.750 TL,16750
Buca / Şirinyer,2+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca,1+1,16.500 TL,16500
Bornova / Altındağ,2+1,17.000 TL,17000
Bayraklı,3+1,17.000 TL,17000
Bornova / Kazımdirik,Stüdyo (1+0),17.000 TL,17000
Buca,1+1,16.500 TL,16500
Menemen / Seyrek,1+1,16.500 TL,16500
Buca,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Bornova / Kazımdirik,1+1,17.000 TL,17000
Karşıyaka / Alaybey,3+1,17.000 TL,17000
Buca,1+1,16.500 TL,16500
Menemen / Seyrek,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Menemen / Seyrek,2+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca,1+1,16.500 TL,16500
Buca,2+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca,1+1,17.000 TL,17000
Buca,1+1,16.500 TL,16500
Buca / Şirinyer,2+1,17.000 TL,17000
Bornova / Çamdibi,2+1,17.000 TL,17000
Buca,1+1,16.500 TL,16500
Buca,1+1,17.000 TL,17000
Menemen / Asarlık,1+1,18.000 TL,18000
Kemalpaşa / Armutlu,2+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Menemen / Seyrek,1+1,18.000 TL,18000
Menemen / Seyrek,1+1,18.000 TL,18000
Karabağlar / Yeşilyurt,2+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Menemen,2+1,17.500 TL,17500
Bornova / Köyler,2+1,18.500 TL,18500
Gaziemir,2+1,18.000 TL,18000
Buca,2+1,18.000 TL,18000
Menemen,1+1,18.000 TL,18000
Bergama,2+1,18.500 TL,18500
Çiğli / Balatçık,1+1,18.500 TL,18500
Menemen / Seyrek,1+1,18.000 TL,18000
Torbalı,1+1,17.500 TL,17500
Bergama,3+1,18.000 TL,18000
Konak / Küçükyalı,2+1,18.000 TL,18000
Menderes,1+1,17.500 TL,17500
Çiğli / Egekent,1+1,18.500 TL,18500
Menemen / Seyrek,1+1,18.500 TL,18500
Buca,1+1,18.000 TL,18000
Karabağlar / Yeşilyurt,2+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Menemen / Seyrek,1+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Tire,2+1,18.500 TL,18500
Buca / Şirinyer,2+1,18.500 TL,18500
Ödemiş,3+1,18.000 TL,18000
Bornova / Atatürk,2+1,18.000 TL,18000
Karabağlar / Günaltay,2+1,18.500 TL,18500
Foça / Bağarası,2+1,18.000 TL,18000
Karabağlar / Kibar,2+1,18.000 TL,18000
Konak / Eşrefpaşa,1+1,18.500 TL,18500
Menemen / Seyrek,1+1,18.000 TL,18000
Torbalı,3+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Torbalı,2+1,17.500 TL,17500
Menemen / Seyrek,1+1,18.000 TL,18000
Menemen / Seyrek,1+1,18.500 TL,18500
Menemen / Seyrek,1+1,18.000 TL,18000
Bergama,3+1,18.500 TL,18500
Torbalı / Ayrancılar,2+1,17.500 TL,17500
Buca / Şirinyer,2+1,18.000 TL,18000
Menemen / Seyrek,1+1,18.000 TL,18000
Aliağa,3+1,18.000 TL,18000
Bornova / Naldöken,1+1,18.000 TL,18000
Menderes,2+1,18.000 TL,18000
Menemen / Seyrek,2+1,18.000 TL,18000
Buca,2+1,18.000 TL,18000
Çiğli / Balatçık,Stüdyo (1+0),18.000 TL,18000
Çiğli / Balatçık,Stüdyo (1+0),18.000 TL,18000
Karabağlar / Günaltay,3+1,18.000 TL,18000
Menemen / Seyrek,1+1,18.000 TL,18000
Çiğli / Büyükçiğli,3+1,18.500 TL,18500
Çiğli / Balatçık,1+1,18.000 TL,18000
Karabağlar,2+1,18.000 TL,18000
Karabağlar / Yeşilyurt,2+1,18.500 TL,18500
Buca,1+1,18.000 TL,18000
Menemen / Seyrek,1+1,17.500 TL,17500
Bergama,3+1,18.000 TL,18000
Karabağlar / Yeşilyurt,2+1,18.000 TL,18000
Buca,Stüdyo (1+0),18.000 TL,18000
Bergama,1+1,18.500 TL,18500
Çiğli / Egekent,3+1,18.000 TL,18000
Menemen / Ulukent,1+1,18.000 TL,18000
Bayraklı / Alpaslan,3+1,18.000 TL,18000
Menemen,3+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Menemen / Türkelli,2+1,18.500 TL,18500
Buca / Şirinyer,2+1,18.000 TL,18000
Karşıyaka / İmbatlı,1+1,18.000 TL,18000
Torbalı / Ayrancılar,1+1,18.500 TL,18500
Buca,1+1,18.000 TL,18000
Buca,1+1,17.500 TL,17500
Torbalı / Ayrancılar,2+1,18.000 TL,18000
Buca,1+1,17.500 TL,17500
Buca,1+1,17.500 TL,17500
Buca,1+1,17.500 TL,17500
Menemen / Seyrek,1+1,17.500 TL,17500
Karabağlar / Kibar,3+1,18.500 TL,18500
Menemen / Seyrek,1+1,18.000 TL,18000
Bayraklı / Soğukkuyu,1+1,17.500 TL,17500
Buca,1+1,18.500 TL,18500
Konak / Küçükyalı,1+1,18.000 TL,18000
Tire,3+1,18.000 TL,18000
Buca,1+1,18.500 TL,18500
Bayraklı / Alpaslan,2+1,18.000 TL,18000
Buca,2+1,18.000 TL,18000
Çiğli / Egekent,1+1,18.000 TL,18000
Torbalı,1+1,18.500 TL,18500
Buca,2+1,18.000 TL,18000
Buca,1+1,17.500 TL,17500
Bornova / Atatürk,3+1,18.000 TL,18000
Menemen / Seyrek,1+1,18.000 TL,18000
Menemen / Seyrek,1+1,18.000 TL,18000
Karabağlar,1+1,17.500 TL,17500
Dikili,1+1,18.500 TL,18500
Buca,1+1,18.000 TL,18000
Bornova / Atatürk,2+1,17.500 TL,17500
Karşıyaka / Cumhuriyet,2+1,17.500 TL,17500
Buca,1+1,17.500 TL,17500
Buca,1+1,18.500 TL,18500
Buca,1+1,18.000 TL,18000
Buca,3+1,18.000 TL,18000
Torbalı / Ayrancılar,1+1,18.000 TL,18000
Buca,1+1,18.500 TL,18500
Buca,1+1,18.500 TL,18500
Karabağlar / Yeşilyurt,3+1,18.000 TL,18000
Menemen / Ulukent,1+1,18.500 TL,18500
Ödemiş,2+1,18.500 TL,18500
Ödemiş,3+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Torbalı,1+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Buca / Şirinyer,2+1,18.000 TL,18000
Bergama,2+1,18.500 TL,18500
Buca,1+1,18.000 TL,18000
Bergama,2+1,18.000 TL,18000
Bornova / Pınarbaşı,1+1,18.500 TL,18500
Konak / Kahramanlar,1+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Torbalı,1+1,17.500 TL,17500
Torbalı,1+1,18.000 TL,18000
Menemen / Koyundere,1+1,18.000 TL,18000
Seferihisar,1+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Menemen / Seyrek,2+1,18.000 TL,18000
Menemen,3+1,17.500 TL,17500
Buca,1+1,18.000 TL,18000
Konak / Küçükyalı,2+1,17.500 TL,17500
Bayraklı,2+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Buca,2+1,18.000 TL,18000
Bayraklı / Soğukkuyu,1+1,18.000 TL,18000
Torbalı,1+1,17.500 TL,17500
Karşıyaka / Cumhuriyet,3+1,18.500 TL,18500
Seferihisar,1+1,18.000 TL,18000
Menemen,1+1,18.000 TL,18000
Bayraklı / Alpaslan,2+1,17.500 TL,17500
Bornova / Altındağ,2+1,18.000 TL,18000
Çiğli / Egekent,1+1,18.500 TL,18500
Karabağlar / Yeşilyurt,2+1,18.000 TL,18000
Menemen / Seyrek,1+1,18.000 TL,18000
Buca,2+1,18.500 TL,18500
Torbalı,3+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Bornova / Naldöken,2+1,18.650 TL,18650
Buca,1+1,18.000 TL,18000
Buca / İşçievleri,1+1,18.000 TL,18000
Buca,2+0,18.500 TL,18500
Menemen / Seyrek,1+1,18.000 TL,18000
Bornova / Atatürk,1+1,17.500 TL,17500
Buca,2+1,18.000 TL,18000
Çiğli / Egekent,1+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Bornova / Çamdibi,2.5+1,18.000 TL,18000
Çiğli / Balatçık,1+1,18.000 TL,18000
Bayraklı / Gümüşpala,2+1,18.500 TL,18500
Menemen / Seyrek,1+1,18.000 TL,18000
Bornova / Altındağ,2+1,17.500 TL,17500
Bornova / Altındağ,3+1,18.000 TL,18000
Bornova / Naldöken,2+1,17.500 TL,17500
Buca,1+1,18.000 TL,18000
Bornova / Atatürk,1+1,18.000 TL,18000
Buca,1+1,18.500 TL,18500
Bornova / Pınarbaşı,2+1,18.000 TL,18000
Konak / Küçükyalı,2+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Çiğli / Egekent,2+1,18.000 TL,18000
Buca,1+1,18.500 TL,18500
Çiğli / Egekent,2+1,18.500 TL,18500
Karabağlar / Günaltay,2+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Karabağlar,2+1,18.000 TL,18000
Bornova / Atatürk,1+1,17.500 TL,17500
Karabağlar / Kibar,2+1,18.000 TL,18000
Bergama,3+1,18.000 TL,18000
Menemen / Ulukent,1+1,18.000 TL,18000
Torbalı / Yazıbaşı,3+1,18.000 TL,18000
Çiğli / Büyükçiğli,1+1,18.000 TL,18000
Bornova / Atatürk,2+1,18.000 TL,18000
Bayraklı / Alpaslan,2+1,17.500 TL,17500
Menemen,1+1,18.500 TL,18500
Buca,1+1,18.000 TL,18000
Konak,Stüdyo (1+0),18.000 TL,18000
Menemen / Seyrek,1+1,18.000 TL,18000
Selçuk,2+1,18.500 TL,18500
Çiğli / Egekent,2+1,18.000 TL,18000
Buca,2+1,18.000 TL,18000
Buca / Şirinyer,2+1,18.000 TL,18000
Menemen / Seyrek,1+1,17.500 TL,17500
Menemen / Asarlık,2+1,18.000 TL,18000
Buca / Şirinyer,2+1,18.000 TL,18000
Menemen / Asarlık,1+1,18.000 TL,18000
Torbalı / Ayrancılar,2+1,18.500 TL,18500
Buca,2+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Karabağlar / Yeşilyurt,1+1,18.000 TL,18000
Karabağlar / Kibar,1+1,18.000 TL,18000
Karabağlar / Kibar,1+1,18.000 TL,18000
Bergama,3+1,17.500 TL,17500
Menemen / Seyrek,2+1,18.000 TL,18000
Torbalı,3+1,18.000 TL,18000
Buca,1+1,17.500 TL,17500
Buca / Şirinyer,2+1,18.500 TL,18500
Buca,1+1,18.000 TL,18000
Buca / Şirinyer,2+1,18.000 TL,18000
Bornova / Pınarbaşı,2+1,18.500 TL,18500
Torbalı,2+1,18.500 TL,18500
Buca,1+1,18.000 TL,18000
Buca,1+1,18.500 TL,18500
Bornova / Naldöken,3+1,18.000 TL,18000
Bergama,2+1,18.000 TL,18000
Konak / Gültepe,2+1,18.000 TL,18000
Buca / İşçievleri,2+1,18.000 TL,18000
Konak / Alsancak,1+1,18.000 TL,18000
Buca / Şirinyer,2+1,18.000 TL,18000
Torbalı / Yazıbaşı,1+1,18.500 TL,18500
Menemen / Seyrek,1+1,18.000 TL,18000
Torbalı,1+1,18.000 TL,18000
Buca / İşçievleri,1+1,18.500 TL,18500
Torbalı,1+1,18.500 TL,18500
Buca,1+1,17.500 TL,17500
Buca,1+1,18.000 TL,18000
Karabağlar / Yeşilyurt,2+1,18.500 TL,18500
Torbalı,2+1,18.000 TL,18000
Buca,Stüdyo (1+0),17.500 TL,17500
Menemen / Seyrek,1+1,18.000 TL,18000
Menemen / Seyrek,1+1,18.500 TL,18500
Menemen / Seyrek,2+1,18.500 TL,18500
Çiğli / Balatçık,1+1,17.500 TL,17500
