District,Rooms,Price,PriceInt
Aliağa,1+1,20.000 TL,20000
Aliağa,1+1,22.000 TL,22000
Aliağa,1+1,22.500 TL,22500
Aliağa,2+1,35.000 TL,35000
Aliağa,1+1,29.000 TL,29000
Aliağa,3+1,44.000 TL,44000
Aliağa,3+1,32.000 TL,32000
Aliağa,1+1,24.500 TL,24500
Aliağa,3+1,40.000 TL,40000
Aliağa,2+1,25.000 TL,25000
Aliağa,3+1,42.500 TL,42500
Aliağa,2+1,28.000 TL,28000
Aliağa,3+1,28.000 TL,28000
Aliağa,3+1,37.000 TL,37000
Aliağa,3+1,30.000 TL,30000
Aliağa,1+1,40.000 TL,40000
Aliağa,3+1,50.000 TL,50000
Aliağa,2+1,35.000 TL,35000
Aliağa,2+1,30.000 TL,30000
Aliağa,3+1,35.000 TL,35000
Aliağa,1+1,21.000 TL,21000
Aliağa,1+1,22.000 TL,22000
Aliağa,2+1,30.000 TL,30000
Aliağa,2+1,22.000 TL,22000
Aliağa,2+1,32.000 TL,32000
Aliağa,2+1,23.000 TL,23000
Aliağa,3+1,30.000 TL,30000
Aliağa,3+1,42.000 TL,42000
Aliağa,2+1,15.000 TL,15000
Aliağa,3+1,30.000 TL,30000
Aliağa,2+1,60.000 TL,60000
Aliağa,3+1,34.500 TL,34500
Aliağa,3+1,21.000 TL,21000
Aliağa,1+1,26.000 TL,26000
Aliağa,2+1,17.500 TL,17500
Aliağa,3+1,43.000 TL,43000
Aliağa,2+1,26.000 TL,26000
Aliağa,3+1,30.000 TL,30000
Aliağa,1+1,38.000 TL,38000
Aliağa,3+1,30.500 TL,30500
Aliağa,3+1,20.000 TL,20000
Aliağa,3+1,48.000 TL,48000
Aliağa,1+1,24.000 TL,24000
Aliağa,2+1,35.000 TL,35000
Aliağa,3+1,46.500 TL,46500
Aliağa,3+1,25.000 TL,25000
Aliağa,2+1,47.000 TL,47000
Aliağa,3+1,52.000 TL,52000
Aliağa,3+1,45.000 TL,45000
Aliağa,3+1,40.000 TL,40000
Aliağa,3+1,50.000 TL,50000
Aliağa,2+1,32.500 TL,32500
Aliağa,2+1,42.500 TL,42500
Aliağa,3+1,50.000 TL,50000
Aliağa,2+1,27.000 TL,27000
Aliağa,1+1,21.000 TL,21000
Aliağa,3+1,48.000 TL,48000
Aliağa,3+1,36.000 TL,36000
Aliağa,3+1,35.500 TL,35500
Aliağa,1+1,40.000 TL,40000
Aliağa,1+1,26.000 TL,26000
Aliağa,2+1,38.000 TL,38000
Aliağa,3+1,9.000 TL,9000
Aliağa,1+1,20.000 TL,20000
Aliağa,2+1,25.000 TL,25000
Aliağa,1+1,25.000 TL,25000
Aliağa,3+1,28.000 TL,28000
Aliağa,4+1,35.000 TL,35000
Aliağa,4+1,65.000 TL,65000
Aliağa,3+1,50.000 TL,50000
Aliağa,3+1,27.000 TL,27000
Aliağa,2+1,32.000 TL,32000
Aliağa,3+1,25.000 TL,25000
Aliağa,1+1,30.000 TL,30000
Aliağa,2+1,38.000 TL,38000
Aliağa,4+1,35.000 TL,35000
Aliağa,2+1,25.000 TL,25000
Aliağa,2+1,36.000 TL,36000
Aliağa,2+1,36.000 TL,36000
Aliağa,3+1,40.000 TL,40000
Aliağa,3+1,35.000 TL,35000
Aliağa,2+1,15.000 TL,15000
Aliağa,3+1,25.000 TL,25000
Aliağa,3+1,23.000 TL,23000
Aliağa,3.5+1,48.000 TL,48000
Aliağa,4+1,35.000 TL,35000
Aliağa,2+1,38.000 TL,38000
Aliağa,1+1,32.000 TL,32000
Aliağa,3+1,31.000 TL,31000
Aliağa,3+1,35.000 TL,35000
Aliağa,2+1,27.000 TL,27000
Aliağa,3+1,30.000 TL,30000
Aliağa,2+1,17.000 TL,17000
Aliağa,3+1,25.000 TL,25000
Aliağa,3+1,30.000 TL,30000
Aliağa,2+1,26.000 TL,26000
Aliağa,2+1,60.000 TL,60000
Aliağa,2+1,35.000 TL,35000
Aliağa,3+1,32.000 TL,32000
Aliağa,1+1,26.000 TL,26000
Aliağa,1+1,29.000 TL,29000
Aliağa,3+1,55.000 TL,55000
Aliağa,3+1,25.000 TL,25000
Aliağa,3+1,39.000 TL,39000
Aliağa,2+1,24.000 TL,24000
Aliağa,1+1,23.000 TL,23000
Aliağa,3+1,40.000 TL,40000
Aliağa,2+1,450.000 TL,450000
Aliağa,4+1,45.000 TL,45000
Aliağa,8+1,80.000 TL,80000
Aliağa,3+1,20.000 TL,20000
Aliağa,3+1,21.000 TL,21000
Aliağa,1+1,28.000 TL,28000
Aliağa,2+1,30.000 TL,30000
Aliağa,2+1,35.000 TL,35000
Aliağa,3+1,36.000 TL,36000
Aliağa,3+1,60.000 TL,60000
Aliağa,2+1,40.000 TL,40000
Aliağa,3+1,45.000 TL,45000
Aliağa,3+1,30.000 TL,30000
Aliağa,3+1,75.000 TL,75000
Aliağa,4+1,75.000 TL,75000
Aliağa,3+1,30.000 TL,30000
Aliağa,2+1,20.000 TL,20000
Aliağa,3+1,45.000 TL,45000
Aliağa,2+1,25.000 TL,25000
Aliağa,1+1,30.000 TL,30000
Aliağa,2+1,25.000 TL,25000
Aliağa,2+1,21.000 TL,21000
Aliağa,3+1,29.000 TL,29000
Aliağa,3+1,60.000 TL,60000
Aliağa,3+1,30.000 TL,30000
Aliağa,5+1,82.000 TL,82000
Aliağa,1+1,30.000 TL,30000
Aliağa,1+1,27.000 TL,27000
Aliağa,3+1,20.000 TL,20000
Aliağa,3+1,30.000 TL,30000
Aliağa,3+1,30.000 TL,30000
Aliağa,2+1,20.000 TL,20000
Aliağa,3+1,50.000 TL,50000
Aliağa,2+1,38.000 TL,38000
Aliağa,2+1,23.000 TL,23000
Aliağa,4+1,43.000 TL,43000
Aliağa,3+1,40.000 TL,40000
Aliağa,1+1,33.000 TL,33000
Aliağa,2+1,80.000 TL,80000
Aliağa,3+1,40.000 TL,40000
Aliağa,3+1,110.000 TL,110000
Aliağa,3+1,26.000 TL,26000
Aliağa,1+1,27.000 TL,27000
Aliağa,2+1,34.000 TL,34000
Aliağa,2+1,35.000 TL,35000
Aliağa,2+1,20.000 TL,20000
Aliağa,3+1,21.000 TL,21000
Aliağa,3+1,35.000 TL,35000
Aliağa,3+1,33.000 TL,33000
Aliağa,1+1,19.000 TL,19000
Aliağa,3+1,30.000 TL,30000
Aliağa,4+1,100.000 TL,100000
Aliağa,1+1,22.500 TL,22500
Aliağa,1+1,20.000 TL,20000
Aliağa,2+1,30.000 TL,30000
Aliağa,3+1,29.000 TL,29000
Aliağa,2+1,41.000 TL,41000
Aliağa,2+1,35.000 TL,35000
Aliağa,3+1,30.000 TL,30000
Aliağa,3+1,40.000 TL,40000
Aliağa,1+1,20.000 TL,20000
Aliağa,3+1,60.000 TL,60000
Aliağa,5+1,80.000 TL,80000
Aliağa,1+1,19.000 TL,19000
Aliağa,2+1,35.000 TL,35000
Aliağa,2+1,25.000 TL,25000
Aliağa,2+1,8.800 TL,8800
Aliağa,2+1,26.000 TL,26000
Aliağa,1+1,19.000 TL,19000
Aliağa,1+1,25.000 TL,25000
Aliağa,1+1,25.000 TL,25000
Aliağa,3+1,20.000 TL,20000
Aliağa,3+1,60.000 TL,60000
Aliağa,2+1,30.000 TL,30000
Aliağa,1+1,19.000 TL,19000
Aliağa,4+1,100.000 TL,100000
Aliağa,4+1,70.000 TL,70000
Aliağa,2+1,21.000 TL,21000
Aliağa,8+2,45.000 TL,45000
Aliağa,3+1,60.000 TL,60000
Aliağa,1+1,19.000 TL,19000
Aliağa,2+1,10.000 TL,10000
Aliağa,3+1,9.000 TL,9000
Aliağa,2+1,26.000 TL,26000
Aliağa,3+1,25.000 TL,25000
Aliağa,3+1,65.000 TL,65000
Aliağa,3+1,25.000 TL,25000
Aliağa,1+1,20.000 TL,20000
Aliağa,2+1,25.000 TL,25000
Aliağa,3+1,45.000 TL,45000
Aliağa,1+1,25.000 TL,25000
Aliağa,3+1,25.000 TL,25000
Aliağa,3+1,29.000 TL,29000
Aliağa,1+1,25.500 TL,25500
Aliağa,3+1,30.000 TL,30000
Aliağa,3+1,50.000 TL,50000
Aliağa,2+1,30.000 TL,30000
Aliağa,3+1,21.500 TL,21500
Aliağa,2+1,21.000 TL,21000
Aliağa,3+1,60.000 TL,60000
Aliağa,2+1,28.000 TL,28000
Aliağa,3+1,22.000 TL,22000
Aliağa,3+1,25.000 TL,25000
Aliağa,2+1,22.000 TL,22000
Aliağa,2+1,34.000 TL,34000
Aliağa,3+1,22.000 TL,22000
Aliağa,3+1,28.000 TL,28000
Aliağa,2+1,40.000 TL,40000
Aliağa,2+1,20.000 TL,20000
Aliağa,2+1,30.000 TL,30000
Aliağa,2+1,35.000 TL,35000
Aliağa,2+1,27.000 TL,27000
Aliağa,3+1,36.000 TL,36000
Aliağa,4+2,88.000 TL,88000
Aliağa,1+1,30.000 TL,30000
Aliağa,1+1,26.000 TL,26000
Aliağa,4+2,50.000 TL,50000
Aliağa,3+1,28.000 TL,28000
Aliağa,1+1,27.500 TL,27500
Aliağa,2+1,25.000 TL,25000
Aliağa,3+1,40.000 TL,40000
Aliağa,3+1,26.500 TL,26500
Aliağa,1+1,26.000 TL,26000
Balçova,2+1,30.000 TL,30000
Balçova,1+1,36.000 TL,36000
Balçova,4+2,55.000 TL,55000
Balçova,1+1,28.000 TL,28000
Balçova,2+1,37.000 TL,37000
Balçova,1+1,29.000 TL,29000
Balçova,3+1,38.000 TL,38000
Balçova,3+1,55.000 TL,55000
Balçova,2+1,50.000 TL,50000
Balçova,3+1,35.000 TL,35000
Balçova,2+1,30.000 TL,30000
Balçova,3+1,47.000 TL,47000
Balçova,Stüdyo (1+0),22.000 TL,22000
Balçova,2+1,36.000 TL,36000
Balçova,1+1,30.000 TL,30000
Balçova,2+1,25.000 TL,25000
Balçova,2+1,40.000 TL,40000
Balçova,1+1,40.000 TL,40000
Balçova,6+1,140.000 TL,140000
Balçova,3+1,37.500 TL,37500
Balçova,3+1,35.000 TL,35000
Balçova,3+1,47.000 TL,47000
Balçova,3+1,26.000 TL,26000
Balçova,2+1,35.000 TL,35000
Balçova,2+1,37.000 TL,37000
Balçova,2+1,35.000 TL,35000
Balçova,3+1,30.000 TL,30000
Balçova,2+1,30.000 TL,30000
Balçova,3+1,39.000 TL,39000
Balçova,1+1,33.500 TL,33500
Balçova,2+1,29.000 TL,29000
Balçova,3+1,75.000 TL,75000
Balçova,2+1,37.000 TL,37000
Balçova,3+1,45.000 TL,45000
Balçova,2+1,32.000 TL,32000
Balçova,1+1,40.000 TL,40000
Balçova,2+1,36.000 TL,36000
Balçova,3+1,46.000 TL,46000
Balçova,2+1,46.500 TL,46500
Balçova,3+1,26.000 TL,26000
Balçova,2+1,35.000 TL,35000
Balçova,4+1,120.000 TL,120000
Balçova,3+1,47.000 TL,47000
Balçova,2+1,30.000 TL,30000
Balçova,3+1,33.000 TL,33000
Balçova,2+1,43.000 TL,43000
Balçova,1+1,35.000 TL,35000
Balçova,5+1,140.000 TL,140000
Balçova,2+1,48.000 TL,48000
Balçova,3+1,60.000 TL,60000
Balçova,3+1,49.000 TL,49000
Balçova,1+1,30.000 TL,30000
Balçova,2+1,26.000 TL,26000
Balçova,3+1,38.500 TL,38500
Balçova,1+1,28.000 TL,28000
Balçova,2+1,30.000 TL,30000
Balçova,1+1,35.000 TL,35000
Balçova,3+1,35.000 TL,35000
Balçova,3+1,42.000 TL,42000
Balçova,3+1,39.000 TL,39000
Balçova,2+1,37.000 TL,37000
Balçova,2+1,26.000 TL,26000
Balçova,2+1,42.000 TL,42000
Balçova,2+1,35.000 TL,35000
Balçova,3+1,33.000 TL,33000
Balçova,3+1,33.000 TL,33000
Balçova,2+1,36.000 TL,36000
Balçova,2+1,27.000 TL,27000
Balçova,3+1,32.500 TL,32500
Balçova,3+1,40.000 TL,40000
Balçova,3+1,33.000 TL,33000
Balçova,2+1,34.000 TL,34000
Balçova,3+1,25.000 TL,25000
Balçova,1+1,30.000 TL,30000
Balçova,3+1,55.000 TL,55000
Balçova,3+1,65.000 TL,65000
Balçova,Stüdyo (1+0),20.000 TL,20000
Balçova,3+1,45.000 TL,45000
Balçova,3+1,40.000 TL,40000
Balçova,3+1,49.000 TL,49000
Balçova,1+1,34.500 TL,34500
Balçova,1+1,29.500 TL,29500
Balçova,3+1,35.000 TL,35000
Balçova,3+1,45.000 TL,45000
Balçova,1+1,30.000 TL,30000
Balçova,2+1,26.500 TL,26500
Balçova,2+1,45.000 TL,45000
Balçova,3+1,45.000 TL,45000
Balçova,1+1,28.000 TL,28000
Balçova,3+1,35.000 TL,35000
Balçova,2+1,35.000 TL,35000
Balçova,2+1,33.000 TL,33000
Balçova,3+1,47.500 TL,47500
Balçova,3+1,22.000 TL,22000
Balçova,1+1,37.500 TL,37500
Balçova,2+1,29.000 TL,29000
Balçova,3+1,38.000 TL,38000
Balçova,3+1,38.000 TL,38000
Balçova,2+1,33.500 TL,33500
Balçova,4+1,125.000 TL,125000
Balçova,2+1,26.000 TL,26000
Balçova,3+1,37.000 TL,37000
Balçova,3+1,36.000 TL,36000
Balçova,1+1,30.000 TL,30000
Balçova,2+1,18.000 TL,18000
Balçova,1+1,40.000 TL,40000
Balçova,1+1,30.000 TL,30000
Balçova,2+1,50.000 TL,50000
Balçova,3+1,42.000 TL,42000
Balçova,1+1,55.000 TL,55000
Balçova,3+1,60.000 TL,60000
Balçova,5+1,85.000 TL,85000
Balçova,3+1,37.500 TL,37500
Balçova,5+1,140.000 TL,140000
Balçova,2+1,28.000 TL,28000
Balçova,2+1,35.000 TL,35000
Balçova,1+1,35.000 TL,35000
Balçova,2+1,16.000 TL,16000
Balçova,3+1,39.000 TL,39000
Balçova,2+1,33.000 TL,33000
Balçova,3+1,50.000 TL,50000
Balçova,1+1,36.000 TL,36000
Balçova,2+1,35.000 TL,35000
Balçova,Stüdyo (1+0),28.000 TL,28000
Balçova,3+1,48.000 TL,48000
Balçova,2+1,36.000 TL,36000
Balçova,2+1,33.000 TL,33000
Balçova,2+1,35.000 TL,35000
Balçova,3+1,40.000 TL,40000
Balçova,2+1,26.000 TL,26000
Balçova,2+1,36.000 TL,36000
Balçova,1+1,35.000 TL,35000
Balçova,2+1,29.500 TL,29500
Balçova,3+1,33.000 TL,33000
Balçova,3+1,35.000 TL,35000
Balçova,1+1,35.000 TL,35000
Balçova,2+1,38.000 TL,38000
Balçova,3+1,32.000 TL,32000
Balçova,3+1,49.000 TL,49000
Balçova,2+1,33.000 TL,33000
Balçova,3+1,42.000 TL,42000
Balçova,1+1,30.000 TL,30000
Balçova,2+1,30.000 TL,30000
Balçova,3+1,65.000 TL,65000
Balçova,2+1,50.000 TL,50000
Balçova,3+1,37.000 TL,37000
Balçova,3+1,40.000 TL,40000
Balçova,2+1,25.000 TL,25000
Balçova,2+1,65.000 TL,65000
Balçova,2+1,47.500 TL,47500
Balçova,1+1,30.000 TL,30000
Balçova,3+1,38.000 TL,38000
Balçova,1+1,45.000 TL,45000
Balçova,3+1,32.000 TL,32000
Balçova,2+1,30.000 TL,30000
Balçova,2+1,48.000 TL,48000
Balçova,4+1,55.000 TL,55000
Balçova,3+1,40.000 TL,40000
Balçova,2+1,25.000 TL,25000
Balçova,2+1,40.000 TL,40000
Balçova,3+1,44.000 TL,44000
Balçova,1+1,30.000 TL,30000
Balçova,2+1,45.000 TL,45000
Balçova,4+1,100.000 TL,100000
Balçova,3+1,28.000 TL,28000
Balçova,2+1,32.000 TL,32000
Balçova,2+1,28.000 TL,28000
Balçova,3+1,35.000 TL,35000
Balçova,6+1,200.000 TL,200000
Balçova,3+1,36.000 TL,36000
Balçova,2+1,37.000 TL,37000
Balçova,2+1,45.000 TL,45000
Balçova,3+1,48.000 TL,48000
Balçova,2+1,37.500 TL,37500
Balçova,Stüdyo (1+0),17.000 TL,17000
Balçova,2+1,40.000 TL,40000
Balçova,3+1,35.000 TL,35000
Balçova,3+1,75.000 TL,75000
Balçova,3+1,42.000 TL,42000
Balçova,2+1,26.500 TL,26500
Balçova,3+1,28.000 TL,28000
Balçova,3+1,40.000 TL,40000
Balçova,3+1,37.000 TL,37000
Balçova,3+1,31.000 TL,31000
Balçova,1+1,32.500 TL,32500
Balçova,3+1,38.000 TL,38000
Balçova,2+1,36.500 TL,36500
Balçova,3+1,40.000 TL,40000
Balçova,1+1,33.000 TL,33000
Balçova,3+1,34.000 TL,34000
Balçova,1+1,41.000 TL,41000
Balçova,2+1,41.000 TL,41000
Balçova,5+1,85.000 TL,85000
Balçova,1+1,39.500 TL,39500
Balçova,3+1,35.000 TL,35000
Balçova,2+1,35.000 TL,35000
Balçova,1+1,35.000 TL,35000
Balçova,2+1,32.000 TL,32000
Balçova,1+1,27.000 TL,27000
Balçova,3+1,36.000 TL,36000
Balçova,3+1,40.000 TL,40000
Balçova,3+1,60.000 TL,60000
Balçova,2+1,36.500 TL,36500
Balçova,3+1,37.000 TL,37000
Balçova,3+1,10.000 TL,10000
Balçova,3+1,37.000 TL,37000
Balçova,4+1,40.000 TL,40000
Balçova,2+1,32.000 TL,32000
Balçova,2+1,35.000 TL,35000
Balçova,3+1,35.000 TL,35000
Balçova,Stüdyo (1+0),16.500 TL,16500
Balçova,2+1,29.000 TL,29000
Balçova,3+1,42.000 TL,42000
Balçova,1+1,42.000 TL,42000
Balçova,2+1,36.000 TL,36000
Balçova,1+1,23.500 TL,23500
Balçova,3+1,42.000 TL,42000
Balçova,3+1,39.000 TL,39000
Balçova,1+1,19.000 TL,19000
Balçova,3+1,50.000 TL,50000
Balçova,2+1,32.000 TL,32000
Balçova,3+1,38.000 TL,38000
Balçova,2+1,42.000 TL,42000
Balçova,2+1,39.500 TL,39500
Balçova,1+1,30.000 TL,30000
Balçova,2+1,42.500 TL,42500
Balçova,3+1,45.000 TL,45000
Balçova,2+1,30.000 TL,30000
Balçova,2+1,45.000 TL,45000
Balçova,3+1,50.000 TL,50000
Balçova,2+1,37.500 TL,37500
Balçova,4+1,122.000 TL,122000
Balçova,2+1,25.000 TL,25000
Balçova,1+1,35.000 TL,35000
Balçova,3+1,34.500 TL,34500
Balçova,3+1,49.000 TL,49000
Balçova,1+1,31.000 TL,31000
Balçova,3+1,30.000 TL,30000
Balçova,3+1,75.000 TL,75000
Balçova,3+1,50.000 TL,50000
Balçova,2+1,45.000 TL,45000
Balçova,3+1,36.000 TL,36000
Balçova,1+1,28.000 TL,28000
Balçova,6+1,82.000 TL,82000
Balçova,3+1,45.000 TL,45000
Balçova,3+1,38.000 TL,38000
Balçova,1+1,25.000 TL,25000
Balçova,2+1,35.000 TL,35000
Balçova,Stüdyo (1+0),23.000 TL,23000
Balçova,2+1,31.900 TL,31900
Balçova,3+1,23.000 TL,23000
Balçova,3+1,36.000 TL,36000
Balçova,1+1,23.000 TL,23000
Balçova,2+1,23.000 TL,23000
Balçova,1+1,18.000 TL,18000
Balçova,1+1,32.000 TL,32000
Balçova,1+1,25.000 TL,25000
Balçova,2+1,20.000 TL,20000
Balçova,2+1,40.000 TL,40000
Balçova,2+1,35.000 TL,35000
Balçova,2+1,26.000 TL,26000
Balçova,1+1,40.000 TL,40000
Balçova,3+1,36.000 TL,36000
Balçova,3+1,38.000 TL,38000
Balçova,2+1,36.000 TL,36000
Balçova,1+1,30.000 TL,30000
Balçova,4+1,120.000 TL,120000
Balçova,2+1,42.500 TL,42500
Balçova,4+1,85.000 TL,85000
Balçova,1+1,23.000 TL,23000
Balçova,1+1,33.000 TL,33000
Balçova,2+1,28.000 TL,28000
Balçova,3+1,37.000 TL,37000
Balçova,1+1,27.000 TL,27000
Balçova,1+1,27.000 TL,27000
Balçova,2+1,47.500 TL,47500
Balçova,2+1,38.000 TL,38000
Balçova,2+1,30.000 TL,30000
Balçova,3+1,24.000 TL,24000
Balçova,1+1,35.000 TL,35000
Balçova,2+1,23.000 TL,23000
Balçova,2+1,32.000 TL,32000
Balçova,3+1,38.000 TL,38000
Balçova,1+1,35.000 TL,35000
Balçova,2+1,21.000 TL,21000
Balçova,2+1,32.000 TL,32000
Balçova,4+1,32.000 TL,32000
Balçova,2+1,40.000 TL,40000
Balçova,1+1,43.000 TL,43000
Balçova,3+1,42.000 TL,42000
Balçova,Stüdyo (1+0),20.000 TL,20000
Balçova,2+1,25.000 TL,25000
Balçova,4+1,39.000 TL,39000
Balçova,2+1,30.000 TL,30000
Balçova,4+1,36.000 TL,36000
Balçova,3+1,41.000 TL,41000
Balçova,2+1,30.000 TL,30000
Balçova,3+1,45.000 TL,45000
Balçova,2+1,33.500 TL,33500
Balçova,1+1,25.000 TL,25000
Balçova,1+1,40.000 TL,40000
Balçova,2+1,50.000 TL,50000
Balçova,2+1,50.000 TL,50000
Balçova,1+1,35.000 TL,35000
Balçova,3+1,32.000 TL,32000
Balçova,3+1,47.500 TL,47500
Balçova,2+1,30.000 TL,30000
Balçova,3+1,25.000 TL,25000
Balçova,3+1,30.000 TL,30000
Balçova,1+1,34.000 TL,34000
Balçova,2+1,50.000 TL,50000
Balçova,1+1,26.500 TL,26500
Balçova,2+1,37.500 TL,37500
Balçova,1+1,28.000 TL,28000
Balçova,2+1,49.500 TL,49500
Balçova,3+1,37.000 TL,37000
Balçova,1+1,36.500 TL,36500
Balçova,2+1,40.000 TL,40000
Balçova,3+1,47.000 TL,47000
Balçova,3+1,36.000 TL,36000
Balçova,1+1,30.000 TL,30000
Balçova,3+1,42.000 TL,42000
Balçova,3+1,75.000 TL,75000
Balçova,2+1,29.000 TL,29000
Balçova,3+1,30.000 TL,30000
Balçova,3+1,52.000 TL,52000
Balçova,1+1,36.000 TL,36000
Balçova,2+1,45.000 TL,45000
Balçova,1+1,30.000 TL,30000
Balçova,1+1,28.500 TL,28500
Balçova,3+1,22.000 TL,22000
Balçova,2+1,30.000 TL,30000
Balçova,2+1,35.000 TL,35000
Balçova,1+1,35.000 TL,35000
Balçova,2+1,30.000 TL,30000
Balçova,3+1,30.000 TL,30000
Balçova,2+1,34.000 TL,34000
Balçova,2+1,28.000 TL,28000
Balçova,5+1,95.000 TL,95000
Balçova,2+1,30.000 TL,30000
Balçova,1+1,35.000 TL,35000
Balçova,1+1,20.000 TL,20000
Balçova,2+1,36.000 TL,36000
Balçova,3+1,68.000 TL,68000
Balçova,1+1,37.500 TL,37500
Balçova,3+1,45.000 TL,45000
Balçova,3+1,28.000 TL,28000
Balçova,3+1,32.000 TL,32000
Balçova,1+1,25.000 TL,25000
Balçova,3+1,25.000 TL,25000
Balçova,1+1,35.000 TL,35000
Balçova,Stüdyo (1+0),20.000 TL,20000
Balçova,3+1,40.000 TL,40000
Balçova,3+1,50.000 TL,50000
Balçova,3+1,45.000 TL,45000
Balçova,2+1,28.000 TL,28000
Balçova,3+1,27.500 TL,27500
Balçova,2+1,40.000 TL,40000
Balçova,2+1,34.000 TL,34000
Balçova,3+1,33.000 TL,33000
Balçova,Stüdyo (1+0),51.000 TL,51000
Balçova,Stüdyo (1+0),20.000 TL,20000
Balçova,1+1,45.000 TL,45000
Balçova,3+1,51.000 TL,51000
Balçova,2+1,22.000 TL,22000
Balçova,3+1,33.000 TL,33000
Balçova,5+2,140.000 TL,140000
Balçova,3+1,35.000 TL,35000
Balçova,2+1,33.500 TL,33500
Balçova,2+1,35.000 TL,35000
Balçova,1+1,32.000 TL,32000
Balçova,Stüdyo (1+0),23.000 TL,23000
Balçova,4+1,50.000 TL,50000
Balçova,3+1,35.000 TL,35000
Balçova,3+1,33.000 TL,33000
Balçova,3+1,42.000 TL,42000
Balçova,1+1,41.000 TL,41000
Balçova,1+1,34.000 TL,34000
Balçova,2+1,35.000 TL,35000
Balçova,2+1,15.000 TL,15000
Balçova,2+1,33.000 TL,33000
Balçova,3+1,60.000 TL,60000
Balçova,2+1,37.500 TL,37500
Balçova,1+1,20.000 TL,20000
Balçova,2+1,40.000 TL,40000
Balçova,3+1,28.000 TL,28000
Balçova,2+1,36.500 TL,36500
Balçova,2+1,33.000 TL,33000
Bayındır,1+1,15.000 TL,15000
Bayındır,3+1,25.000 TL,25000
Bayındır,2+1,15.000 TL,15000
Bayındır,3+1,30.000 TL,30000
Bayındır,2+1,15.000 TL,15000
Bayındır,1.5+1,14.000 TL,14000
Bayındır,2+1,28.000 TL,28000
Bayındır,3+1,27.000 TL,27000
Bayındır,3+1,26.000 TL,26000
Bayındır,2+1,28.000 TL,28000
Bayraklı,2+1,17.000 TL,17000
Bayraklı,3+1,65.000 TL,65000
Bayraklı,2+1,16.000 TL,16000
Bayraklı,1+1,45.000 TL,45000
Bayraklı,2+1,24.000 TL,24000
Bayraklı,3+1,40.000 TL,40000
Bayraklı,2+1,15.500 TL,15500
Bayraklı,3+1,17.000 TL,17000
Bayraklı,1+1,16.000 TL,16000
Bayraklı,3+1,42.000 TL,42000
Bayraklı,3+1,37.000 TL,37000
Bayraklı,4+1,41.000 TL,41000
Bayraklı,2+1,17.000 TL,17000
Bayraklı,2+1,30.000 TL,30000
Bayraklı,3+1,35.000 TL,35000
Bayraklı,2+1,38.000 TL,38000
Bayraklı,2+1,15.000 TL,15000
Bayraklı,2+1,22.000 TL,22000
Bayraklı,3+1,25.000 TL,25000
Bayraklı,2+1,20.000 TL,20000
Bayraklı,2+1,20.000 TL,20000
Bayraklı,3+1,32.000 TL,32000
Bayraklı,3+1,20.000 TL,20000
Bayraklı,1+1,23.000 TL,23000
Bayraklı,3+1,23.000 TL,23000
Bayraklı,2+1,16.750 TL,16750
