Unnamed: 0,District,Rooms,Price,PriceInt
633,Ödemiş,3+1,16.000 TL,16000
634,Buca,1+1,15.000 TL,15000
635,Buca,1+1,15.000 TL,15000
636,Torbalı,2+1,15.000 TL,15000
637,Bornova,1+1,15.000 TL,15000
638,Karşıyaka,2+1,16.000 TL,16000
639,Buca,1+1,16.000 TL,16000
640,Buca,1+1,16.000 TL,16000
641,Menemen,1+1,16.000 TL,16000
642,Buca,1+1,15.000 TL,15000
643,Buca,1+1,16.000 TL,16000
644,Torbalı,2+1,15.000 TL,15000
645,Buca,1+1,15.000 TL,15000
646,Çiğli,3+1,16.000 TL,16000
647,Gaziemir,3+1,15.000 TL,15000
648,Buca,1+1,15.000 TL,15000
649,Menemen,2+1,15.000 TL,15000
650,Menemen,1+1,15.000 TL,15000
651,Menderes,2+1,16.000 TL,16000
652,Torbalı,2+1,15.000 TL,15000
653,Menemen,1+1,16.000 TL,16000
654,Bornova,2+1,16.000 TL,16000
655,Konak,2+1,15.500 TL,15500
656,Bornova,2+1,15.000 TL,15000
657,Menemen,1+1,16.000 TL,16000
658,Menemen,1+1,15.750 TL,15750
659,Bayraklı,2+1,15.000 TL,15000
660,Kemalpaşa,2+1,15.000 TL,15000
661,Torbalı,3+1,16.000 TL,16000
662,Menemen,1+1,16.000 TL,16000
663,Bergama,3+1,16.000 TL,16000
664,Buca,1+1,16.000 TL,16000
665,Buca,1+1,15.000 TL,15000
666,Buca,1+1,15.000 TL,15000
667,Menemen,1+1,16.000 TL,16000
668,Karabağlar,3+1,15.000 TL,15000
669,Konak,Stüdyo (1+0),15.000 TL,15000
670,Bayraklı,1+1,16.000 TL,16000
671,Kınık,2+1,16.000 TL,16000
672,Konak,3+1,15.000 TL,15000
673,Torbalı,2+1,15.500 TL,15500
674,Buca,1+1,16.000 TL,16000
675,Menemen,1+1,15.000 TL,15000
676,Buca,1+1,15.000 TL,15000
677,Torbalı,2+1,15.000 TL,15000
678,Karabağlar,3+1,16.000 TL,16000
679,Buca,1+1,15.000 TL,15000
680,Karabağlar,1+1,15.000 TL,15000
681,Torbalı,3+1,15.000 TL,15000
682,Buca,1+1,16.000 TL,16000
683,Buca,1+1,15.000 TL,15000
684,Seferihisar,1+1,15.000 TL,15000
685,Menemen,1+1,16.000 TL,16000
686,Buca,2+0,16.000 TL,16000
687,Buca,1+1,16.000 TL,16000
688,Torbalı,1+1,15.750 TL,15750
689,Torbalı,1+1,15.000 TL,15000
690,Ödemiş,3+1,16.000 TL,16000
691,Menemen,1+1,15.000 TL,15000
692,Buca,2+1,15.000 TL,15000
693,Torbalı,2+1,16.000 TL,16000
694,Buca,1+1,15.000 TL,15000
695,Kiraz,2+1,15.000 TL,15000
696,Karabağlar,3+1,15.000 TL,15000
697,Konak,1+1,16.000 TL,16000
698,Bayraklı,1+1,15.000 TL,15000
699,Bergama,1+1,16.000 TL,16000
700,Menemen,2+1,15.000 TL,15000
701,Konak,1+1,15.000 TL,15000
702,Bornova,1+1,15.000 TL,15000
703,Konak,Stüdyo (1+0),15.000 TL,15000
704,Menemen,Stüdyo (1+0),15.000 TL,15000
705,Karabağlar,2+1,16.000 TL,16000
706,Menemen,1+1,15.000 TL,15000
707,Menemen,1+1,15.000 TL,15000
708,Torbalı,2+1,15.000 TL,15000
709,Buca,1+1,15.500 TL,15500
710,Menemen,1+1,16.000 TL,16000
711,Gaziemir,2+1,15.000 TL,15000
712,Menemen,2+1,16.000 TL,16000
713,Bayraklı,2+1,15.000 TL,15000
714,Buca,1+1,15.000 TL,15000
715,Çiğli,4+1,16.000 TL,16000
716,Torbalı,2+1,15.500 TL,15500
717,Buca,1+1,15.000 TL,15000
718,Bayraklı,2+1,16.000 TL,16000
719,Torbalı,1+1,15.000 TL,15000
720,Karabağlar,2+1,15.000 TL,15000
721,Menemen,1+1,15.500 TL,15500
722,Bayraklı,3+1,16.000 TL,16000
723,Ödemiş,3+1,15.000 TL,15000
724,Buca,1+1,16.000 TL,16000
725,Buca,1+1,16.000 TL,16000
726,Bayraklı,2+1,15.000 TL,15000
727,Menemen,1+1,15.500 TL,15500
728,Menemen,3+1,15.750 TL,15750
729,Buca,1+1,15.000 TL,15000
730,Menemen,1+1,16.000 TL,16000
731,Torbalı,3+1,16.000 TL,16000
732,Buca,1+1,16.000 TL,16000
733,Menemen,1+1,15.000 TL,15000
734,Bayraklı,3+1,15.000 TL,15000
735,Karabağlar,3+1,15.000 TL,15000
736,Buca,1+1,15.000 TL,15000
737,Buca,2+1,16.000 TL,16000
738,Karabağlar,2+1,15.000 TL,15000
739,Torbalı,1+1,15.000 TL,15000
740,Torbalı,3+1,15.000 TL,15000
741,Menemen,2+1,15.000 TL,15000
742,Karabağlar,2+1,15.000 TL,15000
743,Dikili,1+1,15.000 TL,15000
744,Menemen,2+1,16.000 TL,16000
745,Torbalı,3+1,16.000 TL,16000
746,Bayraklı,3+1,16.000 TL,16000
747,Menemen,1+1,15.000 TL,15000
748,Bornova,Stüdyo (1+0),15.500 TL,15500
749,Buca,1+1,15.000 TL,15000
750,Buca,1+1,16.000 TL,16000
751,Buca,2+1,15.000 TL,15000
752,Buca,1+1,15.000 TL,15000
753,Torbalı,2+1,15.000 TL,15000
754,Buca,1+1,16.000 TL,16000
755,Karabağlar,2+1,15.000 TL,15000
756,Buca,1+1,16.000 TL,16000
757,Menemen,1+1,15.000 TL,15000
758,Torbalı,1+1,15.500 TL,15500
759,Torbalı,3+1,15.000 TL,15000
760,Buca,1+1,15.000 TL,15000
761,Bergama,2+1,15.000 TL,15000
762,Buca,3+1,16.000 TL,16000
763,Menemen,1+1,15.000 TL,15000
764,Çiğli,1+1,16.000 TL,16000
765,Bayraklı,2+1,16.000 TL,16000
766,Karabağlar,2+1,15.000 TL,15000
767,Tire,3+1,15.000 TL,15000
768,Menemen,1+1,15.500 TL,15500
769,Menemen,1+1,15.500 TL,15500
770,Bayraklı,2+1,15.000 TL,15000
771,Urla,1+1,15.750 TL,15750
772,Tire,3+1,15.000 TL,15000
773,Karabağlar,3+1,15.000 TL,15000
774,Bayındır,1+1,15.000 TL,15000
775,Menemen,1+1,15.000 TL,15000
776,Bayraklı,4+1,16.000 TL,16000
777,Buca,1+1,16.000 TL,16000
778,Buca,1+1,16.000 TL,16000
779,Karabağlar,2+1,15.000 TL,15000
780,Bayındır,1.5+1,15.000 TL,15000
781,Bayraklı,2+1,16.000 TL,16000
782,Menemen,1+1,16.000 TL,16000
783,Karabağlar,3+1,15.000 TL,15000
784,Karabağlar,2+1,15.000 TL,15000
785,Menemen,1+1,15.000 TL,15000
786,Ödemiş,3+1,15.000 TL,15000
787,Tire,1+1,15.000 TL,15000
788,Konak,2+1,16.000 TL,16000
789,Karşıyaka,Stüdyo (1+0),15.000 TL,15000
790,Buca,1+1,16.000 TL,16000
791,Bornova,3+1,15.500 TL,15500
792,Karşıyaka,2+1,16.000 TL,16000
793,Buca,1+1,16.000 TL,16000
794,Çiğli,2+1,16.000 TL,16000
795,Menemen,1+1,15.500 TL,15500
796,Tire,2+1,15.500 TL,15500
797,Bayraklı,1+1,16.000 TL,16000
798,Bornova,2+1,15.500 TL,15500
799,Çiğli,1+1,15.000 TL,15000
800,Çiğli,1+1,15.500 TL,15500
801,Buca,1+1,15.000 TL,15000
802,Torbalı,1+1,15.000 TL,15000
803,Karabağlar,1+1,16.000 TL,16000
804,Bergama,1+1,16.000 TL,16000
805,Buca,2+1,16.000 TL,16000
806,Buca,1+1,16.000 TL,16000
807,Karşıyaka,2+1,15.000 TL,15000
808,Torbalı,1+1,15.000 TL,15000
809,Buca,1+1,16.000 TL,16000
810,Menemen,1+1,15.000 TL,15000
811,Buca,1+1,16.000 TL,16000
812,Bayraklı,2+1,16.000 TL,16000
813,Menemen,1+1,16.000 TL,16000
814,Menemen,1+1,15.500 TL,15500
815,Buca,Stüdyo (1+0),16.000 TL,16000
816,Bornova,1+1,15.000 TL,15000
817,Menemen,1+1,15.000 TL,15000
818,Menemen,1+1,15.000 TL,15000
819,Menemen,1+1,16.000 TL,16000
820,Bornova,2+0,15.000 TL,15000
821,Bornova,Stüdyo (1+0),15.000 TL,15000
822,Menemen,1+1,15.000 TL,15000
823,Buca,1+1,16.000 TL,16000
824,Çiğli,1+1,16.000 TL,16000
825,Menemen,1+1,15.000 TL,15000
826,Seferihisar,1+1,16.000 TL,16000
827,Menemen,1+1,15.500 TL,15500
828,Buca,1+1,16.000 TL,16000
829,Buca,1+1,15.000 TL,15000
830,Buca,3+1,15.000 TL,15000
831,Bayraklı,2+1,15.000 TL,15000
832,Buca,1+1,15.500 TL,15500
833,Karabağlar,1+1,16.000 TL,16000
834,Beydağ,1+1,16.000 TL,16000
835,Buca,3+1,16.000 TL,16000
836,Karşıyaka,2+1,16.000 TL,16000
837,Bayraklı,3+1,15.500 TL,15500
838,Ödemiş,3+1,15.000 TL,15000
839,Buca,3+1,15.000 TL,15000
840,Buca,1+1,16.000 TL,16000
841,Menemen,1+1,16.000 TL,16000
842,Buca,1+1,15.000 TL,15000
843,Menemen,1+1,15.000 TL,15000
844,Karabağlar,2+1,15.000 TL,15000
845,Buca,Stüdyo (1+0),15.000 TL,15000
846,Torbalı,1+1,16.000 TL,16000
847,Buca,Stüdyo (1+0),15.000 TL,15000
848,Ödemiş,2+1,15.000 TL,15000
849,Gaziemir,2+1,15.000 TL,15000
850,Buca,1+1,16.000 TL,16000
851,Buca,Stüdyo (1+0),15.000 TL,15000
852,Bayraklı,2+1,16.000 TL,16000
853,Menemen,1+1,15.500 TL,15500
854,Buca,1+1,16.000 TL,16000
855,Menemen,1+1,15.000 TL,15000
856,Karabağlar,3+1,15.000 TL,15000
857,Menemen,1+1,16.000 TL,16000
858,Buca,1+1,15.000 TL,15000
859,Torbalı,3+1,15.000 TL,15000
860,Buca,1+1,16.000 TL,16000
861,Bayraklı,2+1,15.000 TL,15000
862,Buca,1+1,15.500 TL,15500
863,Buca,2+1,15.500 TL,15500
864,Bayraklı,1+1,15.250 TL,15250
865,Menemen,Stüdyo (1+0),16.000 TL,16000
866,Ödemiş,2+1,15.000 TL,15000
867,Ödemiş,2+1,16.000 TL,16000
868,Buca,2+1,15.500 TL,15500
869,Buca,1+1,15.000 TL,15000
870,Menemen,1+1,15.500 TL,15500
871,Çiğli,1+1,15.000 TL,15000
872,Buca,1+1,15.000 TL,15000
873,Menemen,1+1,15.000 TL,15000
874,Buca,2+1,16.000 TL,16000
875,Buca,1+1,16.000 TL,16000
876,Ödemiş,2+1,15.000 TL,15000
877,Menemen,2+1,16.000 TL,16000
878,Buca,Stüdyo (1+0),16.000 TL,16000
879,Buca,1+1,16.000 TL,16000
880,Buca,1+1,15.000 TL,15000
881,Bornova,1+1,15.000 TL,15000
882,Tire,3+1,16.000 TL,16000
883,Torbalı,2+1,15.000 TL,15000
884,Bornova,2+1,16.000 TL,16000
885,Çiğli,2+1,16.000 TL,16000
886,Kemalpaşa,1+1,16.000 TL,16000
887,Karabağlar,3+1,15.000 TL,15000
888,Buca,1+1,15.000 TL,15000
889,Torbalı,2+1,15.000 TL,15000
890,Bornova,1+1,15.000 TL,15000
891,Bornova,3+1,16.000 TL,16000
892,Menemen,1+1,16.000 TL,16000
893,Buca,1+1,16.000 TL,16000
894,Buca,1+1,16.000 TL,16000
895,Bayraklı,2+1,15.000 TL,15000
896,Tire,2+1,15.000 TL,15000
897,Menemen,1+1,15.000 TL,15000
898,Çiğli,1+1,16.000 TL,16000
899,Karabağlar,1+1,15.000 TL,15000
900,Bayraklı,3+1,15.000 TL,15000
901,Menemen,1+1,15.000 TL,15000
902,Karabağlar,3+1,16.000 TL,16000
903,Menemen,1+1,15.000 TL,15000
904,Ödemiş,2+1,16.000 TL,16000
905,Buca,2+0,15.000 TL,15000
906,Seferihisar,1+1,15.500 TL,15500
907,Bornova,Stüdyo (1+0),15.000 TL,15000
908,Karabağlar,2+1,15.000 TL,15000
909,Kemalpaşa,1+1,15.000 TL,15000
910,Menemen,2+1,15.000 TL,15000
911,Buca,3+1,15.000 TL,15000
912,Menemen,1+1,16.000 TL,16000
913,Buca,1+1,16.000 TL,16000
914,Buca,1+1,16.000 TL,16000
915,Buca,2+0,15.000 TL,15000
916,Bornova,1+1,15.500 TL,15500
917,Karabağlar,2+1,15.000 TL,15000
918,Buca,2+0,16.000 TL,16000
919,Bayraklı,2+1,16.000 TL,16000
920,Buca,2+1,16.000 TL,16000
921,Karşıyaka,3+1,15.000 TL,15000
922,Bayraklı,2+1,15.000 TL,15000
923,Konak,3+1,15.000 TL,15000
924,Bayraklı,2+1,15.000 TL,15000
925,Buca,2+0,15.000 TL,15000
926,Buca,2+1,15.000 TL,15000
927,Buca,Stüdyo (1+0),15.500 TL,15500
928,Ödemiş,1+1,15.000 TL,15000
929,Ödemiş,3+1,16.000 TL,16000
930,Karabağlar,3+1,15.000 TL,15000
931,Buca,2+1,15.000 TL,15000
932,Buca,2+1,16.000 TL,16000
933,Buca,1+1,16.000 TL,16000
934,Bayraklı,1+1,16.000 TL,16000
935,Menemen,1+1,15.000 TL,15000
936,Menemen,1+1,15.000 TL,15000
937,Bayraklı,2+1,15.000 TL,15000
938,Menemen,1+1,15.750 TL,15750
939,Buca,2+1,15.000 TL,15000
940,Bornova,2+1,15.000 TL,15000
941,Menemen,1+1,15.500 TL,15500
942,Bayraklı,2+1,16.000 TL,16000
943,Menemen,1+1,16.000 TL,16000
944,Menemen,2+1,16.000 TL,16000
945,Buca,1+1,15.500 TL,15500
946,Buca,1+1,15.000 TL,15000
947,Buca,2+0,15.000 TL,15000
948,Bayraklı,2+1,16.000 TL,16000
949,Buca,2+1,15.500 TL,15500
950,Menemen,1+1,16.000 TL,16000
951,Buca,1+1,16.000 TL,16000
952,Seferihisar,1+1,15.000 TL,15000
953,Menemen,Stüdyo (1+0),15.000 TL,15000
954,Ödemiş,2+1,15.500 TL,15500
955,Gaziemir,2+1,16.000 TL,16000
956,Buca,1+1,15.000 TL,15000
957,Menemen,1+1,15.500 TL,15500
958,Menemen,2+1,15.000 TL,15000
959,Bornova,1+1,15.000 TL,15000
960,Buca,2+1,15.000 TL,15000
961,Buca,2+1,16.000 TL,16000
962,Menemen,1+1,15.000 TL,15000
963,Ödemiş,3+1,15.000 TL,15000
964,Torbalı,2+1,15.000 TL,15000
965,Buca,Stüdyo (1+0),15.000 TL,15000
966,Menemen,1+1,15.000 TL,15000
967,Konak,2+1,16.000 TL,16000
968,Çeşme,3+1,16.000 TL,16000
969,Buca,1+1,16.000 TL,16000
970,Kemalpaşa,2+1,15.000 TL,15000
971,Torbalı,1+1,15.000 TL,15000
972,Çiğli,3+1,16.000 TL,16000
973,Buca,1+1,15.500 TL,15500
974,Bornova,2+1,15.500 TL,15500
975,Buca,2+0,16.000 TL,16000
976,Menemen,1+1,15.500 TL,15500
977,Ödemiş,2+1,16.000 TL,16000
978,Menemen,1+1,16.000 TL,16000
979,Buca,1+1,15.500 TL,15500
980,Seferihisar,1+1,15.500 TL,15500
981,Buca,1+1,16.000 TL,16000
982,Menemen,1+1,15.500 TL,15500
983,Konak,3+1,16.000 TL,16000
984,Karabağlar,1+1,15.000 TL,15000
985,Buca,2+1,15.000 TL,15000
986,Buca,Stüdyo (1+0),15.000 TL,15000
987,Menemen,1+1,15.000 TL,15000
988,Buca,1+1,15.750 TL,15750
989,Tire,2+1,15.000 TL,15000
990,Buca,1+1,15.000 TL,15000
991,Menemen,1+1,16.000 TL,16000
992,Buca,1+1,16.000 TL,16000
993,Buca,2+1,16.000 TL,16000
994,Buca,1+1,16.000 TL,16000
995,Bayraklı,2+1,15.000 TL,15000
996,Menemen,1+1,15.000 TL,15000
997,Bayraklı,3+1,16.000 TL,16000
998,Menemen,1+1,16.000 TL,16000
999,Menemen,1+1,15.000 TL,15000
1000,Menemen,Stüdyo (1+0),15.000 TL,15000
1001,Buca,1+1,15.500 TL,15500
1002,Menemen,1+1,16.000 TL,16000
1003,Buca,1+1,16.000 TL,16000
1004,Tire,3+1,15.000 TL,15000
1005,Buca,1+1,15.000 TL,15000
1006,Menemen,1+1,16.000 TL,16000
1007,Buca,1+1,15.000 TL,15000
1008,Buca,2+1,15.000 TL,15000
1009,Menemen,2+1,16.000 TL,16000
1010,Bornova,1+1,15.000 TL,15000
1011,Menemen,2+1,16.000 TL,16000
1012,Ödemiş,2+1,15.000 TL,15000
1013,Buca,3+1,15.500 TL,15500
1014,Menemen,1+1,16.000 TL,16000
1015,Buca,2+1,15.000 TL,15000
1016,Buca,1+1,15.000 TL,15000
1017,Menemen,1+1,15.500 TL,15500
1018,Buca,1+1,15.000 TL,15000
1019,Çiğli,2+1,15.000 TL,15000
1020,Menemen,1+1,16.000 TL,16000
1021,Menemen,1+1,15.000 TL,15000
1022,Menemen,1+1,16.000 TL,16000
1023,Buca,1+1,15.000 TL,15000
1024,Buca,2+0,16.000 TL,16000
1025,Menemen,1+1,15.500 TL,15500
1026,Menemen,1+1,16.000 TL,16000
1027,Bornova,2+1,16.000 TL,16000
1028,Buca,1+1,16.000 TL,16000
1029,Karabağlar,2+1,15.000 TL,15000
1030,Buca,1+1,16.000 TL,16000
1031,Menemen,1+1,15.000 TL,15000
1032,Balçova,Stüdyo (1+0),15.000 TL,15000
1033,Menemen,2+1,16.000 TL,16000
1034,Bornova,1+1,15.000 TL,15000
1035,Buca,1+1,16.000 TL,16000
1036,Buca,1+1,15.000 TL,15000
1037,Buca,1+1,15.500 TL,15500
1038,Torbalı,1+1,15.000 TL,15000
1039,Bornova,1+1,15.000 TL,15000
1040,Bornova,2+1,15.000 TL,15000
1041,Torbalı,2+1,15.000 TL,15000
1042,Ödemiş,4+1,15.000 TL,15000
1043,Buca,2+0,15.500 TL,15500
1044,Tire,1+1,15.000 TL,15000
1045,Buca,1+1,16.000 TL,16000
1046,Konak,2+1,15.000 TL,15000
1047,Menemen,1+1,16.000 TL,16000
1048,Torbalı,1+1,15.500 TL,15500
1049,Buca,1+1,16.000 TL,16000
1050,Karşıyaka,1+1,16.000 TL,16000
1051,Tire,2+1,15.000 TL,15000
1052,Buca,1+1,15.000 TL,15000
1053,Menemen,1+1,15.000 TL,15000
1054,Ödemiş,2+1,15.000 TL,15000
1055,Buca,1+1,15.000 TL,15000
1056,Menemen,1+1,15.500 TL,15500
1057,Menemen,3+1,15.000 TL,15000
1058,Bornova,3+1,15.000 TL,15000
1059,Foça,1+1,15.000 TL,15000
1060,Bornova,2+1,15.000 TL,15000
1061,Ödemiş,2+1,15.000 TL,15000
1062,Buca,1+1,15.500 TL,15500
1063,Buca,Stüdyo (1+0),16.000 TL,16000
1064,Buca,1+1,16.000 TL,16000
1065,Karabağlar,2+1,15.000 TL,15000
1066,Bayraklı,Stüdyo (1+0),15.000 TL,15000
1067,Buca,1+1,16.000 TL,16000
1068,Karabağlar,2+1,15.000 TL,15000
1069,Buca,1+1,15.000 TL,15000
1070,Bornova,2+1,15.000 TL,15000
1071,Menemen,1+1,16.000 TL,16000
1072,Bornova,2+0,16.000 TL,16000
1073,Buca,1+1,16.000 TL,16000
1074,Buca,2+1,15.999 TL,15999
1075,Ödemiş,3+1,15.000 TL,15000
1076,Menemen,3+1,16.000 TL,16000
1077,Bergama,3+1,15.000 TL,15000
1078,Karabağlar,3+1,16.000 TL,16000
1079,Menemen,1+1,15.000 TL,15000
1080,Foça,1+1,16.000 TL,16000
1081,Menemen,1+1,15.500 TL,15500
1082,Selçuk,2+1,15.000 TL,15000
1083,Buca,1+1,16.000 TL,16000
1084,Buca,1+1,16.000 TL,16000
1085,Bayraklı,3+1,15.000 TL,15000
1086,Menemen,1+1,15.250 TL,15250
1087,Bayraklı,2+1,15.000 TL,15000
1088,Menemen,1+1,16.000 TL,16000
1089,Buca,1+1,16.000 TL,16000
1090,Menemen,1+1,16.000 TL,16000
1091,Gaziemir,2+1,15.000 TL,15000
1092,Konak,3+1,15.000 TL,15000
1093,Karabağlar,2+0,15.000 TL,15000
1094,Karaburun,Stüdyo (1+0),15.000 TL,15000
1095,Buca,3+1,15.000 TL,15000
1096,Menemen,1+1,16.000 TL,16000
1097,Buca,1+1,15.000 TL,15000
1098,Ödemiş,3+1,16.000 TL,16000
1099,Torbalı,2+1,15.000 TL,15000
1100,Bornova,2+1,16.000 TL,16000
1101,Menemen,2+1,16.000 TL,16000
1102,Urla,1+1,15.000 TL,15000
1103,Menemen,1+1,16.000 TL,16000
1104,Tire,2+1,15.000 TL,15000
1105,Buca,1+1,15.000 TL,15000
1106,Menderes,2+1,16.000 TL,16000
1107,Çiğli,1+1,15.000 TL,15000
1108,Menemen,3+1,15.000 TL,15000
1109,Buca,1+1,15.000 TL,15000
1110,Menemen,1+1,16.000 TL,16000
1111,Torbalı,2+1,15.500 TL,15500
1112,Ödemiş,3+1,15.000 TL,15000
1113,Menemen,1+1,15.000 TL,15000
1114,Buca,2+0,15.000 TL,15000
1115,Bayraklı,1+1,15.000 TL,15000
1116,Buca,1+1,16.000 TL,16000
1117,Menemen,1+1,15.000 TL,15000
1118,Bornova,1+1,16.000 TL,16000
1119,Bornova,2+1,16.000 TL,16000
1120,Urla,2+0,16.000 TL,16000
1121,Buca,1+1,16.000 TL,16000
1122,Seferihisar,1+1,16.000 TL,16000
1123,Karabağlar,3+1,16.000 TL,16000
1124,Konak,2+1,15.000 TL,15000
1125,Buca,1+1,16.000 TL,16000
1126,Buca,3+1,15.000 TL,15000
1127,Menemen,2+1,15.500 TL,15500
1128,Karabağlar,2+1,16.000 TL,16000
1129,Menemen,2+1,15.000 TL,15000
1130,Ödemiş,2+1,16.000 TL,16000
1131,Menemen,1+1,15.000 TL,15000
1132,Buca,3+1,15.000 TL,15000
1133,Tire,2+1,15.000 TL,15000
1134,Menemen,1+1,15.000 TL,15000
1135,Buca,1+1,15.000 TL,15000
1136,Bergama,3+1,15.000 TL,15000
1137,Buca,2+1,16.000 TL,16000
1138,Karabağlar,2+1,15.000 TL,15000
1139,Karabağlar,2+1,16.000 TL,16000
1140,Menemen,1+1,15.000 TL,15000
1141,Menemen,1+1,16.000 TL,16000
1142,Karabağlar,1+1,15.000 TL,15000
1143,Karabağlar,1+1,15.000 TL,15000
1144,Tire,2+1,15.500 TL,15500
1145,Buca,1+1,15.000 TL,15000
1146,Ödemiş,3+1,15.000 TL,15000
1147,Torbalı,1+1,15.500 TL,15500
1148,Buca,1+1,15.000 TL,15000
1149,Torbalı,2+1,16.000 TL,16000
1150,Buca,1+1,15.000 TL,15000
1151,Bornova,2+1,15.000 TL,15000
1152,Buca,1+1,16.000 TL,16000
1153,Bornova,3+1,15.000 TL,15000
1154,Ödemiş,1+1,15.000 TL,15000
1155,Ödemiş,3+1,15.000 TL,15000
1156,Buca,1+1,16.000 TL,16000
1157,Menemen,1+1,15.000 TL,15000
1158,Buca,2+1,16.000 TL,16000
1159,Karabağlar,2+1,15.000 TL,15000
1160,Bayraklı,2+1,15.000 TL,15000
1161,Buca,1+1,16.000 TL,16000
1162,Bornova,2+1,15.000 TL,15000
1163,Ödemiş,2+1,15.000 TL,15000
1164,Çiğli,1+1,16.000 TL,16000
1165,Buca,2+0,15.000 TL,15000
1166,Buca,1+1,15.000 TL,15000
1167,Buca,1+1,15.000 TL,15000
1168,Bayraklı,3+1,16.000 TL,16000
1169,Buca,2+1,15.500 TL,15500
1170,Karabağlar,3+1,15.500 TL,15500
1171,Menemen,1+1,15.000 TL,15000
1172,Bornova,2+1,16.000 TL,16000
1173,Ödemiş,2+1,16.000 TL,16000
1174,Menemen,1+1,15.000 TL,15000
1175,Konak,2+1,16.000 TL,16000
1176,Bornova,1+1,16.000 TL,16000
1177,Karabağlar,3+1,15.000 TL,15000
1178,Ödemiş,2+1,16.000 TL,16000
1179,Menemen,1+1,15.500 TL,15500
1180,Buca,1+1,15.000 TL,15000
1181,Buca,1+1,16.000 TL,16000
1182,Çiğli,2+1,16.000 TL,16000
1183,Torbalı,1+1,16.000 TL,16000
1184,Kemalpaşa,3+1,15.000 TL,15000
1185,Karabağlar,2+1,15.000 TL,15000
1186,Karabağlar,2+1,15.000 TL,15000
1187,Torbalı,2+1,16.000 TL,16000
1188,Selçuk,2+1,16.000 TL,16000
1189,Bayraklı,1+1,16.000 TL,16000
1190,Ödemiş,1+1,15.000 TL,15000
1191,Konak,2+1,15.000 TL,15000
1192,Bayraklı,1+1,15.000 TL,15000
1193,Menemen,1+1,16.000 TL,16000
1194,Buca,2+1,15.000 TL,15000
1195,Buca,1+1,16.000 TL,16000
1196,Torbalı,2+1,15.250 TL,15250
1197,Menemen,2+1,15.000 TL,15000
1198,Menderes,2+1,16.000 TL,16000
1199,Konak,1+1,16.000 TL,16000
1200,Tire,2+1,15.000 TL,15000
1201,Aliağa,1+1,15.000 TL,15000
1202,Buca,1+1,15.750 TL,15750
1203,Buca,1+1,15.000 TL,15000
1204,Torbalı,2+1,15.000 TL,15000
1205,Buca,1+1,15.000 TL,15000
1206,Bergama,3+1,15.000 TL,15000
1207,Tire,3+1,15.000 TL,15000
1208,Menemen,1+1,16.000 TL,16000
1209,Çiğli,Stüdyo (1+0),15.000 TL,15000
1210,Torbalı,2+1,15.500 TL,15500
1211,Kiraz,3+1,15.000 TL,15000
1212,Çiğli,3+1,16.000 TL,16000
1213,Menemen,2+0,15.000 TL,15000
1214,Menemen,1+1,15.750 TL,15750
1215,Bornova,2+1,15.000 TL,15000
1216,Bayraklı,2+1,15.000 TL,15000
1217,Buca,2+1,15.500 TL,15500
1218,Menemen,1+1,15.000 TL,15000
1219,Menemen,3+1,15.000 TL,15000
1220,Konak,2+1,15.000 TL,15000
1221,Buca,1+1,15.500 TL,15500
1222,Buca,2+0,15.000 TL,15000
1223,Buca,1+1,15.000 TL,15000
1224,Torbalı,1+1,16.000 TL,16000
1225,Menemen,1+1,15.000 TL,15000
1226,Menderes,2+0,15.000 TL,15000
1227,Karabağlar,3+1,15.000 TL,15000
1228,Menemen,1+1,16.000 TL,16000
1229,Torbalı,1+1,15.000 TL,15000
1230,Aliağa,3+1,16.000 TL,16000
1231,Çiğli,2+1,15.000 TL,15000
1232,Buca,1+1,16.000 TL,16000
1233,Bayraklı,2+1,15.750 TL,15750
1234,Buca,1+1,15.000 TL,15000
1235,Ödemiş,3+1,15.000 TL,15000
1236,Buca,1+1,16.000 TL,16000
1237,Buca,1+1,16.000 TL,16000
1238,Buca,1+1,16.000 TL,16000
1239,Buca,1+1,15.000 TL,15000
1240,Buca,1+1,15.500 TL,15500
1241,Menemen,1+1,15.750 TL,15750
1242,Bayraklı,2+1,15.000 TL,15000
1243,Buca,1+1,16.000 TL,16000
1244,Buca,1+1,16.000 TL,16000
1245,Buca,1+1,16.000 TL,16000
1246,Buca,1+1,16.000 TL,16000
1247,Buca,2+0,15.000 TL,15000
1248,Buca,1+1,16.000 TL,16000
1249,Buca,1+1,15.500 TL,15500
1250,Buca,1+1,16.000 TL,16000
1251,Buca,1+1,16.000 TL,16000
1252,Buca,1+1,16.000 TL,16000
1253,Buca,1+1,15.000 TL,15000
1254,Karşıyaka,2+1,15.000 TL,15000
1255,Buca,1+1,16.000 TL,16000
1256,Buca,1+1,15.000 TL,15000
1257,Karabağlar,2+1,16.000 TL,16000
1258,Bayraklı,2+0,15.000 TL,15000
1259,Menemen,1+1,17.000 TL,17000
1260,Menemen,1+1,17.000 TL,17000
1261,Bornova,Stüdyo (1+0),16.500 TL,16500
1262,Menemen,1+1,16.990 TL,16990
1263,Buca,1+1,17.000 TL,17000
1264,Torbalı,2+1,16.500 TL,16500
1265,Bornova,1+1,16.500 TL,16500
1266,Buca,1+1,16.500 TL,16500
1267,Buca,1+1,17.000 TL,17000
1268,Menemen,1+1,17.000 TL,17000
1269,Buca,1+1,17.000 TL,17000
