District,Rooms,Price,PriceInt
Buca,1+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Menemen,1+1,17.500 TL,17500
Menemen,1+1,18.000 TL,18000
Buca,1+1,18.500 TL,18500
Buca,2+1,17.500 TL,17500
Buca,2+1,18.000 TL,18000
Karabağlar,1+1,18.250 TL,18250
Menemen,1+1,18.000 TL,18000
Buca,2+1,18.000 TL,18000
Buca,1+1,17.500 TL,17500
Buca,1+1,17.500 TL,17500
Karabağlar,2+1,18.500 TL,18500
Bergama,2+1,17.500 TL,17500
Torbalı,2+1,18.500 TL,18500
Karşıyaka,3+1,18.000 TL,18000
Ödemiş,2+1,18.000 TL,18000
Buca,2+1,17.500 TL,17500
Menemen,1+1,17.500 TL,17500
Menemen,1+1,18.000 TL,18000
Bergama,3+1,17.500 TL,17500
Menemen,1+1,18.000 TL,18000
Menemen,2+1,18.000 TL,18000
Karabağlar,3+1,18.000 TL,18000
Çiğli,1+1,18.000 TL,18000
Buca,1+1,17.500 TL,17500
Buca,1+1,18.000 TL,18000
Buca,2+1,17.500 TL,17500
Çiğli,1+1,17.500 TL,17500
Buca,2+1,18.000 TL,18000
Bornova,1+1,18.000 TL,18000
Torbalı,2+1,18.500 TL,18500
Bayraklı,2+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Buca,2+1,18.000 TL,18000
Torbalı,1+1,18.000 TL,18000
Bornova,1+1,18.000 TL,18000
Menemen,2+1,18.000 TL,18000
Buca,1+1,17.500 TL,17500
Buca,1+1,18.000 TL,18000
Menemen,2+1,17.500 TL,17500
Torbalı,2+1,18.500 TL,18500
Buca,2+1,18.500 TL,18500
Buca,1+1,18.000 TL,18000
Torbalı,1+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Aliağa,2+1,18.500 TL,18500
Çiğli,2+1,18.000 TL,18000
Buca,1+1,18.250 TL,18250
Karabağlar,1+1,18.000 TL,18000
Buca,1+1,18.500 TL,18500
Buca,1+1,18.000 TL,18000
Menemen,1+1,18.000 TL,18000
Menemen,1+1,17.500 TL,17500
Bayraklı,2+1,17.500 TL,17500
Buca,2+1,18.000 TL,18000
Buca,1+1,17.500 TL,17500
Konak,2+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Seferihisar,1+1,17.500 TL,17500
Menemen,1+1,17.500 TL,17500
Tire,2+1,18.000 TL,18000
Çiğli,3+1,18.000 TL,18000
Bergama,2+1,18.500 TL,18500
Konak,Stüdyo (1+0),18.000 TL,18000
Buca,Stüdyo (1+0),17.500 TL,17500
Torbalı,1+1,18.500 TL,18500
Bayraklı,2+1,18.000 TL,18000
Menemen,2+1,17.500 TL,17500
Buca,3+1,18.000 TL,18000
Buca,1+1,18.400 TL,18400
Buca,1+1,17.500 TL,17500
Bornova,2+1,18.500 TL,18500
Menemen,1+1,18.000 TL,18000
Menemen,2+1,18.000 TL,18000
Karabağlar,2+1,17.500 TL,17500
Torbalı,3+1,18.000 TL,18000
Torbalı,1+1,18.000 TL,18000
Buca,1+1,18.500 TL,18500
Buca,1+1,18.000 TL,18000
Menemen,1+1,18.000 TL,18000
Torbalı,3+1,18.000 TL,18000
Torbalı,1+1,17.500 TL,17500
Bornova,2+1,17.500 TL,17500
Karabağlar,3+1,17.500 TL,17500
Menemen,1+1,18.000 TL,18000
Karabağlar,3+1,18.000 TL,18000
Tire,3+1,18.000 TL,18000
Menemen,3+1,18.000 TL,18000
Bornova,3+1,18.000 TL,18000
Menemen,1+1,18.000 TL,18000
Menemen,1+1,18.500 TL,18500
Karşıyaka,Stüdyo (1+0),18.000 TL,18000
Aliağa,3+1,18.500 TL,18500
Çiğli,1+1,18.500 TL,18500
Buca,1+1,18.500 TL,18500
Menemen,1+1,18.000 TL,18000
Bornova,2+1,18.500 TL,18500
Gaziemir,2+1,18.000 TL,18000
Ödemiş,1.5+1,18.000 TL,18000
Torbalı,1+1,17.500 TL,17500
Aliağa,3+1,18.000 TL,18000
Karabağlar,2+1,18.000 TL,18000
Menemen,1+1,17.500 TL,17500
Buca,1+1,17.500 TL,17500
Buca,2+1,18.000 TL,18000
Menemen,1+1,18.000 TL,18000
Karabağlar,2+1,18.500 TL,18500
Menemen,2+1,18.000 TL,18000
Menemen,1+1,18.500 TL,18500
Konak,1+1,17.500 TL,17500
Buca,1+1,17.500 TL,17500
Buca,1+1,18.000 TL,18000
Buca,1+1,18.500 TL,18500
Buca,1+1,18.000 TL,18000
Menemen,1+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Buca,2+0,18.000 TL,18000
Çiğli,2+1,18.000 TL,18000
Selçuk,2+1,18.000 TL,18000
Bornova,1.5+1,18.000 TL,18000
Menemen,1+1,18.000 TL,18000
Bornova,1+1,18.000 TL,18000
Bergama,3+1,17.500 TL,17500
Menemen,2+1,18.000 TL,18000
Buca,1+1,17.500 TL,17500
Torbalı,2+1,18.000 TL,18000
Torbalı,1+1,18.500 TL,18500
Buca,1+1,18.000 TL,18000
Buca,2+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Çiğli,1+1,18.000 TL,18000
Tire,2+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Menemen,1+1,18.000 TL,18000
Aliağa,3+1,18.000 TL,18000
Kemalpaşa,1+1,18.000 TL,18000
Torbalı,3+1,18.000 TL,18000
Karabağlar,3+1,18.000 TL,18000
Buca,2+1,18.500 TL,18500
Karşıyaka,2+1,18.200 TL,18200
Bornova,1+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Torbalı,2+1,18.000 TL,18000
Konak,2+1,18.500 TL,18500
Bornova,,18.000 TL,18000
Gaziemir,1+1,17.500 TL,17500
Buca,1+1,18.000 TL,18000
Bergama,2+1,18.000 TL,18000
Çiğli,3+1,18.000 TL,18000
Konak,2+1,18.000 TL,18000
Karabağlar,2+1,17.500 TL,17500
Menemen,1+1,17.500 TL,17500
Buca,1+1,18.000 TL,18000
Seferihisar,1+1,17.500 TL,17500
Buca,1+1,18.000 TL,18000
Menemen,2+1,18.500 TL,18500
Torbalı,2+1,18.500 TL,18500
Bergama,2+1,18.500 TL,18500
Buca,1+1,18.000 TL,18000
Karabağlar,2+1,17.500 TL,17500
Bornova,3+1,18.000 TL,18000
Konak,2+1,18.000 TL,18000
Menemen,1+1,18.000 TL,18000
Konak,1+1,18.500 TL,18500
Buca,2+1,18.000 TL,18000
Torbalı,3+1,17.750 TL,17750
Torbalı,1+1,17.500 TL,17500
Bergama,3+1,18.000 TL,18000
Buca,2+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Menemen,1+1,18.000 TL,18000
Bornova,2+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Menemen,1+1,17.500 TL,17500
Konak,3+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Torbalı,1+1,17.500 TL,17500
Buca,1+1,18.000 TL,18000
Karabağlar,2+1,18.500 TL,18500
Menemen,1+1,18.000 TL,18000
Konak,2+1,18.499 TL,18499
Bayraklı,1+1,18.000 TL,18000
Menemen,2+1,18.000 TL,18000
Menemen,1+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Buca,1+1,18.500 TL,18500
Buca,1+1,18.250 TL,18250
Buca,3+1,18.000 TL,18000
Buca,2+1,18.000 TL,18000
Menemen,1+1,18.500 TL,18500
Bergama,3+1,18.000 TL,18000
Buca,1+1,17.500 TL,17500
Bornova,2+1,18.000 TL,18000
Buca,2+1,18.000 TL,18000
Torbalı,1+1,17.500 TL,17500
Buca,1+1,18.000 TL,18000
Bergama,3+1,18.000 TL,18000
Buca,2+0,18.500 TL,18500
Bornova,2+1,18.000 TL,18000
Buca,1+1,18.500 TL,18500
Buca,1+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Menemen,1+1,18.000 TL,18000
Menemen,1+1,18.000 TL,18000
Bayraklı,2+1,18.000 TL,18000
Menemen,2+1,18.000 TL,18000
Gaziemir,2+1,18.500 TL,18500
Buca,1+1,18.000 TL,18000
Bayraklı,1+1,18.500 TL,18500
Konak,1+1,17.500 TL,17500
Menemen,1+1,17.500 TL,17500
Buca,1+1,18.000 TL,18000
Tire,3+1,18.000 TL,18000
Karabağlar,2+1,18.000 TL,18000
Çiğli,Stüdyo (1+0),18.000 TL,18000
Buca,1+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Tire,3+1,18.500 TL,18500
Buca,2+1,18.000 TL,18000
Buca,1+1,18.500 TL,18500
Bornova,1+1,18.000 TL,18000
Karabağlar,2+1,18.000 TL,18000
Menderes,2+1,18.000 TL,18000
Ödemiş,3+1,18.000 TL,18000
Torbalı,2+1,18.500 TL,18500
Karabağlar,2+1,17.500 TL,17500
Bergama,2+1,18.000 TL,18000
Bayraklı,2+1,18.000 TL,18000
Buca,2+1,18.000 TL,18000
Tire,1+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Konak,3+1,18.000 TL,18000
Buca,1+1,18.500 TL,18500
Menemen,2+0,18.000 TL,18000
Menemen,1+1,18.000 TL,18000
Bornova,2+1,17.500 TL,17500
Karabağlar,2+1,18.000 TL,18000
Torbalı,1+1,17.500 TL,17500
Buca,1+1,18.001 TL,18001
Buca,1+1,17.500 TL,17500
Menemen,3+1,17.500 TL,17500
Seferihisar,1+1,18.000 TL,18000
Bergama,2+1,18.000 TL,18000
Buca,1+1,18.500 TL,18500
Buca,Stüdyo (1+0),18.500 TL,18500
Bornova,2+1,18.000 TL,18000
Çiğli,3+1,18.000 TL,18000
Çiğli,2+1,18.250 TL,18250
Buca,Stüdyo (1+0),18.000 TL,18000
Menemen,1+1,18.500 TL,18500
Torbalı,2+1,18.000 TL,18000
Menemen,1+1,17.500 TL,17500
Çiğli,3+1,18.500 TL,18500
Foça,2+1,17.500 TL,17500
Ödemiş,2+1,18.000 TL,18000
Çeşme,10 Üzeri,17.500 TL,17500
Foça,2+1,18.000 TL,18000
Menemen,2+1,18.000 TL,18000
Menemen,1+1,18.000 TL,18000
Menemen,3+1,18.000 TL,18000
Buca,1+1,17.500 TL,17500
Buca,1+1,18.000 TL,18000
Torbalı,2+1,18.000 TL,18000
Karabağlar,Stüdyo (1+0),18.000 TL,18000
Buca,2+1,18.000 TL,18000
Menemen,1+1,18.000 TL,18000
Buca,Stüdyo (1+0),17.500 TL,17500
Karabağlar,1+1,18.000 TL,18000
Buca,2+1,18.000 TL,18000
Buca,2+1,18.000 TL,18000
Menemen,2+1,17.500 TL,17500
Bayraklı,2+1,18.000 TL,18000
Torbalı,2+1,18.000 TL,18000
Buca,2+0,17.500 TL,17500
Buca,1+1,18.000 TL,18000
Menemen,2+1,18.000 TL,18000
Karabağlar,2+1,18.500 TL,18500
Buca,2+0,18.000 TL,18000
Buca,3+1,18.000 TL,18000
Buca,1+1,17.500 TL,17500
Seferihisar,1+1,18.500 TL,18500
Buca,2+1,17.500 TL,17500
Torbalı,1+1,18.000 TL,18000
Gaziemir,2+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Buca,1+1,18.500 TL,18500
Buca,1+1,17.500 TL,17500
Buca,Stüdyo (1+0),18.000 TL,18000
Bergama,1+1,17.500 TL,17500
Karabağlar,3+1,18.000 TL,18000
Buca,1+1,17.500 TL,17500
Menemen,1+1,17.500 TL,17500
Buca,3+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Menemen,2+1,18.500 TL,18500
Bornova,Stüdyo (1+0),18.000 TL,18000
Menemen,2+1,18.000 TL,18000
Menemen,2+1,18.000 TL,18000
Torbalı,2+1,17.500 TL,17500
Karabağlar,2+1,18.000 TL,18000
Menemen,1+1,18.000 TL,18000
Torbalı,2+1,18.500 TL,18500
Karabağlar,2+1,18.000 TL,18000
Bornova,3+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Buca,2+1,18.000 TL,18000
Bornova,1+1,18.000 TL,18000
Menemen,1+1,18.500 TL,18500
Buca,1+1,18.000 TL,18000
Buca,2+1,18.000 TL,18000
Buca,1+1,17.500 TL,17500
Bornova,2+1,17.500 TL,17500
Çiğli,3+1,18.000 TL,18000
Buca,1+1,17.500 TL,17500
Karşıyaka,3+1,18.250 TL,18250
Bornova,2+1,17.500 TL,17500
Kemalpaşa,3+1,17.500 TL,17500
Buca,1+1,17.500 TL,17500
Aliağa,2+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Menemen,2+1,18.250 TL,18250
Torbalı,2+1,18.000 TL,18000
Bornova,1+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Menemen,1+1,18.500 TL,18500
Buca,1+1,18.000 TL,18000
Torbalı,2+1,18.000 TL,18000
Karşıyaka,3+1,18.000 TL,18000
Menemen,1+1,18.000 TL,18000
Ödemiş,3+1,18.500 TL,18500
Konak,2+1,18.000 TL,18000
Ödemiş,3+1,18.000 TL,18000
Torbalı,2+1,18.500 TL,18500
Buca,1+1,18.000 TL,18000
Karabağlar,2+1,18.500 TL,18500
Buca,1+1,18.000 TL,18000
Buca,2+1,17.500 TL,17500
Karabağlar,2+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Konak,2+1,17.500 TL,17500
Torbalı,1+1,18.250 TL,18250
Çiğli,1+1,18.000 TL,18000
Torbalı,2+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Menemen,2+1,18.000 TL,18000
Torbalı,1+1,18.000 TL,18000
Menemen,1+1,17.500 TL,17500
Torbalı,2+1,17.500 TL,17500
Torbalı,3+1,17.500 TL,17500
Foça,2+1,18.000 TL,18000
Seferihisar,1+1,17.500 TL,17500
Ödemiş,2+1,17.500 TL,17500
Buca,1+1,18.000 TL,18000
Menemen,1+1,18.000 TL,18000
Bergama,2+1,18.000 TL,18000
Bayraklı,2+1,18.500 TL,18500
Torbalı,1+1,18.000 TL,18000
Buca,1+1,18.000 TL,18000
Buca,2+1,18.000 TL,18000
Seferihisar,1+1,18.500 TL,18500
