District,Neighborhood,Rooms,Price,PriceInt
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,40.000 TL,40000
Bornova,Bornova / Erzene Mah.,3+1,52.000 TL,52000
Bornova,Altındağ / Yeşilova Mh.,2+1,45.000 TL,45000
Bornova,Bornova / Erzene Mah.,4+1,90.000 TL,90000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,45.000 TL,45000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,40.000 TL,40000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,75.000 TL,75000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,42.000 TL,42000
Bornova,Naldöken / Evka 3 Mah.,3+1,40.000 TL,40000
Bornova,Atatürk / İnönü Mh.,3+1,55.000 TL,55000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,40.500 TL,40500
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,50.000 TL,50000
Bornova,Işıkkent / Karacaoğlan Mh.,2+1,51.000 TL,51000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,55.000 TL,55000
Bornova,Altındağ / Yeşilova Mh.,3+1,40.500 TL,40500
Bornova,Altındağ / Yeşilova Mh.,3+1,85.000 TL,85000
Bornova,Bornova / Erzene Mah.,3+1,50.000 TL,50000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,45.000 TL,45000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,43.000 TL,43000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,54.000 TL,54000
Bornova,Altındağ / Koşukavak Mh.,3+1,57.000 TL,57000
Bornova,Çamdibi / Gazi Osman Paşa Mh.,3+1,40.500 TL,40500
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,55.000 TL,55000
Bornova,Naldöken / Evka 3 Mah.,4+1,85.000 TL,85000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,42.000 TL,42000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,45.000 TL,45000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,70.000 TL,70000
Bornova,Çamdibi / Meriç Mh.,2+1,45.000 TL,45000
Bornova,Atatürk / Atatürk Mh.,2+1,42.000 TL,42000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,45.000 TL,45000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,40.000 TL,40000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,50.000 TL,50000
Bornova,Köyler / Eğridere Mh.,4+1,45.000 TL,45000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,45.000 TL,45000
Bornova,Naldöken / Mevlana Mah.,3+1,45.000 TL,45000
Bornova,Naldöken / Doğanlar Mh.,3+1,40.000 TL,40000
Bornova,Naldöken / Evka 3 Mah.,2+1,57.000 TL,57000
Bornova,Naldöken / Evka 3 Mah.,5+1,60.000 TL,60000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,43.000 TL,43000
Bornova,Bornova / Ergene Mah.,3+1,54.000 TL,54000
Bornova,Kazımdirik / Kazımdirik Mh.,3+1,95.000 TL,95000
Bornova,Bornova / Erzene Mah.,3+1,47.000 TL,47000
Bornova,Altındağ / Yeşilova Mh.,2+1,40.000 TL,40000
Bornova,Kazımdirik / Kazımdirik Mh.,3+1,55.000 TL,55000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,55.000 TL,55000
Bornova,Naldöken / Evka 3 Mah.,3+1,60.000 TL,60000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,41.500 TL,41500
Bornova,Işıkkent / Karacaoğlan Mh.,1+1,45.000 TL,45000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,75.000 TL,75000
Bornova,Kazımdirik / Kazımdirik Mh.,3+1,80.000 TL,80000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,52.000 TL,52000
Bornova,Atatürk / Atatürk Mh.,1+1,42.000 TL,42000
Bornova,Altındağ / Yeşilova Mh.,3+1,46.000 TL,46000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,54.000 TL,54000
Bornova,Bornova / Ergene Mah.,4+1,45.000 TL,45000
Bornova,Çamdibi / Meriç Mh.,3+1,63.000 TL,63000
Bornova,Naldöken / Evka 3 Mah.,4+1,70.000 TL,70000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,40.000 TL,40000
Bornova,Bornova / Erzene Mah.,2+1,40.000 TL,40000
Bornova,Kazımdirik / Kazımdirik Mh.,3+1,43.000 TL,43000
Bornova,Naldöken / Mevlana Mah.,3+1,42.000 TL,42000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,41.000 TL,41000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,50.000 TL,50000
Bornova,Işıkkent / Karacaoğlan Mh.,3+1,70.000 TL,70000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,46.000 TL,46000
Bornova,Çamdibi / Gazi Osman Paşa Mh.,3+1,46.000 TL,46000
Bornova,Işıkkent / Karacaoğlan Mh.,2+1,55.000 TL,55000
Bornova,Altındağ / Koşukavak Mh.,3+1,42.000 TL,42000
Bornova,Bornova / Erzene Mah.,3+1,90.000 TL,90000
Bornova,Altındağ / Yeşilova Mh.,3+1,40.000 TL,40000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,48.000 TL,48000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,45.000 TL,45000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,40.000 TL,40000
Bornova,Naldöken / Evka 3 Mah.,3+1,65.000 TL,65000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,60.000 TL,60000
Bornova,Kazımdirik / Kazımdirik Mh.,3+1,45.000 TL,45000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,40.000 TL,40000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,47.000 TL,47000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,45.000 TL,45000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,59.900 TL,59900
Bornova,Işıkkent / Karacaoğlan Mh.,1+1,40.500 TL,40500
Bornova,Bornova / Erzene Mah.,3+1,42.000 TL,42000
Bornova,Altındağ / Yeşilova Mh.,2+1,51.000 TL,51000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,55.000 TL,55000
Bornova,Kazımdirik / Kazımdirik Mh.,3+1,43.000 TL,43000
Bornova,Atatürk / Atatürk Mh.,3+1,40.000 TL,40000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,45.000 TL,45000
Bornova,Çamdibi / Rafet Paşa Mh.,2+1,55.000 TL,55000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,45.000 TL,45000
Bornova,Atatürk / Evka 4 Mah.,2+1,40.000 TL,40000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,40.000 TL,40000
Bornova,Bornova / Erzene Mah.,1+1,45.000 TL,45000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,40.000 TL,40000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,47.500 TL,47500
Bornova,Kazımdirik / Kazımdirik Mh.,3+1,90.000 TL,90000
Bornova,Naldöken / Evka 3 Mah.,3+1,90.000 TL,90000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,45.000 TL,45000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,40.000 TL,40000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,48.000 TL,48000
Bornova,Atatürk / Atatürk Mh.,2+1,55.000 TL,55000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,44.000 TL,44000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,42.000 TL,42000
Bornova,Atatürk / İnönü Mh.,4+1,75.000 TL,75000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,45.000 TL,45000
Bornova,Kazımdirik / Kazımdirik Mh.,3+1,42.000 TL,42000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,47.500 TL,47500
Bornova,Kazımdirik / Kazımdirik Mh.,3+1,45.000 TL,45000
Bornova,Kazımdirik / Kazımdirik Mh.,3+1,42.000 TL,42000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,45.000 TL,45000
Bornova,Naldöken / Mevlana Mah.,3+1,42.000 TL,42000
Bornova,Bornova / Ergene Mah.,2+1,45.000 TL,45000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,45.000 TL,45000
Bornova,Çamdibi / Tuna Mah.,3+1,45.000 TL,45000
Bornova,Bornova / Erzene Mah.,2+1,40.000 TL,40000
Bornova,Naldöken / Evka 3 Mah.,3+1,90.000 TL,90000
Bornova,Bornova / Erzene Mah.,2+1,40.000 TL,40000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,60.000 TL,60000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,40.000 TL,40000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,40.000 TL,40000
Bornova,Naldöken / Evka 3 Mah.,4+1,95.000 TL,95000
Bornova,Altındağ / Yeşilova Mh.,2+1,40.000 TL,40000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,47.000 TL,47000
Bornova,Kazımdirik / Kazımdirik Mh.,3+1,90.000 TL,90000
Bornova,Naldöken / Evka 3 Mah.,3+1,45.000 TL,45000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,40.000 TL,40000
Bornova,Kazımdirik / Kazımdirik Mh.,4+2,85.000 TL,85000
Bornova,Atatürk / İnönü Mh.,6+1,52.500 TL,52500
Bornova,Naldöken / Evka 3 Mah.,3+1,50.000 TL,50000
Bornova,Naldöken / Evka 3 Mah.,4+1,75.000 TL,75000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,58.000 TL,58000
Bornova,Kazımdirik / Kazımdirik Mh.,3+1,52.000 TL,52000
Bornova,Naldöken / Evka 3 Mah.,4+1,95.000 TL,95000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,40.000 TL,40000
Bornova,Naldöken / Evka 3 Mah.,3+1,53.000 TL,53000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,45.000 TL,45000
Bornova,Kazımdirik / Kazımdirik Mh.,3+1,42.000 TL,42000
Bornova,Çamdibi / Meriç Mh.,1+1,44.500 TL,44500
Bornova,Bornova / Erzene Mah.,2+1,43.000 TL,43000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,44.000 TL,44000
Bornova,Çamdibi / Rafet Paşa Mh.,2+1,44.000 TL,44000
Bornova,Çamdibi / Barbaros Mah.,Stüdyo (1+0),60.000 TL,60000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,41.000 TL,41000
Bornova,Çamdibi / Rafet Paşa Mh.,3+1,50.000 TL,50000
Bornova,Köyler / Beşyol Mh.,3+1,80.000 TL,80000
Bornova,Köyler / Karaçam Mh.,4+1,85.000 TL,85000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,41.000 TL,41000
Bornova,Bornova / Erzene Mah.,3+1,40.000 TL,40000
Bornova,Kazımdirik / Kazımdirik Mh.,3+1,42.500 TL,42500
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,42.500 TL,42500
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,45.000 TL,45000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,45.000 TL,45000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,40.000 TL,40000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,50.000 TL,50000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,42.250 TL,42250
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,40.000 TL,40000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,55.000 TL,55000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,45.000 TL,45000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,45.000 TL,45000
Bornova,Kazımdirik / Kazımdirik Mh.,1+1,45.000 TL,45000
Bornova,Bornova / Erzene Mah.,4+1,95.000 TL,95000
Bornova,Naldöken / Evka 3 Mah.,4+1,130.000 TL,130000
Bornova,Kazımdirik / Kazımdirik Mh.,4+1,235.000 TL,235000
Bornova,Naldöken / Evka 3 Mah.,10+2,450.000 TL,450000
Bornova,Bornova / Erzene Mah.,4+1,125.000 TL,125000
Bornova,Bornova / Ergene Mah.,3+1,110.000 TL,110000
Bornova,Kazımdirik / Kazımdirik Mh.,3+1,100.000 TL,100000
Bornova,Naldöken / Evka 3 Mah.,4+1,100.000 TL,100000
Bornova,Bornova / Erzene Mah.,4+1,120.000 TL,120000
Bornova,Bornova / Erzene Mah.,7+2,160.000 TL,160000
Bornova,Kazımdirik / Kazımdirik Mh.,3+1,140.000 TL,140000
Bornova,Kazımdirik / Kazımdirik Mh.,4+1,185.000 TL,185000
Bornova,Bornova / Erzene Mah.,4+1,100.000 TL,100000
Bornova,Kazımdirik / Kazımdirik Mh.,3+1,130.000 TL,130000
Bornova,Kazımdirik / Kazımdirik Mh.,6+1,250.000 TL,250000
Bornova,Naldöken / Evka 3 Mah.,4+1,130.000 TL,130000
Bornova,Kazımdirik / Kazımdirik Mh.,3+2,170.000 TL,170000
Bornova,Bornova / Erzene Mah.,4+1,125.000 TL,125000
Bornova,Kazımdirik / Kazımdirik Mh.,3+1,100.000 TL,100000
Bornova,Naldöken / Evka 3 Mah.,6+2,175.000 TL,175000
Bornova,Kazımdirik / Kazımdirik Mh.,3+1,100.000 TL,100000
Bornova,Naldöken / Evka 3 Mah.,3+1,115.000 TL,115000
Bornova,Kazımdirik / Kazımdirik Mh.,4+1,225.000 TL,225000
Bornova,Naldöken / Evka 3 Mah.,4+1,100.000 TL,100000
Bornova,Naldöken / Evka 3 Mah.,4+1,100.000 TL,100000
Bornova,Naldöken / Evka 3 Mah.,4+1,200.000 TL,200000
Bornova,Naldöken / Evka 3 Mah.,3+1,112.000 TL,112000
Bornova,Naldöken / Evka 3 Mah.,4+1,130.000 TL,130000
Bornova,Bornova / Erzene Mah.,6+1,220.000 TL,220000
Bornova,Naldöken / Evka 3 Mah.,6+1,275.000 TL,275000
Bornova,Naldöken / Evka 3 Mah.,4+1,135.000 TL,135000
Bornova,Kazımdirik / Kazımdirik Mh.,7+1,250.000 TL,250000
Bornova,Naldöken / Evka 3 Mah.,2+1,100.000 TL,100000
Bornova,Naldöken / Evka 3 Mah.,4+1,200.000 TL,200000
Bornova,Bornova / Ergene Mah.,5+1,200.000 TL,200000
Bornova,Naldöken / Evka 3 Mah.,4+1,100.000 TL,100000
Bornova,Altındağ / Yeşilova Mh.,4+1,250.000 TL,250000
Bornova,Naldöken / Evka 3 Mah.,3+2,130.000 TL,130000
Bornova,Bornova / Erzene Mah.,4+1,117.000 TL,117000
Bornova,Kazımdirik / Kazımdirik Mh.,3+1,185.000 TL,185000
Bornova,Naldöken / Evka 3 Mah.,4+1,110.000 TL,110000
Bornova,Naldöken / Evka 3 Mah.,4+1,230.000 TL,230000
Bornova,Naldöken / Evka 3 Mah.,6+2,400.000 TL,400000
Bornova,Altındağ / Yeşilova Mh.,3+1,145.000 TL,145000
Bornova,Naldöken / Evka 3 Mah.,5+1,150.000 TL,150000
Bornova,Kazımdirik / Kazımdirik Mh.,4+1,120.000 TL,120000
Bornova,Kazımdirik / Kazımdirik Mh.,4+1,180.000 TL,180000
Bornova,Kazımdirik / Kazımdirik Mh.,2+1,250.000 TL,250000
Bornova,Kazımdirik / Kazımdirik Mh.,6+2,300.000 TL,300000
Bornova,Kazımdirik / Kazımdirik Mh.,5+2,245.000 TL,245000
Bornova,Kazımdirik / Kazımdirik Mh.,5+1,275.000 TL,275000
Bornova,Bornova / Erzene Mah.,6+2,320.000 TL,320000
Bornova,Kazımdirik / Kazımdirik Mh.,3+1,175.000 TL,175000
Bornova,Bornova / Ergene Mah.,5+1,300.000 TL,300000
Bornova,Kazımdirik / Kazımdirik Mh.,6+2,300.000 TL,300000
Bornova,Bornova / Ergene Mah.,6+1,110.000 TL,110000
Bornova,Kazımdirik / Kazımdirik Mh.,4+1,165.000 TL,165000
Bornova,Kazımdirik / Kazımdirik Mh.,5+1,225.000 TL,225000
Buca,Buca / Kuruçeşme Mh.,1+1,19.000 TL,19000
Buca,Buca / Adatepe Mah.,1+1,17.500 TL,17500
Buca,Buca / Adatepe Mah.,1+1,19.500 TL,19500
Buca,Buca / Dumlupınar Mh.,1+1,18.000 TL,18000
Buca,Buca / Atatürk Mh.,1+1,15.000 TL,15000
Buca,Buca / Yaylacık Mh.,1+1,18.000 TL,18000
Buca,Buca / Kuruçeşme Mh.,1+1,15.000 TL,15000
Buca,Buca / Atatürk Mh.,1+1,17.000 TL,17000
Buca,Buca / Yaylacık Mh.,2+0,19.000 TL,19000
Buca,Buca / Atatürk Mh.,1+1,19.000 TL,19000
Buca,Buca / Atatürk Mh.,2+1,16.000 TL,16000
Buca,Buca / Kozağaç Mh.,2+1,18.500 TL,18500
Buca,Buca / Atatürk Mh.,Stüdyo (1+0),11.500 TL,11500
Buca,Şirinyer / Göksu Mh.,2+1,19.000 TL,19000
Buca,Buca / Kozağaç Mh.,1+1,18.000 TL,18000
Buca,Buca / Atatürk Mh.,1+1,16.000 TL,16000
Buca,Buca / Atatürk Mh.,1+1,18.250 TL,18250
Buca,İşçievleri / Ufuk Mah.,1+1,17.500 TL,17500
Buca,Buca / Adatepe Mah.,1+1,16.000 TL,16000
Buca,Buca / Yenigün Mh.,1+1,18.500 TL,18500
Buca,Buca / Atatürk Mh.,1+1,19.000 TL,19000
Buca,Buca / Kuruçeşme Mh.,1+1,18.000 TL,18000
Buca,Buca / Yaylacık Mh.,1+1,17.250 TL,17250
Buca,Buca / Adatepe Mah.,1+1,18.000 TL,18000
Buca,Buca / Kuruçeşme Mh.,1+1,16.000 TL,16000
Buca,Buca / Adatepe Mah.,1+1,16.500 TL,16500
Buca,Buca / Adatepe Mah.,1+1,18.500 TL,18500
Buca,Buca / Atatürk Mh.,2+0,17.000 TL,17000
Buca,İşçievleri / Barış Mh.,1+1,18.000 TL,18000
Buca,Buca / Kozağaç Mh.,2+1,19.000 TL,19000
Buca,Buca / Adatepe Mah.,1+1,15.000 TL,15000
Buca,Buca / Atatürk Mh.,1+1,18.500 TL,18500
Buca,Buca / Yıldız Mh.,2+1,14.500 TL,14500
Buca,Buca / Çamlıpınar Mh.,2+1,18.000 TL,18000
Buca,Buca / Adatepe Mah.,2+1,17.000 TL,17000
Buca,Buca / Kuruçeşme Mh.,1+1,18.000 TL,18000
Buca,Buca / Kuruçeşme Mh.,Stüdyo (1+0),16.000 TL,16000
Buca,Buca / Adatepe Mah.,1+1,18.000 TL,18000
Buca,Buca / Atatürk Mh.,2+0,18.500 TL,18500
Buca,Buca / Kuruçeşme Mh.,1+1,17.000 TL,17000
Buca,Buca / Kuruçeşme Mh.,1+1,17.000 TL,17000
Buca,Buca / Kuruçeşme Mh.,1+1,18.000 TL,18000
Buca,Buca / Adatepe Mah.,1+1,18.000 TL,18000
Buca,İşçievleri / Hürriyet Mh.,1+1,19.500 TL,19500
Buca,Buca / Atatürk Mh.,1+1,17.500 TL,17500
Buca,Şirinyer / Göksu Mh.,2+1,18.000 TL,18000
Buca,Buca / Yenigün Mh.,2+1,19.000 TL,19000
Buca,Buca / Adatepe Mah.,1+1,19.000 TL,19000
Buca,Buca / Kuruçeşme Mh.,1+1,16.100 TL,16100
Buca,Buca / Kuruçeşme Mh.,1+1,15.000 TL,15000
Buca,Buca / Atatürk Mh.,2+1,17.000 TL,17000
Buca,Buca / Adatepe Mah.,1+1,17.000 TL,17000
Buca,Buca / Atatürk Mh.,1+1,18.000 TL,18000
Buca,Buca / Yaylacık Mh.,1+1,19.000 TL,19000
Buca,Buca / Adatepe Mah.,Stüdyo (1+0),7.000 TL,7000
Buca,Buca / Adatepe Mah.,1+1,18.500 TL,18500
Buca,Buca / Kuruçeşme Mh.,Stüdyo (1+0),7.000 TL,7000
Buca,Buca / Kuruçeşme Mh.,1+1,16.250 TL,16250
Buca,Şirinyer / Yeşilbağlar Mh.,1+1,18.000 TL,18000
Buca,Buca / Kozağaç Mh.,1+1,18.000 TL,18000
Buca,Buca / Kozağaç Mh.,1+1,17.000 TL,17000
Buca,Buca / Kuruçeşme Mh.,1+1,16.500 TL,16500
Buca,Buca / İzkent Mh.,2+1,17.000 TL,17000
Buca,Şirinyer / Fırat Mh.,2+1,14.000 TL,14000
Buca,Buca / Atatürk Mh.,1+1,14.500 TL,14500
Buca,Buca / Kuruçeşme Mh.,1+1,18.000 TL,18000
Buca,Buca / Kuruçeşme Mh.,1+1,18.000 TL,18000
Buca,Şirinyer / Mustafa Kemal Mah.,1+1,18.500 TL,18500
Buca,Buca / Yıldız Mh.,1+1,15.500 TL,15500
Buca,Buca / Kuruçeşme Mh.,1+1,15.500 TL,15500
Buca,Buca / Atatürk Mh.,1+1,17.500 TL,17500
Buca,Buca / Adatepe Mah.,1+1,18.000 TL,18000
Buca,Buca / Buca Koop. Mah.,1+1,18.000 TL,18000
Buca,Buca / Adatepe Mah.,1+1,17.000 TL,17000
Buca,İşçievleri / Hürriyet Mh.,1+1,19.000 TL,19000
Buca,Buca / Yaylacık Mh.,1+1,18.000 TL,18000
Buca,Buca / Adatepe Mah.,1+1,2.000 TL,2000
Buca,Buca / Adatepe Mah.,1+1,18.000 TL,18000
Buca,Buca / Kuruçeşme Mh.,1+1,18.000 TL,18000
Buca,Buca / Kuruçeşme Mh.,1+1,17.500 TL,17500
Buca,Şirinyer / İnönü Mh.,2+0,15.000 TL,15000
Buca,Şirinyer / Yeşilbağlar Mh.,3+1,16.500 TL,16500
Buca,Buca / Yaylacık Mh.,1+1,16.000 TL,16000
Buca,Buca / Kuruçeşme Mh.,1+1,17.500 TL,17500
Buca,Buca / Adatepe Mah.,1+1,19.000 TL,19000
Buca,Buca / Kozağaç Mh.,3+1,18.000 TL,18000
Buca,İşçievleri / Ufuk Mah.,3+1,18.000 TL,18000
Buca,Buca / Kuruçeşme Mh.,1+1,17.500 TL,17500
Buca,Şirinyer / İnönü Mh.,1+1,14.000 TL,14000
Buca,Buca / Adatepe Mah.,1+1,14.000 TL,14000
Buca,Şirinyer / Mustafa Kemal Mah.,1+1,19.500 TL,19500
Buca,Şirinyer / İnönü Mh.,2+1,17.000 TL,17000
Buca,Buca / Adatepe Mah.,1+1,19.000 TL,19000
Buca,Buca / Atatürk Mh.,1+1,18.500 TL,18500
Buca,Buca / Çamlıkule Mh.,2+1,18.000 TL,18000
Buca,Buca / Atatürk Mh.,1+1,18.000 TL,18000
Buca,Buca / Atatürk Mh.,1+1,16.000 TL,16000
Buca,Buca / Yaylacık Mh.,2+1,16.000 TL,16000
Buca,Buca / Buca Koop. Mah.,1+1,18.000 TL,18000
Buca,Buca / Kuruçeşme Mh.,1+1,18.000 TL,18000
Buca,Buca / Atatürk Mh.,1+1,18.500 TL,18500
Buca,Buca / Adatepe Mah.,2+1,10.000 TL,10000
Buca,Buca / Adatepe Mah.,2+1,18.000 TL,18000
Buca,İşçievleri / Hürriyet Mh.,3+1,19.000 TL,19000
Buca,Buca / Adatepe Mah.,1+1,15.000 TL,15000
Buca,Buca / Adatepe Mah.,1+1,18.000 TL,18000
Buca,Buca / Kuruçeşme Mh.,1+1,14.000 TL,14000
Buca,Buca / Adatepe Mah.,1+1,19.500 TL,19500
Buca,Buca / Yıldız Mh.,1+1,17.000 TL,17000
Buca,Buca / Kuruçeşme Mh.,1+1,18.000 TL,18000
Buca,Buca / Atatürk Mh.,1+1,18.000 TL,18000
Buca,Buca / Atatürk Mh.,1+1,15.000 TL,15000
Buca,Buca / Çamlıpınar Mh.,1+1,11.500 TL,11500
Buca,Buca / Menderes Mah.,1+1,17.500 TL,17500
Buca,Buca / Adatepe Mah.,Stüdyo (1+0),9.000 TL,9000
Buca,Buca / Kuruçeşme Mh.,1+1,18.000 TL,18000
Buca,Buca / Atatürk Mh.,1+1,15.000 TL,15000
Buca,Buca / Yaylacık Mh.,1+1,19.000 TL,19000
Buca,Buca / Kuruçeşme Mh.,1+1,17.500 TL,17500
Buca,Buca / Kuruçeşme Mh.,1+1,18.000 TL,18000
Buca,Buca / Kozağaç Mh.,3+1,19.999 TL,19999
Buca,Buca / Adatepe Mah.,1+1,17.500 TL,17500
Buca,Buca / Yaylacık Mh.,1+1,19.000 TL,19000
Buca,Buca / Kuruçeşme Mh.,1+1,17.000 TL,17000
Buca,Şirinyer / Göksu Mh.,2+1,18.000 TL,18000
Buca,Buca / Çamlıkule Mh.,1+1,16.000 TL,16000
Buca,Buca / Adatepe Mah.,1+1,19.000 TL,19000
Buca,Buca / Yıldız Mh.,1+1,16.500 TL,16500
Buca,Buca / Kuruçeşme Mh.,Stüdyo (1+0),10.000 TL,10000
Buca,Buca / Yaylacık Mh.,1+1,18.000 TL,18000
Buca,Buca / Atatürk Mh.,1+1,17.500 TL,17500
Buca,Buca / Kozağaç Mh.,1+1,18.500 TL,18500
Buca,Buca / Adatepe Mah.,1+1,19.000 TL,19000
Buca,Şirinyer / Mustafa Kemal Mah.,2+1,18.000 TL,18000
Buca,Buca / Kozağaç Mh.,1+1,18.500 TL,18500
Buca,Buca / Adatepe Mah.,1+1,19.000 TL,19000
Buca,Buca / Atatürk Mh.,1+1,17.000 TL,17000
Buca,Buca / Kozağaç Mh.,1+1,17.000 TL,17000
Buca,Buca / Adatepe Mah.,1+1,15.000 TL,15000
Buca,İşçievleri / Laleli Mah.,1+1,17.500 TL,17500
Buca,Şirinyer / Akıncılar Mh.,3+1,19.500 TL,19500
Buca,Buca / Yaylacık Mh.,1+1,18.000 TL,18000
Buca,Şirinyer / Göksu Mh.,2+1,16.000 TL,16000
Buca,Şirinyer / Fırat Mh.,2+1,17.000 TL,17000
Buca,Şirinyer / Göksu Mh.,2+1,17.500 TL,17500
Buca,Buca / Yaylacık Mh.,1+1,18.000 TL,18000
Buca,Buca / Adatepe Mah.,1+1,17.000 TL,17000
Buca,Buca / Kozağaç Mh.,1+1,18.000 TL,18000
Buca,Buca / Kuruçeşme Mh.,1+1,18.000 TL,18000
Buca,Buca / Yaylacık Mh.,1+1,19.000 TL,19000
Buca,Buca / Atatürk Mh.,1+1,17.000 TL,17000
Buca,Buca / Kozağaç Mh.,3+1,18.000 TL,18000
Buca,Şirinyer / Göksu Mh.,2+1,16.000 TL,16000
Buca,Buca / Kuruçeşme Mh.,2+1,18.000 TL,18000
Buca,Buca / Adatepe Mah.,1+1,17.500 TL,17500
Buca,Buca / Adatepe Mah.,1+1,16.000 TL,16000
Buca,Buca / Adatepe Mah.,1+1,16.000 TL,16000
Buca,Buca / Buca Koop. Mah.,Stüdyo (1+0),12.000 TL,12000
Buca,Buca / Yaylacık Mh.,1+1,16.000 TL,16000
Buca,Buca / Yıldız Mh.,1+1,18.500 TL,18500
Buca,Buca / Yaylacık Mh.,1+1,17.000 TL,17000
Buca,Buca / Atatürk Mh.,2+0,17.000 TL,17000
Buca,İşçievleri / Çamlık Mh.,2+1,16.500 TL,16500
Buca,Buca / Adatepe Mah.,1+1,13.500 TL,13500
Buca,Buca / Kuruçeşme Mh.,1+1,19.500 TL,19500
Buca,Şirinyer / Mustafa Kemal Mah.,2+1,18.000 TL,18000
Buca,Buca / Kuruçeşme Mh.,1+1,19.000 TL,19000
Buca,İşçievleri / Barış Mh.,3+1,19.000 TL,19000
Buca,Buca / Kuruçeşme Mh.,1+1,15.750 TL,15750
Buca,Buca / Kuruçeşme Mh.,2+0,15.000 TL,15000
Buca,Buca / İzkent Mh.,2+1,19.000 TL,19000
Buca,Buca / Kuruçeşme Mh.,1+1,17.500 TL,17500
Buca,Buca / Adatepe Mah.,1+1,14.500 TL,14500
Buca,Şirinyer / Yeşilbağlar Mh.,2+1,15.000 TL,15000
