District,Rooms,Price,unit_id,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
AyrancıGüzeltepe Mh.,4+1,104750.0,AyrancıGüzeltepe Mh._4+1,04,10.429216867469881,2.528548123980419,2.029220779220774,4.75
AyrancıGüzeltepe Mh.,4.5+1,80000.0,AyrancıGüzeltepe Mh._4.5+1,04,0.0,-15.492957746478877,-12.087912087912088,
AyrancıGüzeltepe Mh.,5+1,170000.0,AyrancıGüzeltepe Mh._5+1,04,0.0,0.0,4.615384615384616,
AyrancıGüzeltepe Mh.,5+2,130000.0,AyrancıGüzeltepe Mh._5+2,04,0.0,,8.333333333333332,
AyrancıGüzeltepe Mh.,Stüdyo (1+0),32000.0,AyrancıGüzeltepe Mh._Stüdyo (1+0),04,0.0,0.0,0.0,
BahçelievlerBahçelievler Mh.,1+1,42051.724137931036,BahçelievlerBahçelievler Mh._1+1,04,-0.7403697152785385,0.41169205434335354,7.2857540002322585,6.846486012891931
BahçelievlerBahçelievler Mh.,2+0,36000.0,BahçelievlerBahçelievler Mh._2+0,04,0.0,,,
BahçelievlerBahçelievler Mh.,2+1,43083.333333333336,BahçelievlerBahçelievler Mh._2+1,04,8.228663446054764,7.172470978441134,8.796296296296301,11.262553802008624
BahçelievlerBahçelievler Mh.,3+1,44854.83870967742,BahçelievlerBahçelievler Mh._3+1,04,0.9919173263885157,3.756744346228892,5.323953530208199,23.73748609566184
BahçelievlerBahçelievler Mh.,4+1,61500.0,BahçelievlerBahçelievler Mh._4+1,04,0.0,0.0,-6.106870229007633,
BahçelievlerBahçelievler Mh.,5+1,60500.0,BahçelievlerBahçelievler Mh._5+1,04,31.521739130434785,31.521739130434785,,
BahçelievlerEmek Mah.,1+1,36947.36842105263,BahçelievlerEmek Mah._1+1,04,0.717360114777632,-3.0093691982211426,6.323362362741392,10.703725606150213
BahçelievlerEmek Mah.,2+1,39017.857142857145,BahçelievlerEmek Mah._2+1,04,1.2980992118683354,4.047619047619054,6.489784778540243,1.9334439145759867
BahçelievlerEmek Mah.,3+1,43506.666666666664,BahçelievlerEmek Mah._3+1,04,2.8275941098951374,3.8965174129353177,0.11355876712969597,-4.950678583250583
