District,Rooms,Price,unit_id,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
DemetevlerMehmet Akif Ersoy Mah.,1+1,34275.0,DemetevlerMehmet Akif Ersoy Mah._1+1,04,-0.3481254781943282,-27.111392405063295,-2.6796805678793256,3.2768361581920904
DemetevlerMehmet Akif Ersoy Mah.,1.5+1,35000.0,DemetevlerMehmet Akif Ersoy Mah._1.5+1,04,0.0,0.0,0.0,
DemetevlerMehmet Akif Ersoy Mah.,2+1,38495.65217391304,DemetevlerMehmet Akif Ersoy Mah._2+1,04,1.9576232151082433,4.197190888924186,8.049546098617599,12.169332794098302
DemetevlerMehmet Akif Ersoy Mah.,3+1,48458.333333333336,DemetevlerMehmet Akif Ersoy Mah._3+1,04,0.8166803540469006,0.6801879792233525,7.913573700954397,-5.659553226007736
DemetevlerMehmet Akif Ersoy Mah.,4+1,64800.0,DemetevlerMehmet Akif Ersoy Mah._4+1,04,-2.188679245283019,-2.800000000000007,-1.5197568389057752,17.81818181818182
DemetevlerMehmet Akif Ersoy Mah.,4.5+1,69500.0,DemetevlerMehmet Akif Ersoy Mah._4.5+1,04,,,0.0,0.0
DemetevlerMehmet Akif Ersoy Mah.,Stüdyo (1+0),36000.0,DemetevlerMehmet Akif Ersoy Mah._Stüdyo (1+0),04,,,,
DemetevlerÇamlıca Mh.,1+1,31714.285714285714,DemetevlerÇamlıca Mh._1+1,04,0.07137222493519606,1.5534165634232289,4.11401474687997,6.939635706758993
DemetevlerÇamlıca Mh.,2+1,29000.0,DemetevlerÇamlıca Mh._2+1,04,-4.3956043956043915,-4.3956043956043915,1.3100436681222707,-21.62162162162162
DemetevlerÇamlıca Mh.,3+1,30666.666666666668,DemetevlerÇamlıca Mh._3+1,04,0.0,2.2222222222222263,-12.380952380952378,-18.22222222222222
DemetevlerÖzevler Mh.,1+1,21500.0,DemetevlerÖzevler Mh._1+1,04,0.0,-2.272727272727273,6.172839506172839,
DemetevlerÖzevler Mh.,2+1,28500.0,DemetevlerÖzevler Mh._2+1,04,0.0,0.0,35.714285714285715,39.02439024390244
DemetevlerÖzevler Mh.,3+1,24800.0,DemetevlerÖzevler Mh._3+1,04,-6.916890080428948,-0.2012072434607646,-1.5770234986945102,0.38638454461820987
DemetevlerÖzevler Mh.,4+1,42666.666666666664,DemetevlerÖzevler Mh._4+1,04,-6.2271062271062325,-5.882352941176481,-5.882352941176481,-6.2271062271062325
DemirlibahçeDemirlibahçe Mh.,1+1,31400.0,DemirlibahçeDemirlibahçe Mh._1+1,04,0.0,-3.0864197530864197,-1.875,4.666666666666667
DemirlibahçeDemirlibahçe Mh.,2+1,23441.176470588234,DemirlibahçeDemirlibahçe Mh._2+1,04,-1.3003095975232244,-3.452453058752271,-2.5076452599388492,-10.854644364227973
DemirlibahçeDemirlibahçe Mh.,3+1,25672.916666666668,DemirlibahçeDemirlibahçe Mh._3+1,04,2.7628101506170957,0.31154722789568545,3.207705192629821,3.0664537712895465
DemirlibahçeDemirlibahçe Mh.,5+1,45000.0,DemirlibahçeDemirlibahçe Mh._5+1,04,0.0,0.0,0.0,0.0
DemirlibahçeDemirlibahçe Mh.,Stüdyo (1+0),12250.0,DemirlibahçeDemirlibahçe Mh._Stüdyo (1+0),04,0.0,0.0,0.0,0.0
DemirlibahçeŞafaktepe Mh.,1+1,19666.666666666668,DemirlibahçeŞafaktepe Mh._1+1,04,0.0,0.0,-3.199343724364233,-23.376623376623375
DemirlibahçeŞafaktepe Mh.,2+1,20800.0,DemirlibahçeŞafaktepe Mh._2+1,04,1.4634146341463417,-6.51685393258427,-8.138801261829647,-2.803738317757009
DemirlibahçeŞafaktepe Mh.,3+1,25100.0,DemirlibahçeŞafaktepe Mh._3+1,04,-0.32490974729241223,-3.3770778652668443,11.143911439114397,10.156739811912223
DemirlibahçeŞafaktepe Mh.,3.5+1,39000.0,DemirlibahçeŞafaktepe Mh._3.5+1,04,0.0,0.0,0.0,0.0
DemirlibahçeŞafaktepe Mh.,4+1,35000.0,DemirlibahçeŞafaktepe Mh._4+1,04,0.0,27.27272727272727,0.0,
DikmenAydınlar Mh.,2+1,32125.0,DikmenAydınlar Mh._2+1,04,7.083333333333333,8.11298076923077,18.98148148148148,28.499999999999996
DikmenAydınlar Mh.,3+1,33916.666666666664,DikmenAydınlar Mh._3+1,04,1.1276758409785843,0.07024938531786518,16.588541666666654,16.954022988505738
DikmenAydınlar Mh.,4+1,39500.0,DikmenAydınlar Mh._4+1,04,-10.227272727272728,-13.186813186813188,-15.053763440860216,
DikmenDumlupınar Mh.,3+1,55000.0,DikmenDumlupınar Mh._3+1,04,0.0,3.124999999999995,0.0,-4.3478260869565215
DikmenDumlupınar Mh.,4+1,77000.0,DikmenDumlupınar Mh._4+1,04,0.0,0.0,0.8733624454148535,
DikmenHarbiye Mah.,1+1,32500.0,DikmenHarbiye Mah._1+1,04,-14.473684210526317,-14.473684210526317,-20.081967213114748,8.333333333333332
DikmenHarbiye Mah.,2+1,27166.458333333332,DikmenHarbiye Mah._2+1,04,2.113547376664047,1.3673818407960154,-0.871054839047929,3.915414389799637
DikmenHarbiye Mah.,3+1,31311.666666666668,DikmenHarbiye Mah._3+1,04,-0.36338033320531704,1.223060344827594,4.896813878088439,-1.4692440248744967
DikmenHarbiye Mah.,4+1,73166.66666666667,DikmenHarbiye Mah._4+1,04,0.0,0.0,0.0,109.04761904761907
DikmenKeklik Pınarı Mh.,1+1,27250.0,DikmenKeklik Pınarı Mh._1+1,04,1.7107309486780669,1.0428736964078795,0.5767012687427913,4.807692307692308
DikmenKeklik Pınarı Mh.,2+1,26250.0,DikmenKeklik Pınarı Mh._2+1,04,3.9603960396039604,0.0,16.666666666666664,-12.5
DikmenKeklik Pınarı Mh.,3+1,33914.81481481482,DikmenKeklik Pınarı Mh._3+1,04,-1.1538654299141275,-3.2015823936346375,1.2187599171328871,7.471119829653105
DikmenKeklik Pınarı Mh.,4+1,56000.0,DikmenKeklik Pınarı Mh._4+1,04,3.4907597535934323,-0.4846526655896596,-2.714440825190011,-13.846153846153847
DikmenKeklik Pınarı Mh.,4+2,120000.0,DikmenKeklik Pınarı Mh._4+2,04,0.0,0.0,0.0,
DikmenKeklik Pınarı Mh.,6+2,70000.0,DikmenKeklik Pınarı Mh._6+2,04,0.0,,,
DikmenMalazgirt Mah.,1+1,46999.0,DikmenMalazgirt Mah._1+1,04,-1.0547368421052632,-1.0547368421052632,-1.0547368421052632,
DikmenMalazgirt Mah.,2+1,24800.0,DikmenMalazgirt Mah._2+1,04,0.0,-1.5873015873015872,4.788732394366192,10.222222222222223
DikmenMalazgirt Mah.,3+1,36400.0,DikmenMalazgirt Mah._3+1,04,4.959630911188005,3.446193414541437,3.894197541687145,0.6451612903225874
DikmenMalazgirt Mah.,4+1,40633.333333333336,DikmenMalazgirt Mah._4+1,04,6.092254134029598,6.092254134029598,21.293532338308466,8.355555555555561
DikmenMetin Akkuş Mh.,1+1,30000.0,DikmenMetin Akkuş Mh._1+1,04,0.0,2.8571428571428528,0.8403361344537815,
DikmenMetin Akkuş Mh.,2+1,30000.0,DikmenMetin Akkuş Mh._2+1,04,0.0,,,
DikmenMetin Akkuş Mh.,3+1,34916.666666666664,DikmenMetin Akkuş Mh._3+1,04,0.0,0.0,17.696629213483135,45.4861111111111
DikmenMetin Akkuş Mh.,5+1,55000.0,DikmenMetin Akkuş Mh._5+1,04,0.0,0.0,,
DikmenMürsel Uluç Mh.,1+1,33115.38461538462,DikmenMürsel Uluç Mh._1+1,04,-1.3933956861996586,0.6546644844517235,-5.937921727395403,6.823821339950379
DikmenMürsel Uluç Mh.,2+1,32437.5,DikmenMürsel Uluç Mh._2+1,04,3.340707964601765,-1.9168466522678216,0.42569659442724456,2.976190476190476
DikmenMürsel Uluç Mh.,2+2,33000.0,DikmenMürsel Uluç Mh._2+2,04,0.0,0.0,,
DikmenMürsel Uluç Mh.,3+1,34160.0,DikmenMürsel Uluç Mh._3+1,04,1.6783056668574765,3.5151515151515147,8.876494023904383,13.327014218009484
DikmenMürsel Uluç Mh.,4+1,36250.0,DikmenMürsel Uluç Mh._4+1,04,-0.4576659038901536,-2.684563758389262,-2.7932960893854686,-12.650602409638553
DikmenMürsel Uluç Mh.,5+1,45000.0,DikmenMürsel Uluç Mh._5+1,04,0.0,0.0,3.84615384615384,-2.1739130434782608
DikmenMürsel Uluç Mh.,6+2,40000.0,DikmenMürsel Uluç Mh._6+2,04,0.0,0.0,,
DikmenMürsel Uluç Mh.,Stüdyo (1+0),21500.0,DikmenMürsel Uluç Mh._Stüdyo (1+0),04,0.0,0.0,-14.000000000000002,
DikmenNaci Çakır Mh.,2+1,27083.333333333332,DikmenNaci Çakır Mh._2+1,04,-2.9271206690561575,-2.9271206690561575,-6.146864686468656,35.416666666666664
DikmenNaci Çakır Mh.,3+1,30576.08695652174,DikmenNaci Çakır Mh._3+1,04,-0.49815770081061295,1.7897901241440746,3.964933548186807,15.381460213289586
DikmenOran Mah.,1+1,58625.0,DikmenOran Mah._1+1,04,-0.2127659574468085,-1.6083916083916123,6.108597285067873,13.175675675675674
DikmenOran Mah.,2+1,85933.33333333333,DikmenOran Mah._2+1,04,0.0,3.9254220206601103,1.0697283674040796,17.395264116575586
DikmenOran Mah.,2.5+1,35000.0,DikmenOran Mah._2.5+1,04,0.0,0.0,0.0,
DikmenOran Mah.,3+1,75473.68421052632,DikmenOran Mah._3+1,04,-2.649493673273113,8.457534368465543,0.968139412075345,-4.765067242238081
DikmenOran Mah.,3.5+1,56666.666666666664,DikmenOran Mah._3.5+1,04,-5.55555555555556,-5.55555555555556,-1.4492753623188448,1.190476190476186
DikmenOran Mah.,4+1,109017.85714285714,DikmenOran Mah._4+1,04,1.771056080568389,8.020742595818819,1.8694331284954766,7.31864525958046
DikmenOran Mah.,4.5+1,125000.0,DikmenOran Mah._4.5+1,04,-10.714285714285714,-16.666666666666664,0.0,
DikmenOran Mah.,5+1,225000.0,DikmenOran Mah._5+1,04,0.0,0.0,7.142857142857142,
DikmenOran Mah.,5+2,260000.0,DikmenOran Mah._5+2,04,0.0,0.0,0.0,
DikmenOsman Temiz Mah.,1+1,25000.0,DikmenOsman Temiz Mah._1+1,04,0.0,0.0,-5.660377358490567,
DikmenOsman Temiz Mah.,2+1,35555.555555555555,DikmenOsman Temiz Mah._2+1,04,-6.432748538011698,-3.5781544256120545,-10.552061495457723,-30.28322440087146
DikmenOsman Temiz Mah.,3+1,29772.727272727272,DikmenOsman Temiz Mah._3+1,04,-7.294501905280355,2.5172818573105453,-1.503759398496245,-5.980861244019144
DikmenOsman Temiz Mah.,4+1,40000.0,DikmenOsman Temiz Mah._4+1,04,0.0,0.0,25.0,
DikmenOsman Temiz Mah.,5+2,69000.0,DikmenOsman Temiz Mah._5+2,04,0.0,0.0,0.0,
DikmenOsman Temiz Mah.,5.5+1,69000.0,DikmenOsman Temiz Mah._5.5+1,04,0.0,0.0,-1.4285714285714286,
DikmenOsman Temiz Mah.,Stüdyo (1+0),16000.0,DikmenOsman Temiz Mah._Stüdyo (1+0),04,-21.951219512195124,-16.883116883116884,,
DikmenSokullu Mehmet Paşa Mh.,1+1,29375.0,DikmenSokullu Mehmet Paşa Mh._1+1,04,0.0,-0.704225352112672,-0.704225352112672,
DikmenSokullu Mehmet Paşa Mh.,2+1,25500.0,DikmenSokullu Mehmet Paşa Mh._2+1,04,-0.2793296089385515,3.5532994923857872,-0.3552397868561318,27.500000000000004
DikmenSokullu Mehmet Paşa Mh.,3+1,29670.3125,DikmenSokullu Mehmet Paşa Mh._3+1,04,4.528139862603488,-0.7941068909670341,4.255571223819869,7.892045454545454
DikmenSokullu Mehmet Paşa Mh.,3.5+1,42000.0,DikmenSokullu Mehmet Paşa Mh._3.5+1,04,0.0,0.0,-6.666666666666667,
DikmenSokullu Mehmet Paşa Mh.,4+1,41000.0,DikmenSokullu Mehmet Paşa Mh._4+1,04,6.493506493506493,6.493506493506493,6.493506493506493,6.493506493506493
DikmenSokullu Mehmet Paşa Mh.,5+1,36000.0,DikmenSokullu Mehmet Paşa Mh._5+1,04,0.0,0.0,0.0,
DikmenYukarı Dikmen Mh.,1+1,40169.354838709674,DikmenYukarı Dikmen Mh._1+1,04,-1.30845964503175,1.4789493827645468,7.692640318256499,3.031368614837254
DikmenYukarı Dikmen Mh.,1.5+1,115000.0,DikmenYukarı Dikmen Mh._1.5+1,04,0.0,,,
DikmenYukarı Dikmen Mh.,2+1,54056.89655172414,DikmenYukarı Dikmen Mh._2+1,04,-0.28374046720627566,1.2371649369876976,0.6869331310662931,5.8901009828092805
DikmenYukarı Dikmen Mh.,2+2,75000.0,DikmenYukarı Dikmen Mh._2+2,04,0.0,0.0,,
DikmenYukarı Dikmen Mh.,3+1,66100.0,DikmenYukarı Dikmen Mh._3+1,04,2.4806201550387597,10.044395116537185,12.51063829787234,36.28865979381443
DikmenYukarı Dikmen Mh.,3.5+1,71500.0,DikmenYukarı Dikmen Mh._3.5+1,04,0.0,0.0,0.0,
DikmenYukarı Dikmen Mh.,4+1,67750.0,DikmenYukarı Dikmen Mh._4+1,04,-0.1381851681252879,-3.263640999490062,-4.070796460176991,-5.134189031505257
DikmenYukarı Dikmen Mh.,5+1,144666.66666666666,DikmenYukarı Dikmen Mh._5+1,04,0.0,13.910761154855637,13.910761154855637,
DikmenYukarı Dikmen Mh.,5+2,105000.0,DikmenYukarı Dikmen Mh._5+2,04,0.0,0.0,,
Dikmenİlkadım Mh.,1+1,31687.5,Dikmenİlkadım Mh._1+1,04,0.0,-0.8215962441314555,-6.526548672566372,-9.464285714285714
Dikmenİlkadım Mh.,2+1,30769.04761904762,Dikmenİlkadım Mh._2+1,04,0.5225790940076664,5.5923245302817195,1.739883482916079,14.029824406600197
Dikmenİlkadım Mh.,3+1,36687.0,Dikmenİlkadım Mh._3+1,04,0.48229669837160233,7.3879732739420865,-1.8294809688581295,20.780246913580246
Dikmenİlkadım Mh.,4+1,62375.0,Dikmenİlkadım Mh._4+1,04,2.044989775051125,2.044989775051125,-10.251798561151078,
Dikmenİlkadım Mh.,6+1,165000.0,Dikmenİlkadım Mh._6+1,04,0.0,0.0,-5.714285714285714,
Dikmenİlker Mh.,2+1,34000.0,Dikmenİlker Mh._2+1,04,0.0,0.0,21.428571428571427,
Dikmenİlker Mh.,3+1,30000.0,Dikmenİlker Mh._3+1,04,0.0,0.0,-10.891089108910885,-6.25
Dikmenİlker Mh.,5+1,61000.0,Dikmenİlker Mh._5+1,04,0.0,0.0,5.627705627705628,
Dikmenİlker Mh.,Stüdyo (1+0),18000.0,Dikmenİlker Mh._Stüdyo (1+0),04,0.0,0.0,0.0,
ElmadağHasanoğlan Bahçelievler Mh.,3+1,22178.571428571428,ElmadağHasanoğlan Bahçelievler Mh._3+1,04,8.595641646489105,7.812499999999989,12.296564195298368,-9.157401989467527
ElmadağHasanoğlan Bahçelievler Mh.,4+2,30000.0,ElmadağHasanoğlan Bahçelievler Mh._4+2,04,0.0,,,
ElmadağKemalpaşa Mh.,2+1,13500.0,ElmadağKemalpaşa Mh._2+1,04,0.0,-24.29906542056074,0.0,0.0
ElmadağKemalpaşa Mh.,3+1,22750.0,ElmadağKemalpaşa Mh._3+1,04,-3.1914893617021276,4.597701149425287,,
ElmadağKurtuluş Mh.,3+1,20000.0,ElmadağKurtuluş Mh._3+1,04,0.0,0.0,,
ElmadağTatlıca Mh.,2+1,14950.0,ElmadağTatlıca Mh._2+1,04,0.0,0.0,-2.922077922077922,-0.33333333333333337
ElmadağTatlıca Mh.,3+1,45000.0,ElmadağTatlıca Mh._3+1,04,0.0,80.0,80.0,136.8421052631579
ElmadağYenice Mah.,3+1,16500.0,ElmadağYenice Mah._3+1,04,0.0,-8.333333333333332,-8.333333333333332,-21.428571428571427
ElmadağYenipınar Mh.,3+1,20000.0,ElmadağYenipınar Mh._3+1,04,-9.090909090909092,-11.11111111111111,,
Elmadağİsmetpaşa Mh.,2+1,20500.0,Elmadağİsmetpaşa Mh._2+1,04,0.0,0.0,-6.8181818181818175,6.493506493506493
Elmadağİsmetpaşa Mh.,3+1,21250.0,Elmadağİsmetpaşa Mh._3+1,04,1.1904761904761905,1.1904761904761905,-5.027932960893855,6.25
EryamanAltay Mah.,1+1,26694.594594594593,EryamanAltay Mah._1+1,04,-0.39330375151271185,2.51167618059159,3.524743580145235,7.856947856947852
EryamanAltay Mah.,2+1,34789.47368421053,EryamanAltay Mah._2+1,04,2.7195027195027173,1.6141429669484957,1.6740585023201047,4.16010085092972
EryamanAltay Mah.,3+1,34702.77777777778,EryamanAltay Mah._3+1,04,2.9828775995666557,6.321499278848316,4.965552008065886,1.4042207792207984
EryamanAltay Mah.,4+1,58750.0,EryamanAltay Mah._4+1,04,1.293103448275862,1.293103448275862,0.7502679528403001,0.7142857142857101
EryamanAltay Mah.,Stüdyo (1+0),19113.636363636364,EryamanAltay Mah._Stüdyo (1+0),04,0.0,0.5980861244019156,1.8545151767466523,-3.222094361334866
EryamanGüzelkent Mh.,1+1,31666.666666666668,EryamanGüzelkent Mh._1+1,04,0.0,,,-1.0416666666666627
EryamanGüzelkent Mh.,2+1,25000.0,EryamanGüzelkent Mh._2+1,04,0.0,-3.8461538461538463,,-1.9607843137254901
EryamanGüzelkent Mh.,3+1,29425.0,EryamanGüzelkent Mh._3+1,04,-0.7395394096659107,2.443270127447931,4.453408632513115,-2.0037744227353502
EryamanGüzelkent Mh.,4+1,63000.0,EryamanGüzelkent Mh._4+1,04,0.0,0.0,33.09859154929577,0.0
EryamanTunahan Mah.,1+1,25916.279069767443,EryamanTunahan Mah._1+1,04,0.2935460089806322,2.435885651254714,-0.17176040786280894,7.045500505561178
EryamanTunahan Mah.,2+1,30563.157894736843,EryamanTunahan Mah._2+1,04,-0.015672701024462922,0.7063789828988677,-0.8177100562724415,0.5876082611592371
EryamanTunahan Mah.,3+1,34320.28125,EryamanTunahan Mah._3+1,04,1.4958009738144262,5.033205672626688,5.200205456824268,9.310497658079623
EryamanTunahan Mah.,4+1,63142.857142857145,EryamanTunahan Mah._4+1,04,2.8504944735311226,0.34928396786588,0.8269175933846625,1.0285714285714318
EryamanYavuz Selim Mah.,1+1,28600.0,EryamanYavuz Selim Mah._1+1,04,-0.7633587786259541,-5.714285714285711,-0.34843205574912894,-4.666666666666667
EryamanYavuz Selim Mah.,2+1,32000.0,EryamanYavuz Selim Mah._2+1,04,0.0,0.0,0.0,
EryamanYavuz Selim Mah.,3+1,34850.0,EryamanYavuz Selim Mah._3+1,04,0.6740491092922555,1.3601368691189113,1.3818181818181818,-0.6650831353919309
EryamanYavuz Selim Mah.,4+1,47500.0,EryamanYavuz Selim Mah._4+1,04,0.0,-1.0416666666666665,,-8.653846153846153
EryamanYavuz Selim Mah.,5+1,59000.0,EryamanYavuz Selim Mah._5+1,04,0.0,5.829596412556054,1.9438444924406046,7.2727272727272725
EryamanŞehit Osman Avcı Mh.,1+1,28459.349593495936,EryamanŞehit Osman Avcı Mh._1+1,04,-0.40931167208347113,-0.33450571590043243,-1.2254185446053862,0.947521515573017
EryamanŞehit Osman Avcı Mh.,2+1,34930.357142857145,EryamanŞehit Osman Avcı Mh._2+1,04,-1.3859451156724096,0.24855861627162673,-0.8759244977060556,4.135734478833944
EryamanŞehit Osman Avcı Mh.,3+1,35375.0,EryamanŞehit Osman Avcı Mh._3+1,04,-0.027173913043473517,2.6552524666279744,1.9954289732770822,-0.13572204125949738
EryamanŞehit Osman Avcı Mh.,3.5+1,48750.0,EryamanŞehit Osman Avcı Mh._3.5+1,04,0.0,0.0,4.838709677419355,
EryamanŞehit Osman Avcı Mh.,4+1,60875.0,EryamanŞehit Osman Avcı Mh._4+1,04,0.0,-0.20491803278688525,-1.1055956678700347,-10.477941176470589
EryamanŞehit Osman Avcı Mh.,Stüdyo (1+0),21578.125,EryamanŞehit Osman Avcı Mh._Stüdyo (1+0),04,1.5441176470588236,3.456763698630129,7.755930087390761,10.94151670951157
EryamanŞeyh Şamil Mh.,1+1,24376.14285714286,EryamanŞeyh Şamil Mh._1+1,04,2.6025122531760907,3.7544982765176136,6.877029183137625,5.017351165818449
EryamanŞeyh Şamil Mh.,2+1,25472.222222222223,EryamanŞeyh Şamil Mh._2+1,04,-5.39564634272155,-8.358317434359947,-13.347507677769899,-9.432098765432096
EryamanŞeyh Şamil Mh.,3+1,33176.44117647059,EryamanŞeyh Şamil Mh._3+1,04,-0.14847815671779968,-0.2469889426897215,-2.9044098040465496,1.5152149213098869
Esertepe / YaylaEsertepe Mah.,2+1,23749.833333333332,Esertepe / YaylaEsertepe Mah._2+1,04,0.0,3.8244080145719437,4.522493887530555,19.246025104602495
Esertepe / YaylaEsertepe Mah.,2.5+1,32000.0,Esertepe / YaylaEsertepe Mah._2.5+1,04,0.0,0.0,0.0,-8.571428571428571
Esertepe / YaylaEsertepe Mah.,3+1,24267.777777777777,Esertepe / YaylaEsertepe Mah._3+1,04,0.8421380406305023,1.0765637780360675,3.4643454575061843,4.992623535067218
Esertepe / YaylaEsertepe Mah.,4+1,38966.666666666664,Esertepe / YaylaEsertepe Mah._4+1,04,0.0,-9.379844961240316,-3.308519437551702,
Esertepe / YaylaEsertepe Mah.,5+1,35500.0,Esertepe / YaylaEsertepe Mah._5+1,04,0.0,0.0,18.333333333333332,18.333333333333332
Esertepe / YaylaEsertepe Mah.,5+2,31500.0,Esertepe / YaylaEsertepe Mah._5+2,04,-1.5625,-17.105263157894736,-21.25,
Esertepe / YaylaEsertepe Mah.,5.5+1,49500.0,Esertepe / YaylaEsertepe Mah._5.5+1,04,0.0,0.0,,
Esertepe / YaylaSancaktepe Mah.,2+1,30480.0,Esertepe / YaylaSancaktepe Mah._2+1,04,-2.4119530416221946,3.8500851788756387,10.115606936416185,7.893805309734512
Esertepe / YaylaSancaktepe Mah.,3+1,28545.454545454544,Esertepe / YaylaSancaktepe Mah._3+1,04,0.5666420300566655,0.8970411032266612,-0.8006972057301671,0.624051273401914
Esertepe / YaylaSancaktepe Mah.,4+1,46083.333333333336,Esertepe / YaylaSancaktepe Mah._4+1,04,-0.09033423667569483,2.2030014045982163,4.761303359434202,-5.952380952380947
Esertepe / YaylaSancaktepe Mah.,4.5+1,43000.0,Esertepe / YaylaSancaktepe Mah._4.5+1,04,-7.194244604316552,-4.444444444444445,-4.444444444444445,
Esertepe / YaylaYayla Mah.,2+1,22250.0,Esertepe / YaylaYayla Mah._2+1,04,-2.6657552973342447,1.816101816101816,-1.077291381668943,17.47624076029567
Esertepe / YaylaYayla Mah.,3+1,25339.84375,Esertepe / YaylaYayla Mah._3+1,04,-0.01148207188401837,-0.9497343186954131,2.1531552555926403,4.181753410577465
Esertepe / YaylaYayla Mah.,3+2,53000.0,Esertepe / YaylaYayla Mah._3+2,04,0.0,0.0,-2.7522935779816518,-2.7522935779816518
Esertepe / YaylaYayla Mah.,4+1,46625.0,Esertepe / YaylaYayla Mah._4+1,04,9.192037470725996,2.15179968701095,1.358695652173913,9.705882352941178
Esertepe / YaylaYayla Mah.,4.5+1,59500.0,Esertepe / YaylaYayla Mah._4.5+1,04,0.0,0.0,1.9999999999999958,1.7094017094017095
Esertepe / YaylaYayla Mah.,5+2,35000.0,Esertepe / YaylaYayla Mah._5+2,04,0.0,0.0,0.0,
Esertepe / YaylaYükseltepe Mh.,1+1,19500.0,Esertepe / YaylaYükseltepe Mh._1+1,04,-2.5,-2.5,-7.142857142857142,
Esertepe / YaylaYükseltepe Mh.,2+1,24125.0,Esertepe / YaylaYükseltepe Mh._2+1,04,0.0,4.243827160493834,4.891304347826087,14.608076009501186
Esertepe / YaylaYükseltepe Mh.,3+1,29253.333333333332,Esertepe / YaylaYükseltepe Mh._3+1,04,0.4387951396498337,-0.47678919212089876,-1.525741536371824,4.4895182208614965
Esertepe / YaylaYükseltepe Mh.,4+1,41529.41176470588,Esertepe / YaylaYükseltepe Mh._4+1,04,-2.6925916810238744,-2.9686641011544834,-4.162895927601818,-3.044174868390945
Esertepe / YaylaŞehit Kubilay Mh.,2+1,20499.833333333332,Esertepe / YaylaŞehit Kubilay Mh._2+1,04,0.15246912449337519,0.6131727435880944,-2.3813234400726224,-4.651937984496129
Esertepe / YaylaŞehit Kubilay Mh.,3+1,23708.333333333332,Esertepe / YaylaŞehit Kubilay Mh._3+1,04,0.02274889357653818,-0.06685249393796386,2.1596388632399592,0.005021592849240091
Esertepe / YaylaŞehit Kubilay Mh.,4+1,32285.714285714286,Esertepe / YaylaŞehit Kubilay Mh._4+1,04,3.3142857142857163,0.8928571428571446,12.298136645962735,34.523809523809526
EtimesgutEryaman,2+1,37250.0,EtimesgutEryaman_2+1,04,,,17.322834645669293,
EtimesgutMerkez,2+1,23000.0,EtimesgutMerkez_2+1,04,,,-16.363636363636363,
EtimesgutMerkez,4+1,110000.0,EtimesgutMerkez_4+1,04,,,144.44444444444443,
Etlik / İncirliAyvalı Mh.,1+1,27250.0,Etlik / İncirliAyvalı Mh._1+1,04,-5.839668279198341,6.134371957156767,6.134371957156767,-25.034387895460796
Etlik / İncirliAyvalı Mh.,1.5+1,34500.0,Etlik / İncirliAyvalı Mh._1.5+1,04,0.0,0.0,0.0,
Etlik / İncirliAyvalı Mh.,2+1,34220.65517241379,Etlik / İncirliAyvalı Mh._2+1,04,-0.2021334547410194,8.885557758060939,6.962714984603331,11.610756532042645
Etlik / İncirliAyvalı Mh.,2.5+1,22500.0,Etlik / İncirliAyvalı Mh._2.5+1,04,0.0,,-10.0,
Etlik / İncirliAyvalı Mh.,3+1,26294.444444444445,Etlik / İncirliAyvalı Mh._3+1,04,0.6267331355960976,-3.1015150659644335,-3.2361537028411442,-6.757196063748163
Etlik / İncirliAyvalı Mh.,4+1,40466.666666666664,Etlik / İncirliAyvalı Mh._4+1,04,1.9311502938706908,-10.669610007358358,-2.4899598393574354,12.407407407407401
Etlik / İncirliAyvalı Mh.,4+2,120000.0,Etlik / İncirliAyvalı Mh._4+2,04,0.0,,,
Etlik / İncirliAyvalı Mh.,5+1,40500.0,Etlik / İncirliAyvalı Mh._5+1,04,0.0,5.997818974918205,2.402022756005057,11.724137931034482
Etlik / İncirliAyvalı Mh.,5+2,38000.0,Etlik / İncirliAyvalı Mh._5+2,04,0.0,0.0,0.0,
Etlik / İncirliAyvalı Mh.,6+1,40000.0,Etlik / İncirliAyvalı Mh._6+1,04,0.0,,,14.285714285714285
Etlik / İncirliAşağı Eğlence Mh.,1+1,30000.0,Etlik / İncirliAşağı Eğlence Mh._1+1,04,0.0,,5.263157894736842,22.448979591836736
Etlik / İncirliAşağı Eğlence Mh.,2+1,29468.75,Etlik / İncirliAşağı Eğlence Mh._2+1,04,6.270284890010819,5.5379746835443004,9.161487487652293,18.427662424648364
Etlik / İncirliAşağı Eğlence Mh.,2+2,18000.0,Etlik / İncirliAşağı Eğlence Mh._2+2,04,0.0,-35.714285714285715,,
Etlik / İncirliAşağı Eğlence Mh.,2.5+1,20000.0,Etlik / İncirliAşağı Eğlence Mh._2.5+1,04,-4.761904761904762,0.0,0.0,
Etlik / İncirliAşağı Eğlence Mh.,3+1,28429.508196721312,Etlik / İncirliAşağı Eğlence Mh._3+1,04,-0.5946769735410607,-0.3620960519425331,0.33339931315687565,3.916372373347555
Etlik / İncirliAşağı Eğlence Mh.,3.5+1,34900.0,Etlik / İncirliAşağı Eğlence Mh._3.5+1,04,0.0,0.0,0.0,
Etlik / İncirliAşağı Eğlence Mh.,4+1,35500.0,Etlik / İncirliAşağı Eğlence Mh._4+1,04,0.0,,22.413793103448278,22.413793103448278
Etlik / İncirliAşağı Eğlence Mh.,4.5+1,39500.0,Etlik / İncirliAşağı Eğlence Mh._4.5+1,04,0.0,0.0,,
