ProductName,Total_Period_Change_%,2026-04_Change_%
%95 6X10 EBATLI FILE GÖLGELIK HAZIR MT,0.0,0.0
%95 6X10 EBATLI FILE GÖLGELIK HAZIR MT ZEYTINLIK,0.0,0.0
%95 6X6 EBATLI FILE GÖLGELIK HAZIR MT,0.0,0.0
%95 6X6 EBATLI FILE GÖLGELIK HAZIR MT ZEYTINLIK,0.0,0.0
%95 6X7 EBATLI FILE GÖLGELIK HAZIR MT,0.0,0.0
%95 6X7 EBATLI FILE GÖLGELIK HAZIR MT ZEYTINLIK,0.0,0.0
%95 6X8 EBATLI FILE GÖLGELIK HAZIR MT,-0.0,-0.0
%95 6X8 EBATLI FILE GÖLGELIK HAZIR MT ZEYTINLIK,0.0,0.0
%95 7X7 EBATLI FILE GÖLGELIK HAZIR MT,0.0,0.0
%95 7X7 EBATLI FILE GÖLGELIK HAZIR MT ZEYTINLIK,0.0,0.0
%95 7X8 EBATLI FILE GÖLGELIK HAZIR MT,0.0,0.0
%95 7X8 EBATLI FILE GÖLGELIK HAZIR MT ZEYTINLIK,0.0,0.0
%95 8X10 EBATLI FILE GÖLGELIK HAZIR MT,0.0,0.0
%95 8X10 EBATLI FILE GÖLGELIK HAZIR MT ZEYTINLIK,0.0,0.0
%95 8X8 EBATLI FILE GÖLGELIK HAZIR MT,0.0,0.0
%95 8X8 EBATLI FILE GÖLGELIK HAZIR MT ZEYTINLIK,0.0,0.0
& 1/2'' 3/4'' 8024 ADAPTÖRÜ DAYE DY MUSLUK,0.0,0.0
& AKSESUAR BAKIM OTO,-1.2,-1.2
& BAHÇE MARKET YAPI,-1.14,-1.14
& BANYO MUTFAK,0.0,0.0
'LUK 1 30 400 BEYAZ LED OKTAY TAVAN,0.0,0.0
'Lİ 2 60 ARMATÜR BANT BEYAZ CM IŞIK YATAY,0.0,0.0
( ) 1 200 DERZ KLİPS MM,0.0,0.0
( ) 100 BANYO BEYAZ CM DOLABI KALE VISTA ÇANAK,3.78,3.78
( ) 100 BANYO CM DOLABI K.MEŞE KALE VISTA ÇANAK,3.88,3.88
( ) 100 DERZ KAMASI KYK TAKOZ,0.0,0.0
( ) 2 200 DERZ KLİPS MM,0.0,0.0
( ) 2+1KG EPOKSİ POLİSAN REÇİNE TKM,0.0,0.0
( ) 30MM. 4 HSS KADEMELİ MERCURE PANÇ TIN,0.0,0.0
( ) CAM MENTEŞE MENTEŞESİ MENTŞ MÜZİK SETİ SİYAH,26.58,26.58
() 0MM 20 BOSCH HSSPOINTTEQ MATKAP METAL UCU,0.0,0.0
() 3NO ALTI AYARLI BEYAZ BEŞEL RAF,0.0,0.0
() 4 5 BOSCH HSS MM POINTTEC,0.0,0.0
() DIZLIK DUYAR POLIÜRETAN,0.0,0.0
(0 (A.GRI) 0008000 1. 1. 5X20 96) MAT NR PKT RAL TUĞLA VİTRA,0.0,0.0
(0 (BALIKSIRTI 0005500 1. 5X20 88) GLS HBONE NN PARLAK) PKT RAL VİTRA,0.0,0.0
(0 (BALIKSIRTI 0958010 1. 5X20 88) HERRINGBONE MAT) MATT NR PKT RAL VİTRA,0.0,0.0
(0 (HEXAGON 1. 3X3 5500) 57 8X9 DARK GREY HEX MATT PKT RAL VİTRA,0.0,0.0
(0 (TUĞLA . 0008000 5X20 96) A.GRI) BRICK GLS PARLAK PKT RAL VİTRA,0.0,0.0
(0 (TUĞLA 0958010 1. 5X20 96) BRİCK GLS NR PARLAK) PKT RAL VİTRA,0.0,0.0
(0 1. 57) 8X9 CMNT GRY HEXAGON NR PKT R10B UNI VİTRA,-0.0,-0.0
(032) + 2.0 ASMA IDEA KAPAK KLOZET SMART SMART,0.0,0.0
(038) + 2.0 ASMA KAPAK KLOZET MOOD SMART SMART,0.0,0.0
(1 1. 22) 30X60 ANTRASİT DİJİTAL S.BRICK,0.0,0.0
(1 2 4) 7 CER ELEKTRONIKÇI PA PARÇA PLUS SETI TAKIMI TORNAVIDA X,30.81,30.81
(1 22) 30X60 COTTO DİJİTAL S.BRICK,0.0,0.0
(1) / 1. 2 5 5X2 DARK GREY HEX HEXAGON MAT MATT PKT RAL5500 VİTRA,0.0,0.0
(1/2 13X19MM 3/4) HORTUM KELEBEK KELEPÇESI SAPLI,0.0,0.0
"(1/2"" 3/4"" 5/8"" HORTUM MEDALYAN NORMAL REKOR) SÜZEK TABANCA TETIKSIZ",0.0,0.0
"(1/2"" HORTUM LANS LÜKS MEDALYAN REKOR) SÜZEK TABANCA TETIKLI",0.0,0.0
(1/2'' 1027064 13 15MM 5/8'') FISKARS HORTUM ONARICI,0.0,0.0
(1/2) 12 FIRDÖNDÜ GALVANIZ MM,0.71,0.71
(10'LU) FLORA MANDAL PAPATYA SOFLINE,0.0,0.0
(100 ) 2 5X350 ELEKTROT MAGMAWELD MM RUTIL,0.0,0.0
(100 ) 25X350 3 ELEKTROT MAGMAWELD MM RUTIL,0.0,0.0
(100 ) 2X2X0.80 ESTEL KABLOSU MT YANGIN İHBAR,0.0,0.0
(100 ) 5X100 SUNTA VIDASI,0.0,0.0
(100 ) 5X90 AKDENIZ MM SUNTA VIDASI,0.0,0.0
(100 ) 5X90 SUNTA VIDASI,0.0,0.0
(100 ) 6X100 SUNTA VIDASI,0.0,0.0
(100 ) 6X70 AKDENIZ MM SUNTA VIDASI,0.0,0.0
(100 ) 6X70 SUNTA VIDASI,0.0,0.0
(100 ) 6X80 SUNTA VIDASI,0.0,0.0
(100 ) 6X90 SUNTA VIDASI,0.0,0.0
(100 1.5MM AD) DERZ KLIPSI SEVIYE TESPIT,0.0,0.0
(100 10X20 AD) ALTI BEYAZ HALKASI SINEKLIK TUTMA,0.0,0.0
(100 10X20 AD) ALTI HALKASI KAHVE SINEKLIK TUTMA,0.0,0.0
(100 1MM AD) DERZ KLIPSI SEVIYE TESPIT,0.0,0.0
(100 20MM AD) KLIPS SABITLEME SEVIYE TAKOZU TESPIT,0.0,0.0
(100 2MM AD) DERZ KLIPSI SEVIYE TESPIT,0.0,0.0
(100 3 6X250 AD) BEYAZ CIRT KELEPÇE MM PLASTİK,0.0,0.0
(100 3 6X300 AD) BEYAZ CIRT KELEPÇE MM PLASTİK,0.0,0.0
(100 3MM AD) DERZ KLIPSI SEVIYE TESPIT,0.0,0.0
(100 8MM AD) DÜBEL DÜBEL KALIBRE SET SP STAR TAKIM VIDA,0.0,0.0
(100 AD) C KAHVE KOL PLASTIK SINEKLIK,0.0,0.0
(1000 ) 3 5X18 AKDENIZ MM SUNTA VIDASI,0.0,0.0
(1000 ) 3 5X20 AKDENIZ MM SUNTA VIDASI,0.0,0.0
(1000 ) 3 5X30 AKDENIZ MM SUNTA VIDASI,0.0,0.0
(1000 ) 3 5X35 AKDENIZ MM SUNTA VIDASI,0.0,0.0
(1000 ) 3 9X25 AKDENIZ MATKAP MM UÇLU VIDA,0.0,0.0
(1000 ) 3.5X13 SUNTA VIDASI,0.0,0.0
(1000 ) 3.5X16 SUNTA VIDASI,0.0,0.0
(1000 ) 3.5X18 SUNTA VIDASI,0.0,0.0
(1000 ) 3.5X20 SUNTA VIDASI,0.0,0.0
(1000 ) 3.5X25 ARKALIK VIDASI,0.0,0.0
(1000 ) 3.5X25 SUNTA VIDASI,0.0,0.0
(1000 ) 3.5X30 SUNTA VIDASI,0.0,0.0
(1000 ) 3.5X35 SUNTA VIDASI,0.0,0.0
(1000 ) 4X16 SUNTA VIDASI,0.0,0.0
(1000 ) 4X18 SUNTA VIDASI,0.0,0.0
(1000 ) 4X20 SUNTA VIDASI,0.0,0.0
(1000 ) KORNIŞ/KORNEJ PLASTIK PULU RONDELA RONDELA VIDA,0.0,0.0
(1000 3.9X13 AD) BAŞLI MATKAP PUL RYSB UÇLU VIDA,0.0,0.0
(1000 3.9X13 AD) MATKAP UÇLU VIDA YHB,0.0,0.0
(1000 3.9X13 AD) MATKAP UÇLU VIDA YSB,0.0,0.0
(1000 3.9X16 AD) BAŞLI MATKAP PUL RYSB UÇLU VIDA,0.0,0.0
(1000 3.9X16 AD) MATKAP UÇLU VIDA YHB,0.0,0.0
(1000 3.9X16 AD) MATKAP UÇLU VIDA YSB,0.0,0.0
(1000 3.9X19 AD) BAŞLI MATKAP PUL RYSB UÇLU VIDA,0.0,0.0
(1000 3.9X19 AD) MATKAP UÇLU VIDA YHB,0.0,0.0
(1000 3.9X19 AD) MATKAP UÇLU VIDA YSB,0.0,0.0
(1000 3.9X22 AD) MATKAP UÇLU VIDA YHB,0.0,0.0
(1000 3.9X22 AD) MATKAP UÇLU VIDA YSB,0.0,0.0
(1000 3.9X25 AD) BAŞLI MATKAP PUL RYSB UÇLU VIDA,0.0,0.0
(1000 3.9X25 AD) MATKAP UÇLU VIDA YHB,0.0,0.0
(1000 3.9X25 AD) MATKAP UÇLU VIDA YSB,0.0,0.0
(1000 3.9X32 AD) MATKAP UÇLU VIDA YHB,0.0,0.0
(1000 3.9X38 AD) MATKAP UÇLU VIDA YSB,0.0,0.0
(1000 4.2X13 AD) MATKAP UÇLU VIDA YHB,0.0,0.0
(1000 4.2X13 AD) MATKAP UÇLU VIDA YSB,0.0,0.0
(1000 4.2X16 AD) BAŞLI MATKAP PUL RYSB UÇLU VIDA,0.0,0.0
(1000 4.2X16 AD) MATKAP UÇLU VIDA YHB,0.0,0.0
(1000 4.2X16 AD) MATKAP UÇLU VIDA YSB,0.0,0.0
(1000 4.2X19 AD) BAŞLI MATKAP PUL RYSB UÇLU VIDA,0.0,0.0
(1000 4.2X19 AD) MATKAP UÇLU VIDA YHB,0.0,0.0
(1000 4.2X19 AD) MATKAP UÇLU VIDA YSB,0.0,0.0
(1000 4.2X22 AD) MATKAP UÇLU VIDA YHB,0.0,0.0
(1000 4.2X22 AD) MATKAP UÇLU VIDA YSB,0.0,0.0
(1000 4.2X25 AD) BAŞLI MATKAP PUL RYSB UÇLU VIDA,0.0,0.0
(1000 4.2X25 AD) MATKAP UÇLU VIDA YHB,0.0,0.0
(1000 4.2X25 AD) MATKAP UÇLU VIDA YSB,0.0,0.0
(1000 4.8X16 AD) BAŞLI MATKAP PUL RYSB UÇLU VIDA,0.0,0.0
(1000 4.8X19 AD) MATKAP UÇLU VIDA YHB,0.0,0.0
(1000 4.8X19 AD) MATKAP UÇLU VIDA YSB,0.0,0.0
(1000 4.8X22 AD) BAŞLI MATKAP PUL RYSB UÇLU VIDA,0.0,0.0
(1000 4.8X25 AD) BAŞLI MATKAP PUL RYSB UÇLU VIDA,0.0,0.0
(1000 4.8X25 AD) MATKAP UÇLU VIDA YHB,0.0,0.0
(1000 4.8X25 AD) MATKAP UÇLU VIDA YSB,0.0,0.0
(1000 8 DÜBEL LI MM PAKET) PLASTIK,2.42,2.42
(100ADET) 2 5*150MM BAĞI BEYAZ KABLO KLIPS,0.0,0.0
(100ADET) 2 5*150MM BAĞI KABLO KLIPS SIYAH,0.0,0.0
(100ADET) 2 5*200MM BAĞI BEYAZ KABLO KLIPS,0.0,0.0
(100ADET) 3 6*300MM BAĞI BEYAZ KABLO KLIPS,0.0,0.0
(100ADET) 4 8*380MM BAĞI BEYAZ KABLO KLIPS,0.0,0.0
(100M) 1.5 KABLO MM NYA ÖZNUR,-5.94,-5.94
(100M) 10 KABLO MM NYA ÖZNUR,0.0,0.0
(100M) 16 KABLO MM NYA ÖZNUR,0.0,0.0
(100M) 2.5 KABLO MM NYA ÖZNUR,-5.95,-5.95
(100M) 25MM KABLO NYA ÖZNUR,0.0,0.0
(100M) 4 KABLO MM NYA ÖZNUR,0.0,0.0
(100M) 6 KABLO MM NYA ÖZNUR,0.0,0.0
(100M) BARIYERSIZ BORUSU FIRAT MOBIL OKSIJEN SISTEM,2.17,2.17
(10X10) 17 AHŞAP CM DEKOR FAYANS SAPLI TARAĞI,0.0,0.0
(12 ) 1/2 KAPI ORTA YAYI ÇEKME,0.0,0.0
(12 ) 10CM 2100 DEKOR EKSPORT RULO YEDEK,0.0,0.0
(12 ) 3/8 KAPI KÜÇÜK YAYI ÇEKME,0.0,0.0
(12 ) 5/8 BÜYÜK KAPI YAYI ÇEKME,0.0,0.0
(12AD) 500GR AMAÇLI GENEL KREM MUCIZE PAK SELSIL TEMIZLEYICI,0.0,0.0
(12AD) 500ML KÖPÜK MUCIZE PAK SELSIL SPREY TEMIZLEYICI,5.71,5.71
(130 10 BAR) BORU BOSCH KANAL M TEMIZLEYICI,0.0,0.0
(14ÇIKIŞ) 180X270X100 BUAT GRI TERMOPLASTIK,0.0,0.0
(150 4.8X80 AD) MATKAP UÇLU VIDA YHB,0.0,0.0
(1500 ) 3 9X19 AKDENIZ MATKAP MM UÇLU VIDA,0.0,0.0
(180A) 180 51105 ELMAS MM PR PROCUT TESTERE,0.0,0.0
(1KG) 0 67 ASTAR BEYAZ L POLİSAN RAPİD,0.0,0.0
(1PKT=1 1 30*60 44M²) CREAM KALITE ZEUS,0.0,0.0
(1PKT=1 1.KALITE 44 60*60 CREAM INTEGRA M²),0.0,0.0
(1PKT=1 1.KALITE 44M²) 60*60 ANGORA BONE,0.0,0.0
(1PKT=1 1.KALİTE 30*60 44M²) SILVER ZEUS,0.0,0.0
(1PKT=1 1.KALİTE 44M²) 60*120 D.GRAY LAVA,-17.84,-17.84
(1X4.0AH;125MM) 180 AVUÇ BOSCH GWS LI TAŞLAMA,0.0,0.0
(1X4.0AH;PLASTIK) 180 BOSCH GBH KIRICIDELICI LI,0.0,0.0
(2 ) 16X23 HORTUM KELEPÇESI,0.0,0.0
(2 ) 3/4 REKORU SAYAÃ§ SU TAKÄĄM Ä°NÃ§,0.0,0.0
(2 ) 3/4 REKORU SAYAÃ§ SU TAKÄḞM ÄḞNÃ§,0.0,0.0
(2 ) 3/4 REKORU SAYAĂ§ SU TAKÄ±M Ä°NĂ§,0.0,0.0
(2 ) 3/4 REKORU SAYAĂ§ SU TAKÄĄM Ä°NĂ§,0.0,0.0
(2 ) ALVEUS FILTRE KARBON,0.0,0.0
(2 ) DIZLIK POLIÜRETAN VENTO,3.22,3.22
(2 0 18 AH AKÜ) BAHÇE BOSCH KEO LI TEK TESTERESI,0.0,0.0
(2 14 4 5 AH AKÜ) BOSCH LI PSB ÇİFT,0.0,0.0
(2 18 5AH BOSCH TEKAKÜ) UNIVERSALCHAIN,0.0,0.0
(2 40MM 721 AKÜLÜ ARS BATARYALI) BUDAMA EP MAKASI,0.0,0.0
(2 ASKI DELIKLI) FLANŞI METAL,0.0,0.0
(2.5AH + 18V AKÜ AKÜ AL1830) BOSCH SETI TEK,0.0,0.0
(200 ) 0X50 6 AKDENIZ MM SUNTA VIDASI,0.0,0.0
(200 ) 4.5X40 SUNTA VIDASI,0.0,0.0
(200 ) 4.5X45 SUNTA VIDASI,0.0,0.0
(200 ) 4.5X50 SUNTA VIDASI,0.0,0.0
(200 ) 4.5X60 SUNTA VIDASI,-0.0,-0.0
(200 ) 4X60 SUNTA VIDASI,0.0,0.0
(200 ) 4X70 SUNTA VIDASI,0.0,0.0
(200 ) 5X30 SUNTA VIDASI,0.0,0.0
(200 ) 5X35 SUNTA VIDASI,0.0,0.0
(200 ) 5X40 SUNTA VIDASI,0.0,0.0
(200 ) 5X45 SUNTA VIDASI,0.0,0.0
(200 ) 5X50 SUNTA VIDASI,0.0,0.0
(200 ) 5X60 SUNTA VIDASI,0.0,0.0
(200 ) 5X70 SUNTA VIDASI,0.0,0.0
(200 ) 5X80 SUNTA VIDASI,0.0,0.0
(200 ) 6X40 SUNTA VIDASI,0.0,0.0
(200 ) 6X50 SUNTA VIDASI,0.0,0.0
(200 ) 6X60 SUNTA VIDASI,0.0,0.0
(200 1MM AD) DERZ KLIPSI KRISTAL SEVIYE TESPIT,0.0,0.0
(200 2MM AD) DERZ KLIPSI KRISTAL SEVIYE TESPIT,0.0,0.0
(200 3MM AD) DERZ KLIPSI KRISTAL SEVIYE TESPIT,0.0,0.0
(2000 ) 3 9X16 AKDENIZ MATKAP MM UÇLU VIDA,0.0,0.0
(24 ) 1.5 AMERIKAN MENTEŞE NO YAPRAK,0.0,0.0
(24 ) 10X12 22X28CM ALTI BEYAZ LÜKS RAF,0.0,0.0
(24 ) 10X13CM 5X6 ALTI BEYAZ LÜKS RAF,0.0,0.0
(24 ) 12X14 26X33CM ALTI BEYAZ LÜKS RAF,0.0,0.0
(24 ) 12X14 26X33CM ALTI LÜKS RAF SIYAH,0.0,0.0
(24 ) 12X19CM 6X8 ALTI BEYAZ LÜKS RAF,0.0,0.0
(24 ) 12X19CM 6X8 ALTI LÜKS RAF SIYAH,0.0,0.0
(24 ) 15X22CM 7X9 ALTI BEYAZ LÜKS RAF,0.0,0.0
(24 ) 15X22CM 7X9 ALTI LÜKS RAF SIYAH,0.0,0.0
(24 ) 2 5 AMERIKAN MENTEŞE NO YAPRAK,0.0,0.0
(24 ) 2 AMERIKAN MENTEŞE NO YAPRAK,0.0,0.0
(24 ) 3 5 AMERIKAN MENTEŞE NO YAPRAK,0.0,0.0
(24 ) 3 AMERIKAN MENTEŞE NO YAPRAK,0.0,0.0
(24 ) 4 AMERIKAN MENTEŞE NO YAPRAK,0.0,0.0
(24 ) 5 AMERIKAN MENTEŞE NO YAPRAK,0.0,0.0
(24 ) 904/3 KUYRUKLU MENTEŞE NO,0.0,0.0
(24 ) 904/4 KUYRUKLU MENTEŞE NO,0.0,0.0
(24 ) 904/5 KUYRUKLU MENTEŞE NO,0.0,0.0
(24 ) 904/6 KUYRUKLU MENTEŞE NO,0.0,0.0
(24 ) 904/7 KUYRUKLU MENTEŞE NO,0.0,0.0
(24 )) 18X24CM 8X10 ALTI BEYAZ LÜKS RAF,0.0,0.0
(250 ) 12MM DÜBEL DÜZ SGS TURBOLET UÇLU,0.0,0.0
(250 ) 4 8X45 AKDENIZ MATKAP MM UÇLU VIDA,0.0,0.0
(250 4.8X50 AD) MATKAP UÇLU VIDA YHB,0.0,0.0
(250 4.8X50 AD) MATKAP UÇLU VIDA YSB,0.0,0.0
(250 4.8X60 AD) MATKAP UÇLU VIDA YSB,0.0,0.0
(250 4.8X70 AD) MATKAP UÇLU VIDA YHB,0.0,0.0
(2500 11835625 13/8 ART PCS) RAPID TELI ZIMBA,0.0,0.0
(250ADET) 2MM ALÃ§ÄĄPAN DÃŽBELI,0.0,0.0
(250ADET) 2MM ALÃ§ÄḞPAN DÃỲBELI,0.0,0.0
(250ADET) 2MM ALĂ§Ä±PAN DĂĽBELI,0.0,0.0
(250ADET) 2MM ALĂ§ÄĄPAN DĂŹBELI,0.0,0.0
(26+10+32) 164BNE 68MM BAREL BILYALI BLISTER KALE NIKEL,30.78,30.78
(2X2 0AH;PLASTIK) 180 BOSCH GSB LI VIDALAMA,0.0,0.0
(2X2 120 AH) BOSCH DARBELI GSB LI VIDALAMA,0.0,0.0
(2X2.0 120 AH; BOSCH GSR LI PLASTIK) VIDALAMA,0.0,0.0
(2X2.0AH) 185 BOSCH DELME GSR LI VIDALAMA,0.0,0.0
(2X2.0AH; 18V 50 BOSCH CASE) GSR L VIDALAMA,0.0,0.0
(2X4 18V 350 AH AKÜ) BOSCH DARBELI GDS SIKMA SOMUN,0.0,0.0
(2X4.0AH;L + 18V 18V 200 50 BOSCH BOXX) GDX GSR,0.0,0.0
(2X4.0AH;PLASTIK) 180 BOSCH DELICI GBH KIRICI LI,0.0,0.0
(2X5 0 18V 50 AH BOSCH BOXX) GSR L,0.0,0.0
(3 2 2) 7 CER ELEKTRONIKÇI PA PARÇA PLUS SETI TAKIMI TORNAVIDA X,30.81,30.81
(3 2 4) 9 CER ELEKTRONIKÇI PA PARÇA PLUS SETI TAKIMI TORNAVIDA X,33.6,33.6
(3/45) 8240 AKÜLÜ BOSCH DREMEL EL MOTORU,0.0,0.0
(3/8 10X16MM 5/8) HORTUM KELEBEK KELEPÇESI SAPLI,-0.0,-0.0
(300 4.8X60 AD) MATKAP UÇLU VIDA YHB,0.0,0.0
(33 3MM) APARATI BAĞLANTI FISKARS G1'' LB30 MUSLUK SOL,0.0,0.0
(36 ) 25MT 3CM BANT MASKELEME MM X,0.0,0.0
(3F.) BANYO ECA NİTA SÜRGÜLÜ TAKIM ÜST,0.0,0.0
(4485) DREMEL MANDREN PENSET SETI VE,0.0,0.0
(48 ) 25MT 4CM BANT MASKELEME MM X,2.64,2.64
(4ALT 4ÜST) 8 DUŞ DUŞAKABIN LI SET TEKERI TEKERLEĞI,0.0,0.0
(4M) 20 BEYAZ BORU FIRAT KOMPOZIT MM PPRC,2.17,2.17
(4M) 20 BEYAZ BORU FÄ±RAT MM PPRC,0.0,0.0
(4M) 20 BEYAZ BORU FÄĄRAT MM PPRC,2.29,2.29
(4M) 25 BEYAZ BORU FIRAT KOMPOZIT MM PPRC,2.17,2.17
(4M) 25 BEYAZ BORU FÄ±RAT MM PPRC,0.0,0.0
(4M) 25 BEYAZ BORU FÄĄRAT MM PPRC,2.29,2.29
(4M) 32 BEYAZ BORU FIRAT KOMPOZIT MM PPRC,2.17,2.17
(4M) 32 BEYAZ BORU FÄ±RAT MM PPRC,0.0,0.0
(4M) 32 BEYAZ BORU FÄĄRAT MM PPRC,2.29,2.29
(4M) 40 BEYAZ BORU FÄ±RAT KOMPOZIT MM PPRC,2.6,2.6
(4M) 40 BEYAZ BORU FÄ±RAT MM PPRC,2.6,2.6
(4M) 40 BEYAZ BORU FÄĄRAT KOMPOZIT MM PPRC,0.0,0.0
(4M) 40 BEYAZ BORU FÄĄRAT MM PPRC,0.0,0.0
(4M) 40 BEYAZ BORU FŃĪRAT KOMPOZIT MM PPRC,0.0,0.0
(4M) 40 BEYAZ BORU FŃĪRAT MM PPRC,0.0,0.0
(4X4) 17 AHŞAP CM DEKOR FAYANS SAPLI TARAĞI,0.0,0.0
(5 ) AĞAÇ BIÇAĞI KESME KUYRUĞU METAL S1122HF TILKI,0.7,0.7
(5 ) AĞAÇ BIÇAĞI KESME KUYRUĞU S1411D TILKI UZUN,0.7,0.7
(5 ) AĞAÇ BIÇAĞI KESME KUYRUĞU S1531L TILKI,0.7,0.7
(5 ) BIÇAĞI KEMIK KESME KUYRUĞU PASLANMAZ S1211 TILKI,0.7,0.7
(5 ) BIÇAĞI KESME KUYRUĞU METAL S922EF TILKI,0.7,0.7
(5 40KG 5CM 76 M²) TAŞ YÜNÜ,0.0,0.0
(5/16 1/2) 8X12MM HORTUM KELEBEK KELEPÇESI SAPLI,-0.0,-0.0
"(5/8 1"") 16X25MM HORTUM KELEBEK KELEPÇESI SAPLI",0.0,0.0
(5/8) 16 FIRDÖNDÜ GALVANIZ MM,0.71,0.71
(50 ) 3 CERRAHI KATLI MASKE TELLI,0.0,0.0
(50 ) 50X150 CM RABIS TELI,0.0,0.0
(50 ) 6X120 SUNTA VIDASI,0.0,0.0
(50 ) 6X150 SUNTA VIDASI,0.0,0.0
(500 ) 13MM DÜBEL MATKAP SGS TURBOLET UÇLU,0.0,0.0
(500 ) 2 ARTISI DERZ MM,0.0,0.0
(500 ) 2X45 4 AKDENIZ MATKAP MM UÇLU VIDA,0.0,0.0
(500 ) 3 5X40 AKDENIZ MM SUNTA VIDASI,0.0,0.0
(500 ) 3 5X45 AKDENIZ MM SUNTA VIDASI,2.75,2.75
(500 ) 3 9X38 AKDENIZ MATKAP MM UÇLU VIDA,0.0,0.0
(500 ) 3 ARTISI DERZ MM OLUKLU,36.96,36.96
(500 ) 3.5X40 SUNTA VIDASI,0.0,0.0
(500 ) 3.5X45 SUNTA VIDASI,0.0,0.0
(500 ) 3.5X50 SUNTA VIDASI,0.0,0.0
(500 ) 4 ARTISI DERZ MM,113.33,113.33
(500 ) 4 ARTISI DERZ MM OLUKLU,158.99,158.99
