YearMonth,TOTAL_AvgPrice,TOTAL_Inflation_%,Bauhaus_AvgPrice,FiltaşYapı_AvgPrice,Hausmart_AvgPrice,Nalburadam_AvgPrice,Nalburcuk_AvgPrice,Nalburdayim_AvgPrice,NalburTek_AvgPrice,SanatYapiOnline_AvgPrice,TasciYapiMarket_AvgPrice,yapimaks_AvgPrice,Bauhaus_MoM_%,FiltaşYapı_MoM_%,Hausmart_MoM_%,Nalburadam_MoM_%,Nalburcuk_MoM_%,Nalburdayim_MoM_%,NalburTek_MoM_%,SanatYapiOnline_MoM_%,TasciYapiMarket_MoM_%,yapimaks_MoM_%
2026-04,2176.83,4.23,2436.82,4987.1,3762.81,2284.95,,,745.52,,1283.78,,3.87,4.76,-2.64,0.63,,,9.23,,0.86,
