kategori,title,price,cart_discount_text,image_urls,product_url,product_id
erkek,North Erkek Modal Karışımlı Kazak Siyah,"2.499,99",,https://witcdn.lufian.com/north-erkek-modal-karisimli-kazak-siyah-erkek-triko-kazak-lufian-468520-10-B.jpg | https://witcdn.lufian.com/north-erkek-modal-karisimli-kazak-siyah-erkek-triko-kazak-lufian-468521-10-B.jpg,https://www.lufian.com/north-erkek-modal-karisimli-kazak-siyah,10547
erkek,North Erkek Modal Karışımlı Kazak Kum,"2.499,99",,https://witcdn.lufian.com/north-erkek-modal-karisimli-kazak-kum-erkek-triko-kazak-lufian-468526-10-B.jpg | https://witcdn.lufian.com/north-erkek-modal-karisimli-kazak-kum-erkek-triko-kazak-lufian-468527-10-B.jpg,https://www.lufian.com/north-erkek-modal-karisimli-kazak-kum,10548
erkek,Bold Erkek Pamuklu Kazak Nefti Yeşil,"2.399,99",,https://witcdn.lufian.com/bold-erkek-pamuklu-kazak-nefti-yesil-erkek-kisa-kol-kazak-lufian-468707-10-B.jpg | https://witcdn.lufian.com/bold-erkek-pamuklu-kazak-nefti-yesil-erkek-kisa-kol-kazak-lufian-468708-10-B.jpg,https://www.lufian.com/bold-erkek-pamuklu-kazak-nefti-yesil,10549
erkek,Vıctor Erkek Modal Karışımlı Kazak Koyu Lacivert,"2.699,99",,https://witcdn.lufian.com/victor-erkek-modal-karisimli-kazak-koyu-lacivert-erkek-triko-kazak-lufian-468538-10-B.jpg | https://witcdn.lufian.com/victor-erkek-modal-karisimli-kazak-koyu-lacivert-erkek-triko-kazak-lufian-468539-10-B.jpg,https://www.lufian.com/victor-erkek-modal-karisimli-kazak-koyu-lacivert,10550
erkek,Henry Erkek Pamuklu Kazak Kum,"1.999,99",,https://witcdn.lufian.com/henry-erkek-pamuklu-kazak-kum-erkek-kisa-kol-kazak-lufian-468544-10-B.jpg | https://witcdn.lufian.com/henry-erkek-pamuklu-kazak-kum-erkek-kisa-kol-kazak-lufian-468545-10-B.jpg,https://www.lufian.com/henry-erkek-pamuklu-kazak-kum,10551
erkek,Tıno Erkek Modal Karışımlı Kazak Açık Gri,"1.799,99",,https://witcdn.lufian.com/tino-erkek-modal-karisimli-kazak-acik-gri-10552-erkek-kisa-kol-kazak-lufian-468550-10-B.jpg | https://witcdn.lufian.com/tino-erkek-modal-karisimli-kazak-acik-gri-10552-erkek-kisa-kol-kazak-lufian-468551-10-B.jpg,https://www.lufian.com/tino-erkek-modal-karisimli-kazak-acik-gri-10552,10552
erkek,Tıno Erkek Modal Karışımlı Kazak Kahverengi,"1.799,99",,https://witcdn.lufian.com/tino-erkek-modal-karisimli-kazak-kahverengi-erkek-kisa-kol-kazak-lufian-468556-10-B.jpg | https://witcdn.lufian.com/tino-erkek-modal-karisimli-kazak-kahverengi-erkek-kisa-kol-kazak-lufian-468557-10-B.jpg,https://www.lufian.com/tino-erkek-modal-karisimli-kazak-kahverengi,10553
erkek,Derek Erkek Modal Karışımlı Kazak Kırık Beyaz,"2.399,99",,https://witcdn.lufian.com/derek-erkek-modal-karisimli-kazak-kirik-beyaz-erkek-kisa-kol-kazak-lufian-468820-10-B.jpg | https://witcdn.lufian.com/derek-erkek-modal-karisimli-kazak-kirik-beyaz-erkek-kisa-kol-kazak-lufian-468821-10-B.jpg,https://www.lufian.com/derek-erkek-modal-karisimli-kazak-kirik-beyaz,10578
erkek,Bold Erkek Pamuklu Kazak Siyah,"2.399,99",,https://witcdn.lufian.com/bold-erkek-pamuklu-kazak-siyah-erkek-kisa-kol-kazak-lufian-468826-10-B.jpg | https://witcdn.lufian.com/bold-erkek-pamuklu-kazak-siyah-erkek-kisa-kol-kazak-lufian-468827-10-B.jpg,https://www.lufian.com/bold-erkek-pamuklu-kazak-siyah,10579
erkek,Bold Erkek Pamuklu Kazak Koyu Lacivert,"2.399,99",,https://witcdn.lufian.com/bold-erkek-pamuklu-kazak-koyu-lacivert-erkek-kisa-kol-kazak-lufian-468832-10-B.jpg | https://witcdn.lufian.com/bold-erkek-pamuklu-kazak-koyu-lacivert-erkek-kisa-kol-kazak-lufian-468833-10-B.jpg,https://www.lufian.com/bold-erkek-pamuklu-kazak-koyu-lacivert,10580
erkek,Dean Erkek Modal Karışımlı Kazak Açık Gri,"2.499,99",,https://witcdn.lufian.com/dean-erkek-modal-karisimli-kazak-acik-gri-erkek-kisa-kol-kazak-lufian-468838-10-B.jpg | https://witcdn.lufian.com/dean-erkek-modal-karisimli-kazak-acik-gri-erkek-kisa-kol-kazak-lufian-468839-10-B.jpg,https://www.lufian.com/dean-erkek-modal-karisimli-kazak-acik-gri,10581
erkek,Luıs Erkek Modal Karışımlı Kazak Kırık Beyaz,"2.499,99",,https://witcdn.lufian.com/luis-erkek-modal-karisimli-kazak-kirik-beyaz-erkek-kisa-kol-kazak-lufian-468844-10-B.jpg | https://witcdn.lufian.com/luis-erkek-modal-karisimli-kazak-kirik-beyaz-erkek-kisa-kol-kazak-lufian-468845-10-B.jpg,https://www.lufian.com/luis-erkek-modal-karisimli-kazak-kirik-beyaz,10582
