ProductName,Total_Period_Change_%,2026-04_Change_%
1398491,0.0,0.0
1398500,0.0,0.0
1398504,0.0,0.0
1398509,0.0,0.0
1398514,0.0,0.0
1398524,0.0,0.0
1398526,0.0,0.0
1398533,0.0,0.0
1398539,0.0,0.0
1398548,0.0,0.0
1398557,0.0,0.0
1398558,0.0,0.0
1398578,0.0,0.0
1398583,0.0,0.0
1398587,0.0,0.0
1398589,0.0,0.0
1398601,0.0,0.0
1398603,0.0,0.0
1398606,0.0,0.0
1398612,0.0,0.0
1398629,0.0,0.0
1398641,0.0,0.0
1398643,0.0,0.0
1398652,0.0,0.0
1398658,0.0,0.0
1398667,0.0,0.0
1398670,0.0,0.0
1398689,0.0,0.0
1398690,0.0,0.0
1398695,0.0,0.0
1398706,0.0,0.0
1398713,0.0,0.0
1398716,0.0,0.0
1398725,0.0,0.0
1398733,0.0,0.0
1398738,0.0,0.0
1398744,0.0,0.0
1398760,0.0,0.0
1398762,0.0,0.0
1398778,0.0,0.0
1398786,0.0,0.0
1398805,0.0,0.0
1398811,0.0,0.0
1398816,0.0,0.0
1398818,0.0,0.0
1398827,0.0,0.0
1398832,0.0,0.0
1398841,0.0,0.0
1398851,0.0,0.0
1398863,0.0,0.0
1398864,0.0,0.0
1398866,0.0,0.0
1398885,0.0,0.0
1398887,0.0,0.0
1398895,0.0,0.0
1398902,0.0,0.0
1398903,0.0,0.0
1398929,0.0,0.0
1398939,0.0,0.0
1398945,0.0,0.0
1398952,0.0,0.0
1398955,0.0,0.0
1398958,0.0,0.0
1398961,0.0,0.0
1398967,0.0,0.0
1398978,0.0,0.0
1399000,0.0,0.0
1399001,0.0,0.0
1399005,0.0,0.0
1399007,0.0,0.0
1399015,0.0,0.0
1399024,0.0,0.0
1399030,0.0,0.0
1399035,0.0,0.0
1399037,0.0,0.0
1399043,0.0,0.0
1399044,0.0,0.0
1399053,0.0,0.0
1399056,0.0,0.0
1399060,0.0,0.0
1399072,0.0,0.0
1399075,0.0,0.0
1399084,0.0,0.0
1399089,0.0,0.0
1399096,0.0,0.0
1399100,0.0,0.0
1399104,0.0,0.0
1399110,0.0,0.0
1399112,0.0,0.0
1399114,0.0,0.0
1399127,0.0,0.0
1399137,0.0,0.0
1399138,0.0,0.0
1399140,0.0,0.0
1399144,0.0,0.0
1399153,0.0,0.0
1399163,0.0,0.0
1399174,0.0,0.0
1399177,0.0,0.0
1399189,0.0,0.0
1399193,0.0,0.0
1399202,0.0,0.0
1399207,0.0,0.0
1399217,0.0,0.0
1399223,0.0,0.0
1399227,0.0,0.0
1399235,0.0,0.0
1399238,0.0,0.0
1399240,0.0,0.0
1399249,0.0,0.0
1399264,0.0,0.0
1399276,0.0,0.0
1399279,0.0,0.0
1399281,0.0,0.0
1399293,0.0,0.0
1399294,0.0,0.0
1399310,0.0,0.0
1399317,0.0,0.0
1399323,0.0,0.0
1399334,0.0,0.0
1399335,0.0,0.0
1399342,0.0,0.0
1399344,0.0,0.0
1399349,0.0,0.0
1399351,0.0,0.0
1399359,0.0,0.0
1399361,0.0,0.0
1399367,0.0,0.0
1399381,0.0,0.0
1399384,0.0,0.0
1399390,0.0,0.0
1399392,0.0,0.0
1399394,0.0,0.0
1399409,0.0,0.0
1399410,0.0,0.0
1399412,0.0,0.0
1399413,0.0,0.0
1399423,0.0,0.0
1399444,0.0,0.0
1399446,0.0,0.0
1399454,0.0,0.0
1399455,0.0,0.0
1399460,0.0,0.0
1399465,0.0,0.0
1399467,0.0,0.0
1399474,0.0,0.0
1399488,0.0,0.0
1399493,0.0,0.0
1399501,0.0,0.0
1399503,0.0,0.0
1399509,0.0,0.0
1399519,0.0,0.0
1399526,0.0,0.0
1399527,0.0,0.0
1399540,0.0,0.0
1399549,0.0,0.0
1399563,0.0,0.0
1399569,0.0,0.0
1399574,0.0,0.0
1399579,0.0,0.0
1399584,0.0,0.0
1399586,0.0,0.0
1399593,0.0,0.0
1399600,0.0,0.0
1399602,0.0,0.0
1399604,0.0,0.0
1399610,0.0,0.0
1399615,0.0,0.0
1399626,0.0,0.0
1399627,0.0,0.0
1399628,0.0,0.0
1399640,0.0,0.0
1399648,0.0,0.0
1399653,0.0,0.0
1399655,0.0,0.0
1399659,0.0,0.0
1399670,0.0,0.0
1399679,0.0,0.0
1399682,0.0,0.0
1399686,0.0,0.0
1399694,0.0,0.0
1399696,0.0,0.0
1399697,0.0,0.0
1399700,0.0,0.0
1399702,0.0,0.0
1399708,0.0,0.0
1399717,0.0,0.0
1399723,0.0,0.0
1399727,0.0,0.0
1399734,0.0,0.0
1399739,0.0,0.0
1399744,0.0,0.0
1399756,0.0,0.0
1399761,0.0,0.0
1399764,0.0,0.0
1399770,0.0,0.0
1399776,0.0,0.0
1399784,0.0,0.0
1399796,0.0,0.0
1399801,0.0,0.0
1399808,0.0,0.0
1399813,0.0,0.0
1399816,0.0,0.0
1399822,0.0,0.0
1399826,0.0,0.0
1399828,0.0,0.0
1399832,0.0,0.0
1399845,0.0,0.0
1399852,0.0,0.0
1399855,0.0,0.0
1399862,0.0,0.0
1399873,0.0,0.0
1399878,0.0,0.0
1399885,0.0,0.0
1399894,0.0,0.0
1399900,0.0,0.0
1399908,0.0,0.0
1399913,0.0,0.0
1399918,0.0,0.0
1399922,0.0,0.0
1399924,0.0,0.0
1399953,0.0,0.0
1399958,0.0,0.0
1399963,0.0,0.0
1399964,0.0,0.0
1399970,0.0,0.0
1399975,0.0,0.0
1399976,0.0,0.0
1399981,0.0,0.0
1399991,0.0,0.0
1399995,0.0,0.0
13L DOLAP DÜZENLEYICI GONDOL MAKSI PLASTIK TEKERLEKLI İÇI,0.0,0.0
13X18 CM DECO EVIDEA GOLD SUNFLOWER ÇERÇEVE,0.0,0.0
13X18 CM ENGLISH HOME KIREMIT MDF MONTY ÇERÇEVE,0.0,0.0
13X5X12 3 AKIN CM GENIŞ KAPAKLI KAĞITLIK KROM LÜX,0.0,0.0
14 5 ANNA BANYO CM ENGLISH HOME PEMBE SABUNLUK SIVI,0.0,0.0
14 5 ANNA BANYO CM ENGLISH HOME SABUNLUK SIVI ŞEFFAF,0.0,0.0
14 6 BEZ KÜLOT MAYO NUMARA SLEEPY XLARGE,0.0,0.0
14 ANTRASIT CM MICRO MINI SCHAFER TAVA YANMAZ YAPIŞMAZ,0.0,0.0
14 ASSN. ERKEK KOL POLO SAATI U.S. USPA1008,0.0,0.0
14 BAMBU CM DIK KAHVERENGI MIEN PEÇETELIK,0.0,0.0
14 BEYAZ DESENLI ERKEK KRAVAT SIYAH,0.0,0.0
14 CM ENGLISH HOME MOCHA PREMIUM PRETTY SOS TENCERESI,0.0,0.0
14 DESENLI ERKEK GRI MENDIL SIYAH,0.0,0.0
14 DESENLI ERKEK KAHVERENGI KRAVAT LACIVERT,0.0,0.0
14 DESENLI ERKEK KRAVAT LACIVERT MAVI,0.0,0.0
14 DIK ERKEK FIT HAKI KESIM MONT NORMAL STANDART YAKA,0.0,0.0
14 DUGMESI ERKEK GRI KOL METAL SIYAH,0.0,0.0
140 AYAKKABI AYAKMOD CASUAL DERI ERKEK HAKIKI KUM M NUBUK,0.0,0.0
140 AYAKKABI AYAKMOD CASUAL DERI ERKEK HAKIKI M NUBUK SIYAH,0.0,0.0
1400 3'LÜ AHŞAP BELLA CC JOYE KAPAKLI KAVANOZ MAISON SETI,0.0,0.0
1400005,0.0,0.0
1400010,0.0,0.0
1400015,0.0,0.0
1400022,0.0,0.0
1400024,0.0,0.0
1400029,0.0,0.0
1400032,0.0,0.0
1400036,0.0,0.0
1400042,0.0,0.0
1400051,0.0,0.0
1400058,0.0,0.0
1400066,0.0,0.0
1400073,0.0,0.0
1400084,0.0,0.0
1400096,0.0,0.0
1400104,0.0,0.0
1400107,0.0,0.0
1400113,0.0,0.0
1400121,0.0,0.0
1400127,0.0,0.0
1400140,0.0,0.0
1400147,0.0,0.0
1400150,0.0,0.0
1400158,0.0,0.0
1400168,0.0,0.0
1400173,0.0,0.0
1400181,0.0,0.0
1400186,0.0,0.0
1400191,0.0,0.0
1400197,0.0,0.0
1400199,0.0,0.0
1400200,0.0,0.0
1400210,0.0,0.0
1400224,0.0,0.0
1400228,0.0,0.0
1400239,0.0,0.0
1400249,0.0,0.0
1400252,0.0,0.0
1400262,0.0,0.0
1400266,0.0,0.0
1400280,0.0,0.0
1400285,0.0,0.0
1400297,0.0,0.0
1400306,0.0,0.0
1400317,0.0,0.0
1400318,0.0,0.0
1400322,0.0,0.0
1400326,0.0,0.0
1400334,0.0,0.0
1400340,0.0,0.0
1400346,0.0,0.0
1400348,0.0,0.0
1400353,0.0,0.0
1400355,0.0,0.0
1400360,0.0,0.0
1400367,0.0,0.0
1400374,0.0,0.0
1400376,0.0,0.0
1400383,0.0,0.0
1400388,0.0,0.0
1400402,0.0,0.0
1400416,0.0,0.0
1400419,0.0,0.0
1400422,0.0,0.0
1400429,0.0,0.0
1400443,0.0,0.0
1400447,0.0,0.0
1400452,0.0,0.0
1400456,0.0,0.0
1400467,0.0,0.0
1400473,0.0,0.0
1400481,0.0,0.0
1400485,0.0,0.0
1400494,0.0,0.0
1400502,0.0,0.0
1400511,0.0,0.0
1400516,0.0,0.0
1400525,0.0,0.0
1400530,0.0,0.0
1400536,0.0,0.0
1400544,0.0,0.0
1400547,0.0,0.0
1400555,0.0,0.0
1400566,0.0,0.0
1400568,0.0,0.0
1400575,0.0,0.0
1400586,0.0,0.0
1400592,0.0,0.0
1400598,0.0,0.0
1400608,0.0,0.0
1400613,0.0,0.0
1400615,0.0,0.0
1400629,0.0,0.0
1400631,0.0,0.0
1400636,0.0,0.0
1400654,0.0,0.0
1400656,0.0,0.0
1400664,0.0,0.0
1400670,0.0,0.0
1400672,0.0,0.0
1400675,0.0,0.0
1400677,0.0,0.0
1400686,0.0,0.0
1400695,0.0,0.0
1400704,0.0,0.0
1400714,0.0,0.0
1400719,0.0,0.0
1400720,0.0,0.0
1400727,0.0,0.0
1400735,0.0,0.0
1400739,0.0,0.0
1400750,0.0,0.0
1400754,0.0,0.0
1400774,0.0,0.0
1400779,0.0,0.0
1400782,0.0,0.0
1400791,0.0,0.0
1400795,0.0,0.0
1400797,0.0,0.0
1400801,0.0,0.0
1400807,0.0,0.0
1400819,0.0,0.0
1400820,0.0,0.0
1400827,0.0,0.0
1400840,0.0,0.0
1400843,0.0,0.0
1400846,0.0,0.0
1400857,0.0,0.0
1400875,0.0,0.0
1400885,0.0,0.0
1400889,0.0,0.0
1400895,0.0,0.0
1400903,0.0,0.0
1400908,0.0,0.0
1400921,0.0,0.0
1400924,0.0,0.0
1400942,0.0,0.0
1400946,0.0,0.0
1400955,0.0,0.0
1400961,0.0,0.0
1400970,0.0,0.0
1400977,0.0,0.0
1400982,0.0,0.0
1400987,0.0,0.0
1400994,0.0,0.0
1401000,0.0,0.0
1401004,0.0,0.0
1401008,0.0,0.0
1401013,0.0,0.0
1401019,0.0,0.0
1401033,0.0,0.0
1401041,0.0,0.0
1401054,0.0,0.0
1401056,0.0,0.0
1401064,0.0,0.0
1401066,0.0,0.0
1401077,0.0,0.0
1401081,0.0,0.0
1401088,0.0,0.0
1401091,0.0,0.0
1401097,0.0,0.0
1401101,0.0,0.0
1401103,0.0,0.0
1401107,0.0,0.0
1401112,0.0,0.0
1401126,0.0,0.0
1401134,0.0,0.0
1401135,0.0,0.0
1401138,0.0,0.0
1401139,0.0,0.0
1401146,0.0,0.0
1401161,0.0,0.0
1401168,0.0,0.0
1401176,0.0,0.0
1401180,0.0,0.0
1401187,0.0,0.0
1401191,0.0,0.0
1401193,0.0,0.0
1401197,0.0,0.0
1401206,0.0,0.0
1401215,0.0,0.0
1401222,0.0,0.0
1401225,0.0,0.0
1401232,0.0,0.0
1401239,0.0,0.0
1401256,0.0,0.0
1401261,0.0,0.0
1401267,0.0,0.0
1401274,0.0,0.0
1401283,0.0,0.0
1401288,0.0,0.0
1401300,0.0,0.0
1401308,0.0,0.0
1401312,0.0,0.0
1401317,0.0,0.0
1401324,0.0,0.0
1401327,0.0,0.0
1401330,0.0,0.0
1401357,0.0,0.0
1401359,0.0,0.0
1401374,0.0,0.0
1401387,0.0,0.0
1401390,0.0,0.0
1401395,0.0,0.0
1401400,0.0,0.0
1401404,0.0,0.0
1401410,0.0,0.0
1401419,0.0,0.0
1401421,0.0,0.0
1401425,0.0,0.0
1401434,0.0,0.0
1401438,0.0,0.0
1401452,0.0,0.0
1401453,0.0,0.0
1401461,0.0,0.0
1401465,0.0,0.0
1401469,0.0,0.0
1401470,0.0,0.0
1401493,0.0,0.0
1401504,0.0,0.0
1401508,0.0,0.0
1401514,0.0,0.0
1401521,0.0,0.0
1401527,0.0,0.0
1401534,0.0,0.0
1401541,0.0,0.0
1401549,0.0,0.0
1401554,0.0,0.0
1401568,0.0,0.0
1401575,0.0,0.0
1401582,0.0,0.0
1401584,0.0,0.0
1401589,0.0,0.0
1401591,0.0,0.0
1401593,0.0,0.0
1401599,0.0,0.0
1401607,0.0,0.0
1401609,0.0,0.0
1401620,0.0,0.0
1401624,0.0,0.0
1401632,0.0,0.0
1401640,0.0,0.0
1401644,0.0,0.0
1401647,0.0,0.0
1401653,0.0,0.0
1401657,0.0,0.0
1401663,0.0,0.0
1401670,0.0,0.0
1401679,0.0,0.0
1401692,0.0,0.0
1401698,0.0,0.0
1401711,0.0,0.0
1401715,0.0,0.0
1401722,0.0,0.0
1401733,0.0,0.0
1401753,0.0,0.0
1401761,0.0,0.0
1401762,0.0,0.0
1401764,0.0,0.0
1401771,0.0,0.0
1401778,0.0,0.0
1401786,0.0,0.0
1401792,0.0,0.0
1401798,0.0,0.0
1401811,0.0,0.0
1401816,0.0,0.0
1401825,0.0,0.0
1401826,0.0,0.0
1401833,0.0,0.0
1401843,0.0,0.0
1401845,0.0,0.0
1401854,0.0,0.0
1401861,0.0,0.0
1401867,0.0,0.0
1401874,0.0,0.0
1401879,0.0,0.0
1401880,0.0,0.0
1401881,0.0,0.0
1401889,0.0,0.0
1401893,0.0,0.0
1401895,0.0,0.0
1401911,0.0,0.0
1401917,0.0,0.0
1401919,0.0,0.0
1401931,0.0,0.0
1401940,0.0,0.0
1401942,0.0,0.0
1401943,0.0,0.0
1401947,0.0,0.0
1401953,0.0,0.0
1401965,0.0,0.0
1401975,0.0,0.0
1401987,0.0,0.0
1401992,0.0,0.0
1402 ADASEA KAPALI MAYO SIYAH TAM TANSY TESETTÜR,0.0,0.0
1402012,0.0,0.0
1402015,0.0,0.0
1402020,0.0,0.0
1402026,0.0,0.0
1402035,0.0,0.0
1402048,0.0,0.0
1402052,0.0,0.0
1402060,0.0,0.0
1402066,0.0,0.0
1402073,0.0,0.0
1402078,0.0,0.0
1402083,0.0,0.0
1402090,0.0,0.0
1402101,0.0,0.0
1402107,0.0,0.0
1402115,0.0,0.0
1402128,0.0,0.0
1402130,0.0,0.0
1402146,0.0,0.0
1402154,0.0,0.0
1402161,0.0,0.0
1402183,0.0,0.0
1402188,0.0,0.0
1402193,0.0,0.0
1402201,0.0,0.0
1402207,0.0,0.0
1402214,0.0,0.0
1402216,0.0,0.0
1402223,0.0,0.0
1402237,0.0,0.0
1402238,0.0,0.0
1402240,0.0,0.0
1402249,0.0,0.0
1402263,0.0,0.0
1402272,0.0,0.0
1402282,0.0,0.0
1402284,0.0,0.0
1402287,0.0,0.0
1402292,0.0,0.0
1402298,0.0,0.0
1402309,0.0,0.0
1402316,0.0,0.0
1402323,0.0,0.0
1402343,0.0,0.0
1402345,0.0,0.0
1402351,0.0,0.0
1402354,0.0,0.0
1402360,0.0,0.0
1402374,0.0,0.0
1402383,0.0,0.0
1402388,0.0,0.0
1402398,0.0,0.0
1402408,0.0,0.0
1402426,0.0,0.0
1402429,0.0,0.0
1402437,0.0,0.0
1402442,0.0,0.0
1402453,0.0,0.0
1402459,0.0,0.0
1402480,0.0,0.0
1402484,0.0,0.0
1402490,0.0,0.0
1402494,0.0,0.0
1402500,0.0,0.0
1402510,0.0,0.0
1402522,0.0,0.0
1402528,0.0,0.0
1402536,0.0,0.0
1402538,0.0,0.0
1402540,0.0,0.0
1402546,0.0,0.0
1402554,0.0,0.0
1402557,0.0,0.0
1402560,0.0,0.0
1402573,0.0,0.0
1402578,0.0,0.0
1402579,0.0,0.0
1402589,0.0,0.0
1402598,0.0,0.0
1402600,0.0,0.0
1402606,0.0,0.0
1402617,0.0,0.0
1402624,0.0,0.0
1402639,0.0,0.0
1402643,0.0,0.0
1402650,0.0,0.0
1402655,0.0,0.0
1402658,0.0,0.0
1402663,0.0,0.0
1402669,0.0,0.0
1402671,0.0,0.0
1402681,0.0,0.0
1402683,0.0,0.0
1402686,0.0,0.0
1402693,0.0,0.0
1402702,0.0,0.0
1402711,0.0,0.0
1402715,0.0,0.0
1402731,0.0,0.0
1402738,0.0,0.0
1402758,0.0,0.0
1402767,0.0,0.0
1402772,0.0,0.0
1402778,0.0,0.0
1402790,0.0,0.0
1402797,0.0,0.0
1402809,0.0,0.0
1402816,0.0,0.0
1402820,0.0,0.0
1402825,0.0,0.0
1402830,0.0,0.0
1402835,0.0,0.0
1402845,0.0,0.0
1402847,0.0,0.0
1402853,0.0,0.0
1402863,0.0,0.0
1402864,0.0,0.0
1402875,0.0,0.0
1402887,0.0,0.0
1402898,0.0,0.0
1402902,0.0,0.0
1402919,0.0,0.0
1402932,0.0,0.0
1402939,0.0,0.0
1402945,0.0,0.0
1402948,0.0,0.0
1402950,0.0,0.0
1402951,0.0,0.0
1402960,0.0,0.0
1402967,0.0,0.0
1402968,0.0,0.0
1402973,0.0,0.0
1402979,0.0,0.0
1402993,0.0,0.0
1402999,0.0,0.0
1403004,0.0,0.0
1403008,0.0,0.0
1403013,0.0,0.0
1403019,0.0,0.0
1403020,0.0,0.0
1403023,0.0,0.0
1403027,0.0,0.0
1403030,0.0,0.0
1403042,0.0,0.0
1403043,0.0,0.0
1403051,0.0,0.0
1403062,0.0,0.0
1403065,0.0,0.0
1403076,0.0,0.0
1403080,0.0,0.0
1403087,0.0,0.0
1403091,0.0,0.0
1403099,0.0,0.0
1403106,0.0,0.0
1403119,0.0,0.0
1403121,0.0,0.0
1403123,0.0,0.0
1403134,0.0,0.0
1403138,0.0,0.0
1403142,0.0,0.0
1403156,0.0,0.0
1403158,0.0,0.0
1403162,0.0,0.0
1403164,0.0,0.0
1403174,0.0,0.0
1403178,0.0,0.0
1403180,0.0,0.0
1403186,0.0,0.0
1403193,0.0,0.0
1403200,0.0,0.0
1403211,0.0,0.0
1403214,0.0,0.0
1403224,0.0,0.0
1403229,0.0,0.0
1403231,0.0,0.0
1403236,0.0,0.0
1403241,0.0,0.0
1403245,0.0,0.0
1403249,0.0,0.0
1403257,0.0,0.0
1403271,0.0,0.0
1403280,0.0,0.0
1403284,0.0,0.0
1403287,0.0,0.0
1403294,0.0,0.0
1403298,0.0,0.0
1403308,0.0,0.0
1403313,0.0,0.0
1403315,0.0,0.0
1403324,0.0,0.0
1403330,0.0,0.0
1403339,0.0,0.0
1403349,0.0,0.0
1403369,0.0,0.0
1403376,0.0,0.0
1403383,0.0,0.0
1403387,0.0,0.0
1403392,0.0,0.0
1403396,0.0,0.0
1403407,0.0,0.0
1403413,0.0,0.0
1403419,0.0,0.0
1403424,0.0,0.0
1403435,0.0,0.0
1403447,0.0,0.0
1403454,0.0,0.0
1403466,0.0,0.0
1403467,0.0,0.0
1403470,0.0,0.0
1403485,0.0,0.0
1403492,0.0,0.0
1403495,0.0,0.0
1403501,0.0,0.0
1403510,0.0,0.0
1403520,0.0,0.0
1403521,0.0,0.0
1403538,0.0,0.0
1403540,0.0,0.0
1403546,0.0,0.0
1403553,0.0,0.0
1403555,0.0,0.0
1403561,0.0,0.0
1403579,0.0,0.0
1403587,0.0,0.0
1403594,0.0,0.0
1403603,0.0,0.0
1403608,0.0,0.0
1403611,0.0,0.0
1403614,0.0,0.0
1403620,0.0,0.0
1403626,0.0,0.0
1403634,0.0,0.0
1403637,0.0,0.0
1403643,0.0,0.0
1403662,0.0,0.0
1403667,0.0,0.0
1403671,0.0,0.0
1403674,0.0,0.0
1403681,0.0,0.0
1403687,0.0,0.0
1403697,0.0,0.0
1403713,0.0,0.0
1403719,0.0,0.0
1403722,0.0,0.0
1403726,0.0,0.0
1403730,0.0,0.0
1403733,0.0,0.0
1403742,0.0,0.0
1403751,0.0,0.0
1403755,0.0,0.0
1403756,0.0,0.0
1403757,0.0,0.0
1403762,0.0,0.0
1403764,0.0,0.0
1403766,0.0,0.0
1403767,0.0,0.0
1403769,0.0,0.0
1403770,0.0,0.0
1403774,0.0,0.0
1403788,0.0,0.0
1403805,0.0,0.0
1403807,0.0,0.0
1403820,0.0,0.0
1403826,0.0,0.0
1403832,0.0,0.0
1403842,0.0,0.0
1403852,0.0,0.0
1403853,0.0,0.0
1403860,0.0,0.0
1403874,0.0,0.0
1403880,0.0,0.0
1403886,0.0,0.0
1403892,0.0,0.0
1403895,0.0,0.0
1403902,0.0,0.0
1403918,0.0,0.0
1403931,0.0,0.0
1403933,0.0,0.0
1403941,0.0,0.0
1403943,0.0,0.0
1403947,0.0,0.0
1403949,0.0,0.0
1403959,0.0,0.0
1403968,0.0,0.0
1403970,0.0,0.0
1403980,0.0,0.0
1403989,0.0,0.0
1403991,0.0,0.0
1403995,0.0,0.0
1403999,0.0,0.0
1404007,0.0,0.0
1404018,0.0,0.0
1404021,0.0,0.0
1404037,0.0,0.0
1404039,0.0,0.0
1404041,0.0,0.0
1404048,0.0,0.0
1404053,0.0,0.0
1404057,0.0,0.0
1404062,0.0,0.0
1404066,0.0,0.0
1404070,0.0,0.0
1404077,0.0,0.0
1404082,0.0,0.0
1404084,0.0,0.0
1404091,0.0,0.0
1404094,0.0,0.0
1404101,0.0,0.0
1404106,0.0,0.0
1404109,0.0,0.0
1404111,0.0,0.0
1404113,0.0,0.0
1404118,0.0,0.0
1404126,0.0,0.0
1404139,0.0,0.0
1404141,0.0,0.0
1404148,0.0,0.0
1404149,0.0,0.0
1404158,0.0,0.0
1404167,0.0,0.0
1404175,0.0,0.0
1404179,0.0,0.0
1404182,0.0,0.0
1404190,0.0,0.0
1404202,0.0,0.0
1404211,0.0,0.0
1404213,0.0,0.0
1404233,0.0,0.0
1404238,0.0,0.0
1404252,0.0,0.0
1404254,0.0,0.0
1404255,0.0,0.0
1404265,0.0,0.0
1404266,0.0,0.0
1404278,0.0,0.0
1404286,0.0,0.0
1404290,0.0,0.0
1404302,0.0,0.0
1404305,0.0,0.0
1404312,0.0,0.0
1404317,0.0,0.0
1404318,0.0,0.0
1404327,0.0,0.0
1404333,0.0,0.0
1404335,0.0,0.0
1404341,0.0,0.0
1404345,0.0,0.0
1404358,0.0,0.0
1404363,0.0,0.0
1404374,0.0,0.0
1404382,0.0,0.0
1404388,0.0,0.0
1404393,0.0,0.0
1404396,0.0,0.0
1404402,0.0,0.0
1404405,0.0,0.0
1404408,0.0,0.0
1404410,0.0,0.0
1404412,0.0,0.0
1404414,0.0,0.0
1404416,0.0,0.0
1404418,0.0,0.0
1404424,0.0,0.0
1404428,0.0,0.0
1404435,0.0,0.0
1404436,0.0,0.0
1404438,0.0,0.0
1404443,0.0,0.0
1404448,0.0,0.0
1404455,0.0,0.0
1404460,0.0,0.0
1404467,0.0,0.0
1404470,0.0,0.0
1404474,0.0,0.0
1404476,0.0,0.0
1404478,0.0,0.0
1404480,0.0,0.0
1404486,0.0,0.0
1404488,0.0,0.0
1404490,0.0,0.0
1404492,0.0,0.0
1404502,0.0,0.0
1404517,0.0,0.0
1404530,0.0,0.0
1404531,0.0,0.0
1404533,0.0,0.0
1404535,0.0,0.0
1404549,0.0,0.0
1404556,0.0,0.0
1404565,0.0,0.0
1404571,0.0,0.0
1404572,0.0,0.0
1404587,0.0,0.0
1404591,0.0,0.0
1404592,0.0,0.0
1404604,0.0,0.0
1404607,0.0,0.0
1404611,0.0,0.0
1404615,0.0,0.0
1404616,0.0,0.0
1404636,0.0,0.0
1404638,0.0,0.0
1404642,0.0,0.0
1404656,0.0,0.0
1404658,0.0,0.0
1404662,0.0,0.0
1404665,0.0,0.0
1404671,0.0,0.0
1404691,0.0,0.0
1404693,0.0,0.0
1404697,0.0,0.0
1404709,0.0,0.0
1404722,0.0,0.0
1404726,0.0,0.0
1404729,0.0,0.0
1404739,0.0,0.0
1404741,0.0,0.0
1404750,0.0,0.0
1404753,0.0,0.0
1404760,0.0,0.0
1404762,0.0,0.0
1404771,0.0,0.0
1404773,0.0,0.0
1404786,0.0,0.0
1404792,0.0,0.0
1404796,0.0,0.0
1404800,0.0,0.0
1404802,0.0,0.0
1404804,0.0,0.0
1404805,0.0,0.0
1404814,0.0,0.0
1404823,0.0,0.0
1404827,0.0,0.0
1404832,0.0,0.0
1404833,0.0,0.0
1404856,0.0,0.0
1404857,0.0,0.0
1404860,0.0,0.0
1404865,0.0,0.0
1404871,0.0,0.0
1404883,0.0,0.0
1404887,0.0,0.0
1404889,0.0,0.0
1404897,0.0,0.0
1404905,0.0,0.0
1404909,0.0,0.0
1404915,0.0,0.0
1404921,0.0,0.0
1404925,0.0,0.0
1404929,0.0,0.0
1404932,0.0,0.0
1404934,0.0,0.0
1404938,0.0,0.0
1404944,0.0,0.0
1404953,0.0,0.0
1404958,0.0,0.0
1404962,0.0,0.0
1404974,0.0,0.0
1404981,0.0,0.0
1404983,0.0,0.0
1404993,0.0,0.0
1404996,0.0,0.0
1404999,0.0,0.0
1405 ADASEA DEBBIE KAPALI KOL LACIVERT01 MAYO REGLAN TAM TESETTÜR,0.0,0.0
1405003,0.0,0.0
1405008,0.0,0.0
1405010,0.0,0.0
1405011,0.0,0.0
1405015,0.0,0.0
1405018,0.0,0.0
1405019,0.0,0.0
1405042,0.0,0.0
1405052,0.0,0.0
1405075,0.0,0.0
1405082,0.0,0.0
1405084,0.0,0.0
1405087,0.0,0.0
1405094,0.0,0.0
1405098,0.0,0.0
1405099,0.0,0.0
1405103,0.0,0.0
1405106,0.0,0.0
1405113,0.0,0.0
1405130,0.0,0.0
1405136,0.0,0.0
1405140,0.0,0.0
1405144,0.0,0.0
1405154,0.0,0.0
1405160,0.0,0.0
1405163,0.0,0.0
1405169,0.0,0.0
1405172,0.0,0.0
1405175,0.0,0.0
1405178,0.0,0.0
1405188,0.0,0.0
1405199,0.0,0.0
1405206,0.0,0.0
1405218,0.0,0.0
1405219,0.0,0.0
1405225,0.0,0.0
1405227,0.0,0.0
1405244,0.0,0.0
1405252,0.0,0.0
1405258,0.0,0.0
1405260,0.0,0.0
1405272,0.0,0.0
1405282,0.0,0.0
1405287,0.0,0.0
1405293,0.0,0.0
1405300,0.0,0.0
1405304,0.0,0.0
1405310,0.0,0.0
1405317,0.0,0.0
1405325,0.0,0.0
1405329,0.0,0.0
1405334,0.0,0.0
1405342,0.0,0.0
1405347,0.0,0.0
1405355,0.0,0.0
1405356,0.0,0.0
1405357,0.0,0.0
1405366,0.0,0.0
1405370,0.0,0.0
1405382,0.0,0.0
1405391,0.0,0.0
1405393,0.0,0.0
1405395,0.0,0.0
1405401,0.0,0.0
1405405,0.0,0.0
1405411,0.0,0.0
1405419,0.0,0.0
1405423,0.0,0.0
1405429,0.0,0.0
1405441,0.0,0.0
1405447,0.0,0.0
1405468,0.0,0.0
1405477,0.0,0.0
1405489,0.0,0.0
1405495,0.0,0.0
1405505,0.0,0.0
1405512,0.0,0.0
1405534,0.0,0.0
1405543,0.0,0.0
1405547,0.0,0.0
1405559,0.0,0.0
1405571,0.0,0.0
1405579,0.0,0.0
1405590,0.0,0.0
1405610,0.0,0.0
1405627,0.0,0.0
1405635,0.0,0.0
1405639,0.0,0.0
1405640,0.0,0.0
1405652,0.0,0.0
1405661,0.0,0.0
